ParkCode	Date	Type#	Day	VisitTeam	VisitLeague	VisitGame#	HomeTeam	HomeLeague	HomeGame#	VisitScore	HomeScore	GameLength	Winner	PARK_NAME	RUNS	HR	H	2B	3B	BB
PHO01	20160701	0	Fri	SFN	NL	82	ARI	NL	82	6	4	54	SFN	"Chase Field(Phoenix, Arizona)"	1.225	1.292	1.139	1.145	2.032	1.042
ATL02	20160701	0	Fri	MIA	NL	80	ATL	NL	80	7	5	72	MIA	"Turner Field(Cumberland, Georgia)"	1.059	0.77	1.009	0.9	0.936	1.135
LOS03	20160701	0	Fri	COL	NL	79	LAN	NL	82	0	5	51	LAN	"Dodger Stadium(Los Angeles, California)"	0.813	0.914	0.908	0.919	0.382	0.895
NYC20	20160701	0	Fri	CHN	NL	79	NYN	NL	79	2	10	51	NYN	"Citi Field(New York, New York)"	0.988	1.09	0.887	0.838	0.455	1.168
PHI13	20160701	0	Fri	KCA	AL	79	PHI	NL	81	3	4	51	PHI	"Citizens Bank Park(Philadelphia, Pennsylvania)"	0.84	1.149	0.924	0.821	0.889	0.969
SAN02	20160701	0	Fri	NYA	AL	79	SDN	NL	80	6	7	51	SDN	"Petco Park(San Diego, California)"	1.014	0.957	1.042	1.062	0.75	0.977
STL10	20160701	0	Fri	MIL	NL	79	SLN	NL	79	1	7	51	SLN	"Busch Stadium(St. Louis, Missouri)"	0.921	0.901	0.972	0.914	0.543	0.914
WAS11	20160701	0	Fri	CIN	NL	81	WAS	NL	81	2	3	83	WAS	"Nationals Park(Washington, D.C.)"	0.956	1.023	0.974	0.891	0.806	0.972
BOS07	20160702	0	Sat	ANA	AL	81	BOS	AL	80	21	2	54	ANA	"Fenway Park(Boston, Massachusetts)"	1.199	1.065	1.161	1.424	1.667	0.977
HOU03	20160702	0	Sat	CHA	AL	81	HOU	AL	81	7	6	54	CHA	"Minute Maid Park(Houston, Texas)"	0.808	0.822	0.926	0.886	1.152	0.918
MIN04	20160702	0	Sat	TEX	AL	82	MIN	AL	80	5	17	51	MIN	"Target Field(Minneapolis, Minnesota)"	1.044	1.014	1.064	1.081	1.031	0.875
OAK01	20160702	0	Sat	PIT	NL	81	OAK	AL	81	4	2	60	PIT	"Oakland Coliseum(Oakland, California)"	0.829	0.727	0.921	0.954	1.043	0.872
SEA03	20160702	0	Sat	BAL	AL	80	SEA	AL	81	6	12	51	SEA	"Safeco Field(Seattle, Washington)"	0.941	1.158	0.953	0.963	0.538	1.029
STP01	20160702	0	Sat	DET	AL	81	TBA	AL	80	3	2	54	DET	"Tropicana Field(St. Petersburg, Florida)"	0.889	0.877	0.901	0.861	0.952	1.048
TOR02	20160702	0	Sat	CLE	AL	80	TOR	AL	83	6	9	51	TOR	"Rogers Centre(Toronto, Ontario)"	1.156	1.01	1.083	1.3	1.1	1.039
PHO01	20160702	0	Sat	SFN	NL	83	ARI	NL	83	5	6	51	ARI	"Chase Field(Phoenix, Arizona)"	1.225	1.292	1.139	1.145	2.032	1.042
ATL02	20160702	0	Sat	MIA	NL	81	ATL	NL	81	1	9	51	ATL	"Turner Field(Cumberland, Georgia)"	1.059	0.77	1.009	0.9	0.936	1.135
LOS03	20160702	0	Sat	COL	NL	80	LAN	NL	83	1	6	51	LAN	"Dodger Stadium(Los Angeles, California)"	0.813	0.914	0.908	0.919	0.382	0.895
NYC20	20160702	0	Sat	CHN	NL	80	NYN	NL	80	3	4	51	NYN	"Citi Field(New York, New York)"	0.988	1.09	0.887	0.838	0.455	1.168
PHI13	20160702	0	Sat	KCA	AL	80	PHI	NL	82	6	2	54	KCA	"Citizens Bank Park(Philadelphia, Pennsylvania)"	0.84	1.149	0.924	0.821	0.889	0.969
SAN02	20160702	0	Sat	NYA	AL	80	SDN	NL	81	1	2	51	SDN	"Petco Park(San Diego, California)"	1.014	0.957	1.042	1.062	0.75	0.977
STL10	20160702	0	Sat	MIL	NL	80	SLN	NL	80	0	3	51	SLN	"Busch Stadium(St. Louis, Missouri)"	0.921	0.901	0.972	0.914	0.543	0.914
WAS11	20160702	0	Sat	CIN	NL	82	WAS	NL	82	9	4	60	CIN	"Nationals Park(Washington, D.C.)"	0.956	1.023	0.974	0.891	0.806	0.972
BOS07	20160703	0	Sun	ANA	AL	82	BOS	AL	81	5	10	51	BOS	"Fenway Park(Boston, Massachusetts)"	1.199	1.065	1.161	1.424	1.667	0.977
HOU03	20160703	0	Sun	CHA	AL	82	HOU	AL	82	4	1	54	CHA	"Minute Maid Park(Houston, Texas)"	0.808	0.822	0.926	0.886	1.152	0.918
MIN04	20160703	0	Sun	TEX	AL	83	MIN	AL	81	4	5	51	MIN	"Target Field(Minneapolis, Minnesota)"	1.044	1.014	1.064	1.081	1.031	0.875
OAK01	20160703	0	Sun	PIT	NL	82	OAK	AL	82	6	3	54	PIT	"Oakland Coliseum(Oakland, California)"	0.829	0.727	0.921	0.954	1.043	0.872
SEA03	20160703	0	Sun	BAL	AL	81	SEA	AL	82	4	9	51	SEA	"Safeco Field(Seattle, Washington)"	0.941	1.158	0.953	0.963	0.538	1.029
STP01	20160703	0	Sun	DET	AL	82	TBA	AL	81	5	1	54	DET	"Tropicana Field(St. Petersburg, Florida)"	0.889	0.877	0.901	0.861	0.952	1.048
TOR02	20160703	0	Sun	CLE	AL	81	TOR	AL	84	1	17	51	TOR	"Rogers Centre(Toronto, Ontario)"	1.156	1.01	1.083	1.3	1.1	1.039
PHO01	20160703	0	Sun	SFN	NL	84	ARI	NL	84	5	4	66	SFN	"Chase Field(Phoenix, Arizona)"	1.225	1.292	1.139	1.145	2.032	1.042
LOS03	20160703	0	Sun	COL	NL	81	LAN	NL	84	1	4	51	LAN	"Dodger Stadium(Los Angeles, California)"	0.813	0.914	0.908	0.919	0.382	0.895
NYC20	20160703	0	Sun	CHN	NL	81	NYN	NL	81	3	14	51	NYN	"Citi Field(New York, New York)"	0.988	1.09	0.887	0.838	0.455	1.168
PHI13	20160703	0	Sun	KCA	AL	81	PHI	NL	83	2	7	51	PHI	"Citizens Bank Park(Philadelphia, Pennsylvania)"	0.84	1.149	0.924	0.821	0.889	0.969
SAN02	20160703	0	Sun	NYA	AL	81	SDN	NL	82	6	3	54	NYA	"Petco Park(San Diego, California)"	1.014	0.957	1.042	1.062	0.75	0.977
STL10	20160703	0	Sun	MIL	NL	81	SLN	NL	81	8	9	51	SLN	"Busch Stadium(St. Louis, Missouri)"	0.921	0.901	0.972	0.914	0.543	0.914
WAS11	20160703	0	Sun	CIN	NL	83	WAS	NL	83	1	12	51	WAS	"Nationals Park(Washington, D.C.)"	0.956	1.023	0.974	0.891	0.806	0.972
BOS07	20160704	0	Mon	TEX	AL	84	BOS	AL	82	5	12	51	BOS	"Fenway Park(Boston, Massachusetts)"	1.199	1.065	1.161	1.424	1.667	0.977
CHI12	20160704	0	Mon	NYA	AL	82	CHA	AL	83	2	8	51	CHA	"Guaranteed Rate Field(Chicago, Illinois)"	0.927	1.101	0.96	0.89	1.071	0.933
CLE08	20160704	0	Mon	DET	AL	83	CLE	AL	82	3	5	51	CLE	"Progressive Field(Cleveland, Ohio)"	1.207	1.168	1.115	1.299	0.507	1.119
HOU03	20160704	0	Mon	SEA	AL	83	HOU	AL	83	1	2	51	HOU	"Minute Maid Park(Houston, Texas)"	0.808	0.822	0.926	0.886	1.152	0.918
MIN04	20160704	0	Mon	OAK	AL	83	MIN	AL	82	3	1	54	OAK	"Target Field(Minneapolis, Minnesota)"	1.044	1.014	1.064	1.081	1.031	0.875
STP01	20160704	0	Mon	ANA	AL	83	TBA	AL	82	2	4	51	TBA	"Tropicana Field(St. Petersburg, Florida)"	0.889	0.877	0.901	0.861	0.952	1.048
TOR02	20160704	0	Mon	KCA	AL	82	TOR	AL	85	2	6	51	TOR	"Rogers Centre(Toronto, Ontario)"	1.156	1.01	1.083	1.3	1.1	1.039
PHO01	20160704	0	Mon	SDN	NL	83	ARI	NL	85	8	4	54	SDN	"Chase Field(Phoenix, Arizona)"	1.225	1.292	1.139	1.145	2.032	1.042
CHI11	20160704	0	Mon	CIN	NL	84	CHN	NL	82	4	10	51	CHN	"Wrigley Field(Chicago, Illinois)"	0.874	0.819	0.928	0.93	1.045	1.066
LOS03	20160704	0	Mon	BAL	AL	82	LAN	NL	85	5	7	51	LAN	"Dodger Stadium(Los Angeles, California)"	0.813	0.914	0.908	0.919	0.382	0.895
NYC20	20160704	0	Mon	MIA	NL	83	NYN	NL	82	6	8	51	NYN	"Citi Field(New York, New York)"	0.988	1.09	0.887	0.838	0.455	1.168
PHI13	20160704	0	Mon	ATL	NL	83	PHI	NL	84	2	8	51	PHI	"Citizens Bank Park(Philadelphia, Pennsylvania)"	0.84	1.149	0.924	0.821	0.889	0.969
SFO03	20160704	0	Mon	COL	NL	82	SFN	NL	85	1	3	51	SFN	"AT&T Park(San Francisco, California)"	1.012	0.704	1.084	1.101	1.526	1.076
STL10	20160704	0	Mon	PIT	NL	83	SLN	NL	82	4	2	54	PIT	"Busch Stadium(St. Louis, Missouri)"	0.921	0.901	0.972	0.914	0.543	0.914
WAS11	20160704	0	Mon	MIL	NL	82	WAS	NL	84	1	0	54	MIL	"Nationals Park(Washington, D.C.)"	0.956	1.023	0.974	0.891	0.806	0.972
BOS07	20160705	0	Tue	TEX	AL	85	BOS	AL	83	7	2	54	TEX	"Fenway Park(Boston, Massachusetts)"	1.199	1.065	1.161	1.424	1.667	0.977
CHI12	20160705	0	Tue	NYA	AL	83	CHA	AL	84	9	0	54	NYA	"Guaranteed Rate Field(Chicago, Illinois)"	0.927	1.101	0.96	0.89	1.071	0.933
CLE08	20160705	0	Tue	DET	AL	84	CLE	AL	83	1	12	51	CLE	"Progressive Field(Cleveland, Ohio)"	1.207	1.168	1.115	1.299	0.507	1.119
HOU03	20160705	0	Tue	SEA	AL	84	HOU	AL	84	2	5	51	HOU	"Minute Maid Park(Houston, Texas)"	0.808	0.822	0.926	0.886	1.152	0.918
MIN04	20160705	0	Tue	OAK	AL	84	MIN	AL	83	4	11	51	MIN	"Target Field(Minneapolis, Minnesota)"	1.044	1.014	1.064	1.081	1.031	0.875
STP01	20160705	0	Tue	ANA	AL	84	TBA	AL	83	13	5	54	ANA	"Tropicana Field(St. Petersburg, Florida)"	0.889	0.877	0.901	0.861	0.952	1.048
TOR02	20160705	0	Tue	KCA	AL	83	TOR	AL	86	3	8	51	TOR	"Rogers Centre(Toronto, Ontario)"	1.156	1.01	1.083	1.3	1.1	1.039
PHO01	20160705	0	Tue	SDN	NL	84	ARI	NL	86	5	7	51	ARI	"Chase Field(Phoenix, Arizona)"	1.225	1.292	1.139	1.145	2.032	1.042
CHI11	20160705	0	Tue	CIN	NL	85	CHN	NL	83	9	5	54	CIN	"Wrigley Field(Chicago, Illinois)"	0.874	0.819	0.928	0.93	1.045	1.066
LOS03	20160705	0	Tue	BAL	AL	83	LAN	NL	86	4	1	54	BAL	"Dodger Stadium(Los Angeles, California)"	0.813	0.914	0.908	0.919	0.382	0.895
NYC20	20160705	0	Tue	MIA	NL	84	NYN	NL	83	5	2	54	MIA	"Citi Field(New York, New York)"	0.988	1.09	0.887	0.838	0.455	1.168
PHI13	20160705	0	Tue	ATL	NL	84	PHI	NL	85	1	5	51	PHI	"Citizens Bank Park(Philadelphia, Pennsylvania)"	0.84	1.149	0.924	0.821	0.889	0.969
SFO03	20160705	0	Tue	COL	NL	83	SFN	NL	86	7	3	54	COL	"AT&T Park(San Francisco, California)"	1.012	0.704	1.084	1.101	1.526	1.076
STL10	20160705	0	Tue	PIT	NL	84	SLN	NL	83	5	2	54	PIT	"Busch Stadium(St. Louis, Missouri)"	0.921	0.901	0.972	0.914	0.543	0.914
WAS11	20160705	0	Tue	MIL	NL	83	WAS	NL	85	5	2	54	MIL	"Nationals Park(Washington, D.C.)"	0.956	1.023	0.974	0.891	0.806	0.972
BOS07	20160706	0	Wed	TEX	AL	86	BOS	AL	84	6	11	51	BOS	"Fenway Park(Boston, Massachusetts)"	1.199	1.065	1.161	1.424	1.667	0.977
CHI12	20160706	0	Wed	NYA	AL	84	CHA	AL	85	0	5	51	CHA	"Guaranteed Rate Field(Chicago, Illinois)"	0.927	1.101	0.96	0.89	1.071	0.933
CLE08	20160706	0	Wed	DET	AL	85	CLE	AL	84	12	2	54	DET	"Progressive Field(Cleveland, Ohio)"	1.207	1.168	1.115	1.299	0.507	1.119
HOU03	20160706	0	Wed	SEA	AL	85	HOU	AL	85	8	9	51	HOU	"Minute Maid Park(Houston, Texas)"	0.808	0.822	0.926	0.886	1.152	0.918
MIN04	20160706	0	Wed	OAK	AL	85	MIN	AL	84	0	4	51	MIN	"Target Field(Minneapolis, Minnesota)"	1.044	1.014	1.064	1.081	1.031	0.875
STP01	20160706	0	Wed	ANA	AL	85	TBA	AL	84	7	2	54	ANA	"Tropicana Field(St. Petersburg, Florida)"	0.889	0.877	0.901	0.861	0.952	1.048
TOR02	20160706	0	Wed	KCA	AL	84	TOR	AL	87	2	4	51	TOR	"Rogers Centre(Toronto, Ontario)"	1.156	1.01	1.083	1.3	1.1	1.039
PHO01	20160706	0	Wed	SDN	NL	85	ARI	NL	87	13	6	54	SDN	"Chase Field(Phoenix, Arizona)"	1.225	1.292	1.139	1.145	2.032	1.042
CHI11	20160706	0	Wed	CIN	NL	86	CHN	NL	84	5	3	54	CIN	"Wrigley Field(Chicago, Illinois)"	0.874	0.819	0.928	0.93	1.045	1.066
LOS03	20160706	0	Wed	BAL	AL	84	LAN	NL	87	6	4	84	BAL	"Dodger Stadium(Los Angeles, California)"	0.813	0.914	0.908	0.919	0.382	0.895
NYC20	20160706	0	Wed	MIA	NL	85	NYN	NL	84	2	4	51	NYN	"Citi Field(New York, New York)"	0.988	1.09	0.887	0.838	0.455	1.168
PHI13	20160706	0	Wed	ATL	NL	85	PHI	NL	86	3	4	51	PHI	"Citizens Bank Park(Philadelphia, Pennsylvania)"	0.84	1.149	0.924	0.821	0.889	0.969
SFO03	20160706	0	Wed	COL	NL	84	SFN	NL	87	1	5	51	SFN	"AT&T Park(San Francisco, California)"	1.012	0.704	1.084	1.101	1.526	1.076
STL10	20160706	0	Wed	PIT	NL	85	SLN	NL	84	7	5	54	PIT	"Busch Stadium(St. Louis, Missouri)"	0.921	0.901	0.972	0.914	0.543	0.914
WAS11	20160706	0	Wed	MIL	NL	84	WAS	NL	86	4	7	51	WAS	"Nationals Park(Washington, D.C.)"	0.956	1.023	0.974	0.891	0.806	0.972
CLE08	20160707	0	Thu	NYA	AL	85	CLE	AL	85	5	4	54	NYA	"Progressive Field(Cleveland, Ohio)"	1.207	1.168	1.115	1.299	0.507	1.119
HOU03	20160707	0	Thu	OAK	AL	86	HOU	AL	86	3	1	54	OAK	"Minute Maid Park(Houston, Texas)"	0.808	0.822	0.926	0.886	1.152	0.918
KAN06	20160707	0	Thu	SEA	AL	86	KCA	AL	85	3	4	52	KCA	"Kauffman Stadium(Kansas City, Missouri)"	1.171	0.783	1.092	1.256	1.571	1.039
STP01	20160707	0	Thu	ANA	AL	86	TBA	AL	85	5	1	54	ANA	"Tropicana Field(St. Petersburg, Florida)"	0.889	0.877	0.901	0.861	0.952	1.048
ARL02	20160707	0	Thu	MIN	AL	85	TEX	AL	87	10	1	54	MIN	"Globe Life Park in Arlington(Arlington, Texas)"	1.156	1.049	1.1	1.052	1.813	1.029
TOR02	20160707	0	Thu	DET	AL	86	TOR	AL	88	4	5	51	TOR	"Rogers Centre(Toronto, Ontario)"	1.156	1.01	1.083	1.3	1.1	1.039
CHI11	20160707	0	Thu	ATL	NL	86	CHN	NL	85	4	3	66	ATL	"Wrigley Field(Chicago, Illinois)"	0.874	0.819	0.928	0.93	1.045	1.066
DEN02	20160707	0	Thu	PHI	NL	87	COL	NL	85	2	11	51	COL	"Coors Field(Denver, Colorado)"	1.368	1.265	1.231	1.405	1.39	1.078
LOS03	20160707	0	Thu	SDN	NL	86	LAN	NL	88	6	0	54	SDN	"Dodger Stadium(Los Angeles, California)"	0.813	0.914	0.908	0.919	0.382	0.895
NYC20	20160707	0	Thu	WAS	NL	87	NYN	NL	85	7	9	51	NYN	"Citi Field(New York, New York)"	0.988	1.09	0.887	0.838	0.455	1.168
STL10	20160707	0	Thu	PIT	NL	86	SLN	NL	85	1	5	51	SLN	"Busch Stadium(St. Louis, Missouri)"	0.921	0.901	0.972	0.914	0.543	0.914
BAL12	20160708	0	Fri	ANA	AL	87	BAL	AL	85	9	5	54	ANA	"Oriole Park at Camden Yards(Baltimore, Maryland)"	0.953	1.009	0.967	0.834	0.846	0.975
BOS07	20160708	0	Fri	TBA	AL	86	BOS	AL	85	5	6	51	BOS	"Fenway Park(Boston, Massachusetts)"	1.199	1.065	1.161	1.424	1.667	0.977
CHI12	20160708	0	Fri	ATL	NL	87	CHA	AL	86	11	8	54	ATL	"Guaranteed Rate Field(Chicago, Illinois)"	0.927	1.101	0.96	0.89	1.071	0.933
CLE08	20160708	0	Fri	NYA	AL	86	CLE	AL	86	2	10	51	CLE	"Progressive Field(Cleveland, Ohio)"	1.207	1.168	1.115	1.299	0.507	1.119
HOU03	20160708	0	Fri	OAK	AL	87	HOU	AL	87	9	10	52	HOU	"Minute Maid Park(Houston, Texas)"	0.808	0.822	0.926	0.886	1.152	0.918
KAN06	20160708	0	Fri	SEA	AL	87	KCA	AL	86	3	2	54	SEA	"Kauffman Stadium(Kansas City, Missouri)"	1.171	0.783	1.092	1.256	1.571	1.039
ARL02	20160708	0	Fri	MIN	AL	86	TEX	AL	88	5	6	51	TEX	"Globe Life Park in Arlington(Arlington, Texas)"	1.156	1.049	1.1	1.052	1.813	1.029
TOR02	20160708	0	Fri	DET	AL	87	TOR	AL	89	0	6	51	TOR	"Rogers Centre(Toronto, Ontario)"	1.156	1.01	1.083	1.3	1.1	1.039
DEN02	20160708	0	Fri	PHI	NL	88	COL	NL	86	5	3	54	PHI	"Coors Field(Denver, Colorado)"	1.368	1.265	1.231	1.405	1.39	1.078
LOS03	20160708	0	Fri	SDN	NL	87	LAN	NL	89	6	10	51	LAN	"Dodger Stadium(Los Angeles, California)"	0.813	0.914	0.908	0.919	0.382	0.895
MIA02	20160708	0	Fri	CIN	NL	87	MIA	NL	86	1	3	51	MIA	"Marlins Park(Miami, Florida)"	0.834	0.793	0.868	0.963	0.667	0.967
MIL06	20160708	0	Fri	SLN	NL	86	MIL	NL	85	3	4	53	MIL	"Miller Park(Milwaukee, Wisconsin)"	0.972	1.126	0.961	1	1.037	0.977
NYC20	20160708	0	Fri	WAS	NL	88	NYN	NL	86	3	1	54	WAS	"Citi Field(New York, New York)"	0.988	1.09	0.887	0.838	0.455	1.168
PIT08	20160708	0	Fri	CHN	NL	86	PIT	NL	87	4	8	51	PIT	"PNC Park(Pittsburgh, Pennsylvania)"	1.007	0.8	1.013	1.034	1.769	1.007
SFO03	20160708	0	Fri	ARI	NL	88	SFN	NL	88	2	6	51	SFN	"AT&T Park(San Francisco, California)"	1.012	0.704	1.084	1.101	1.526	1.076
BAL12	20160709	0	Sat	ANA	AL	88	BAL	AL	86	2	3	51	BAL	"Oriole Park at Camden Yards(Baltimore, Maryland)"	0.953	1.009	0.967	0.834	0.846	0.975
BOS07	20160709	0	Sat	TBA	AL	87	BOS	AL	86	1	4	51	BOS	"Fenway Park(Boston, Massachusetts)"	1.199	1.065	1.161	1.424	1.667	0.977
CHI12	20160709	0	Sat	ATL	NL	88	CHA	AL	87	4	5	51	CHA	"Guaranteed Rate Field(Chicago, Illinois)"	0.927	1.101	0.96	0.89	1.071	0.933
CLE08	20160709	0	Sat	NYA	AL	87	CLE	AL	87	7	6	66	NYA	"Progressive Field(Cleveland, Ohio)"	1.207	1.168	1.115	1.299	0.507	1.119
HOU03	20160709	0	Sat	OAK	AL	88	HOU	AL	88	3	2	54	OAK	"Minute Maid Park(Houston, Texas)"	0.808	0.822	0.926	0.886	1.152	0.918
KAN06	20160709	0	Sat	SEA	AL	88	KCA	AL	87	3	5	51	KCA	"Kauffman Stadium(Kansas City, Missouri)"	1.171	0.783	1.092	1.256	1.571	1.039
ARL02	20160709	0	Sat	MIN	AL	87	TEX	AL	89	8	6	54	MIN	"Globe Life Park in Arlington(Arlington, Texas)"	1.156	1.049	1.1	1.052	1.813	1.029
TOR02	20160709	0	Sat	DET	AL	88	TOR	AL	90	3	2	54	DET	"Rogers Centre(Toronto, Ontario)"	1.156	1.01	1.083	1.3	1.1	1.039
DEN02	20160709	0	Sat	PHI	NL	89	COL	NL	87	3	8	51	COL	"Coors Field(Denver, Colorado)"	1.368	1.265	1.231	1.405	1.39	1.078
LOS03	20160709	0	Sat	SDN	NL	88	LAN	NL	90	3	4	51	LAN	"Dodger Stadium(Los Angeles, California)"	0.813	0.914	0.908	0.919	0.382	0.895
MIA02	20160709	0	Sat	CIN	NL	88	MIA	NL	87	2	4	51	MIA	"Marlins Park(Miami, Florida)"	0.834	0.793	0.868	0.963	0.667	0.967
MIL06	20160709	0	Sat	SLN	NL	87	MIL	NL	86	8	1	54	SLN	"Miller Park(Milwaukee, Wisconsin)"	0.972	1.126	0.961	1	1.037	0.977
NYC20	20160709	0	Sat	WAS	NL	89	NYN	NL	87	6	1	54	WAS	"Citi Field(New York, New York)"	0.988	1.09	0.887	0.838	0.455	1.168
PIT08	20160709	0	Sat	CHN	NL	87	PIT	NL	88	6	12	51	PIT	"PNC Park(Pittsburgh, Pennsylvania)"	1.007	0.8	1.013	1.034	1.769	1.007
SFO03	20160709	0	Sat	ARI	NL	89	SFN	NL	89	2	4	51	SFN	"AT&T Park(San Francisco, California)"	1.012	0.704	1.084	1.101	1.526	1.076
BAL12	20160710	0	Sun	ANA	AL	89	BAL	AL	87	2	4	51	BAL	"Oriole Park at Camden Yards(Baltimore, Maryland)"	0.953	1.009	0.967	0.834	0.846	0.975
BOS07	20160710	0	Sun	TBA	AL	88	BOS	AL	87	0	4	51	BOS	"Fenway Park(Boston, Massachusetts)"	1.199	1.065	1.161	1.424	1.667	0.977
CHI12	20160710	0	Sun	ATL	NL	89	CHA	AL	88	2	0	54	ATL	"Guaranteed Rate Field(Chicago, Illinois)"	0.927	1.101	0.96	0.89	1.071	0.933
CLE08	20160710	0	Sun	NYA	AL	88	CLE	AL	88	11	7	54	NYA	"Progressive Field(Cleveland, Ohio)"	1.207	1.168	1.115	1.299	0.507	1.119
HOU03	20160710	0	Sun	OAK	AL	89	HOU	AL	89	1	2	59	HOU	"Minute Maid Park(Houston, Texas)"	0.808	0.822	0.926	0.886	1.152	0.918
KAN06	20160710	0	Sun	SEA	AL	89	KCA	AL	88	8	5	54	SEA	"Kauffman Stadium(Kansas City, Missouri)"	1.171	0.783	1.092	1.256	1.571	1.039
ARL02	20160710	0	Sun	MIN	AL	88	TEX	AL	90	15	5	54	MIN	"Globe Life Park in Arlington(Arlington, Texas)"	1.156	1.049	1.1	1.052	1.813	1.029
TOR02	20160710	0	Sun	DET	AL	89	TOR	AL	91	1	6	51	TOR	"Rogers Centre(Toronto, Ontario)"	1.156	1.01	1.083	1.3	1.1	1.039
DEN02	20160710	0	Sun	PHI	NL	90	COL	NL	88	10	3	54	PHI	"Coors Field(Denver, Colorado)"	1.368	1.265	1.231	1.405	1.39	1.078
LOS03	20160710	0	Sun	SDN	NL	89	LAN	NL	91	1	3	51	LAN	"Dodger Stadium(Los Angeles, California)"	0.813	0.914	0.908	0.919	0.382	0.895
MIA02	20160710	0	Sun	CIN	NL	89	MIA	NL	88	3	7	51	MIA	"Marlins Park(Miami, Florida)"	0.834	0.793	0.868	0.963	0.667	0.967
MIL06	20160710	0	Sun	SLN	NL	88	MIL	NL	87	5	1	54	SLN	"Miller Park(Milwaukee, Wisconsin)"	0.972	1.126	0.961	1	1.037	0.977
NYC20	20160710	0	Sun	WAS	NL	90	NYN	NL	88	3	2	54	WAS	"Citi Field(New York, New York)"	0.988	1.09	0.887	0.838	0.455	1.168
PIT08	20160710	0	Sun	CHN	NL	88	PIT	NL	89	6	5	54	CHN	"PNC Park(Pittsburgh, Pennsylvania)"	1.007	0.8	1.013	1.034	1.769	1.007
SFO03	20160710	0	Sun	ARI	NL	90	SFN	NL	90	0	4	51	SFN	"AT&T Park(San Francisco, California)"	1.012	0.704	1.084	1.101	1.526	1.076
ANA01	20160715	0	Fri	CHA	AL	89	ANA	AL	90	0	7	51	ANA	"Angel Stadium of Anaheim(Anaheim, California)"	0.91	1.056	0.936	0.828	0.6	0.958
DET05	20160715	0	Fri	KCA	AL	89	DET	AL	90	2	4	51	DET	"Comerica Park(Detroit, Michigan)"	1.019	1.138	0.984	0.884	1.904	0.945
MIN04	20160715	0	Fri	CLE	AL	89	MIN	AL	89	5	2	54	CLE	"Target Field(Minneapolis, Minnesota)"	1.044	1.014	1.064	1.081	1.031	0.875
NYC21	20160715	0	Fri	BOS	AL	88	NYA	AL	89	5	3	54	BOS	"Yankee Stadium(New York, New York)"	1.035	1.377	0.982	0.871	0.5	1.033
OAK01	20160715	0	Fri	TOR	AL	92	OAK	AL	90	7	8	51	OAK	"Oakland Coliseum(Oakland, California)"	0.829	0.727	0.921	0.954	1.043	0.872
SEA03	20160715	0	Fri	HOU	AL	90	SEA	AL	90	7	3	54	HOU	"Safeco Field(Seattle, Washington)"	0.941	1.158	0.953	0.963	0.538	1.029
STP01	20160715	0	Fri	BAL	AL	88	TBA	AL	89	4	3	54	BAL	"Tropicana Field(St. Petersburg, Florida)"	0.889	0.877	0.901	0.861	0.952	1.048
PHO01	20160715	0	Fri	LAN	NL	92	ARI	NL	91	13	7	54	LAN	"Chase Field(Phoenix, Arizona)"	1.225	1.292	1.139	1.145	2.032	1.042
ATL02	20160715	0	Fri	COL	NL	89	ATL	NL	90	11	2	54	COL	"Turner Field(Cumberland, Georgia)"	1.059	0.77	1.009	0.9	0.936	1.135
CHI11	20160715	0	Fri	TEX	AL	91	CHN	NL	89	0	6	51	CHN	"Wrigley Field(Chicago, Illinois)"	0.874	0.819	0.928	0.93	1.045	1.066
CIN09	20160715	0	Fri	MIL	NL	88	CIN	NL	90	4	5	51	CIN	"Great American Ball Park(Cincinnati, Ohio)"	0.99	1.175	0.97	0.949	0.645	1.019
PHI13	20160715	0	Fri	NYN	NL	89	PHI	NL	91	5	3	54	NYN	"Citizens Bank Park(Philadelphia, Pennsylvania)"	0.84	1.149	0.924	0.821	0.889	0.969
SAN02	20160715	0	Fri	SFN	NL	91	SDN	NL	90	1	4	51	SDN	"Petco Park(San Diego, California)"	1.014	0.957	1.042	1.062	0.75	0.977
STL10	20160715	0	Fri	MIA	NL	89	SLN	NL	89	7	6	54	MIA	"Busch Stadium(St. Louis, Missouri)"	0.921	0.901	0.972	0.914	0.543	0.914
WAS11	20160715	0	Fri	PIT	NL	90	WAS	NL	91	1	5	51	WAS	"Nationals Park(Washington, D.C.)"	0.956	1.023	0.974	0.891	0.806	0.972
ANA01	20160716	0	Sat	CHA	AL	90	ANA	AL	91	0	1	51	ANA	"Angel Stadium of Anaheim(Anaheim, California)"	0.91	1.056	0.936	0.828	0.6	0.958
DET05	20160716	0	Sat	KCA	AL	90	DET	AL	91	8	4	54	KCA	"Comerica Park(Detroit, Michigan)"	1.019	1.138	0.984	0.884	1.904	0.945
MIN04	20160716	0	Sat	CLE	AL	90	MIN	AL	90	4	5	64	MIN	"Target Field(Minneapolis, Minnesota)"	1.044	1.014	1.064	1.081	1.031	0.875
NYC21	20160716	0	Sat	BOS	AL	89	NYA	AL	90	5	2	54	BOS	"Yankee Stadium(New York, New York)"	1.035	1.377	0.982	0.871	0.5	1.033
OAK01	20160716	0	Sat	TOR	AL	93	OAK	AL	91	4	5	51	OAK	"Oakland Coliseum(Oakland, California)"	0.829	0.727	0.921	0.954	1.043	0.872
