ParkCode	Date	Type#	Day	VisitTeam	VisitLeague	VisitGame#	HomeTeam	HomeLeague	HomeGame#	VisitScore	HomeScore	GameLength	Winner	PARK_NAME	RUNS	HR	H	2B	3B	BB
KAN06	20160403	0	Sun	NYN	NL	1	KCA	AL	1	3	4	51	KCA	"Kauffman Stadium(Kansas City, Missouri)"	1.171	0.783	1.092	1.256	1.571	1.039
STP01	20160403	0	Sun	TOR	AL	1	TBA	AL	1	5	3	54	TOR	"Tropicana Field(St. Petersburg, Florida)"	0.889	0.877	0.901	0.861	0.952	1.048
PIT08	20160403	0	Sun	SLN	NL	1	PIT	NL	1	1	4	51	PIT	"PNC Park(Pittsburgh, Pennsylvania)"	1.007	0.8	1.013	1.034	1.769	1.007
ANA01	20160404	0	Mon	CHN	NL	1	ANA	AL	1	9	0	54	CHN	"Angel Stadium of Anaheim(Anaheim, California)"	0.91	1.056	0.936	0.828	0.6	0.958
BAL12	20160404	0	Mon	MIN	AL	1	BAL	AL	1	2	3	53	BAL	"Oriole Park at Camden Yards(Baltimore, Maryland)"	0.953	1.009	0.967	0.834	0.846	0.975
OAK01	20160404	0	Mon	CHA	AL	1	OAK	AL	1	4	3	54	CHA	"Oakland Coliseum(Oakland, California)"	0.829	0.727	0.921	0.954	1.043	0.872
STP01	20160404	0	Mon	TOR	AL	2	TBA	AL	2	5	3	54	TOR	"Tropicana Field(St. Petersburg, Florida)"	0.889	0.877	0.901	0.861	0.952	1.048
ARL02	20160404	0	Mon	SEA	AL	1	TEX	AL	1	2	3	51	TEX	"Globe Life Park in Arlington(Arlington, Texas)"	1.156	1.049	1.1	1.052	1.813	1.029
PHO01	20160404	0	Mon	COL	NL	1	ARI	NL	1	10	5	54	COL	"Chase Field(Phoenix, Arizona)"	1.225	1.292	1.139	1.145	2.032	1.042
ATL02	20160404	0	Mon	WAS	NL	1	ATL	NL	1	4	3	60	WAS	"Turner Field(Cumberland, Georgia)"	1.059	0.77	1.009	0.9	0.936	1.135
CIN09	20160404	0	Mon	PHI	NL	1	CIN	NL	1	2	6	51	CIN	"Great American Ball Park(Cincinnati, Ohio)"	0.99	1.175	0.97	0.949	0.645	1.019
MIL06	20160404	0	Mon	SFN	NL	1	MIL	NL	1	12	3	54	SFN	"Miller Park(Milwaukee, Wisconsin)"	0.972	1.126	0.961	1	1.037	0.977
SAN02	20160404	0	Mon	LAN	NL	1	SDN	NL	1	15	0	54	LAN	"Petco Park(San Diego, California)"	1.014	0.957	1.042	1.062	0.75	0.977
ANA01	20160405	0	Tue	CHN	NL	2	ANA	AL	2	6	1	54	CHN	"Angel Stadium of Anaheim(Anaheim, California)"	0.91	1.056	0.936	0.828	0.6	0.958
CLE08	20160405	0	Tue	BOS	AL	1	CLE	AL	1	6	2	54	BOS	"Progressive Field(Cleveland, Ohio)"	1.207	1.168	1.115	1.299	0.507	1.119
KAN06	20160405	0	Tue	NYN	NL	2	KCA	AL	2	2	0	54	NYN	"Kauffman Stadium(Kansas City, Missouri)"	1.171	0.783	1.092	1.256	1.571	1.039
NYC21	20160405	0	Tue	HOU	AL	1	NYA	AL	1	5	3	54	HOU	"Yankee Stadium(New York, New York)"	1.035	1.377	0.982	0.871	0.5	1.033
OAK01	20160405	0	Tue	CHA	AL	2	OAK	AL	2	5	4	54	CHA	"Oakland Coliseum(Oakland, California)"	0.829	0.727	0.921	0.954	1.043	0.872
STP01	20160405	0	Tue	TOR	AL	3	TBA	AL	3	2	3	51	TBA	"Tropicana Field(St. Petersburg, Florida)"	0.889	0.877	0.901	0.861	0.952	1.048
ARL02	20160405	0	Tue	SEA	AL	2	TEX	AL	2	10	2	54	SEA	"Globe Life Park in Arlington(Arlington, Texas)"	1.156	1.049	1.1	1.052	1.813	1.029
PHO01	20160405	0	Tue	COL	NL	2	ARI	NL	2	6	11	51	ARI	"Chase Field(Phoenix, Arizona)"	1.225	1.292	1.139	1.145	2.032	1.042
MIA02	20160405	0	Tue	DET	AL	1	MIA	NL	1	8	7	66	DET	"Marlins Park(Miami, Florida)"	0.834	0.793	0.868	0.963	0.667	0.967
MIL06	20160405	0	Tue	SFN	NL	2	MIL	NL	2	2	1	54	SFN	"Miller Park(Milwaukee, Wisconsin)"	0.972	1.126	0.961	1	1.037	0.977
PIT08	20160405	0	Tue	SLN	NL	2	PIT	NL	2	5	6	64	PIT	"PNC Park(Pittsburgh, Pennsylvania)"	1.007	0.8	1.013	1.034	1.769	1.007
SAN02	20160405	0	Tue	LAN	NL	2	SDN	NL	2	3	0	54	LAN	"Petco Park(San Diego, California)"	1.014	0.957	1.042	1.062	0.75	0.977
BAL12	20160406	0	Wed	MIN	AL	2	BAL	AL	2	2	4	51	BAL	"Oriole Park at Camden Yards(Baltimore, Maryland)"	0.953	1.009	0.967	0.834	0.846	0.975
CLE08	20160406	0	Wed	BOS	AL	2	CLE	AL	2	6	7	51	CLE	"Progressive Field(Cleveland, Ohio)"	1.207	1.168	1.115	1.299	0.507	1.119
NYC21	20160406	0	Wed	HOU	AL	2	NYA	AL	2	6	16	51	NYA	"Yankee Stadium(New York, New York)"	1.035	1.377	0.982	0.871	0.5	1.033
OAK01	20160406	0	Wed	CHA	AL	3	OAK	AL	3	1	2	51	OAK	"Oakland Coliseum(Oakland, California)"	0.829	0.727	0.921	0.954	1.043	0.872
STP01	20160406	0	Wed	TOR	AL	4	TBA	AL	4	3	5	51	TBA	"Tropicana Field(St. Petersburg, Florida)"	0.889	0.877	0.901	0.861	0.952	1.048
ARL02	20160406	0	Wed	SEA	AL	3	TEX	AL	3	9	5	54	SEA	"Globe Life Park in Arlington(Arlington, Texas)"	1.156	1.049	1.1	1.052	1.813	1.029
PHO01	20160406	0	Wed	COL	NL	3	ARI	NL	3	4	3	54	COL	"Chase Field(Phoenix, Arizona)"	1.225	1.292	1.139	1.145	2.032	1.042
ATL02	20160406	0	Wed	WAS	NL	2	ATL	NL	2	3	1	54	WAS	"Turner Field(Cumberland, Georgia)"	1.059	0.77	1.009	0.9	0.936	1.135
CIN09	20160406	0	Wed	PHI	NL	2	CIN	NL	2	2	3	52	CIN	"Great American Ball Park(Cincinnati, Ohio)"	0.99	1.175	0.97	0.949	0.645	1.019
MIA02	20160406	0	Wed	DET	AL	2	MIA	NL	2	7	3	54	DET	"Marlins Park(Miami, Florida)"	0.834	0.793	0.868	0.963	0.667	0.967
MIL06	20160406	0	Wed	SFN	NL	3	MIL	NL	3	3	4	51	MIL	"Miller Park(Milwaukee, Wisconsin)"	0.972	1.126	0.961	1	1.037	0.977
PIT08	20160406	0	Wed	SLN	NL	3	PIT	NL	3	1	5	51	PIT	"PNC Park(Pittsburgh, Pennsylvania)"	1.007	0.8	1.013	1.034	1.769	1.007
SAN02	20160406	0	Wed	LAN	NL	3	SDN	NL	3	7	0	54	LAN	"Petco Park(San Diego, California)"	1.014	0.957	1.042	1.062	0.75	0.977
ANA01	20160407	0	Thu	TEX	AL	4	ANA	AL	3	3	4	53	ANA	"Angel Stadium of Anaheim(Anaheim, California)"	0.91	1.056	0.936	0.828	0.6	0.958
BAL12	20160407	0	Thu	MIN	AL	3	BAL	AL	3	2	4	51	BAL	"Oriole Park at Camden Yards(Baltimore, Maryland)"	0.953	1.009	0.967	0.834	0.846	0.975
NYC21	20160407	0	Thu	HOU	AL	3	NYA	AL	3	5	8	51	NYA	"Yankee Stadium(New York, New York)"	1.035	1.377	0.982	0.871	0.5	1.033
OAK01	20160407	0	Thu	CHA	AL	4	OAK	AL	4	6	1	54	CHA	"Oakland Coliseum(Oakland, California)"	0.829	0.727	0.921	0.954	1.043	0.872
PHO01	20160407	0	Thu	CHN	NL	3	ARI	NL	4	14	6	54	CHN	"Chase Field(Phoenix, Arizona)"	1.225	1.292	1.139	1.145	2.032	1.042
CIN09	20160407	0	Thu	PHI	NL	3	CIN	NL	3	6	10	51	CIN	"Great American Ball Park(Cincinnati, Ohio)"	0.99	1.175	0.97	0.949	0.645	1.019
SFO03	20160407	0	Thu	LAN	NL	4	SFN	NL	4	6	12	51	SFN	"AT&T Park(San Francisco, California)"	1.012	0.704	1.084	1.101	1.526	1.076
WAS11	20160407	0	Thu	MIA	NL	3	WAS	NL	3	6	4	54	MIA	"Nationals Park(Washington, D.C.)"	0.956	1.023	0.974	0.891	0.806	0.972
ANA01	20160408	0	Fri	TEX	AL	5	ANA	AL	4	7	3	54	TEX	"Angel Stadium of Anaheim(Anaheim, California)"	0.91	1.056	0.936	0.828	0.6	0.958
BAL12	20160408	0	Fri	TBA	AL	5	BAL	AL	4	1	6	51	BAL	"Oriole Park at Camden Yards(Baltimore, Maryland)"	0.953	1.009	0.967	0.834	0.846	0.975
CHI12	20160408	0	Fri	CLE	AL	3	CHA	AL	5	7	1	54	CLE	"Guaranteed Rate Field(Chicago, Illinois)"	0.927	1.101	0.96	0.89	1.071	0.933
DET05	20160408	0	Fri	NYA	AL	4	DET	AL	3	0	4	51	DET	"Comerica Park(Detroit, Michigan)"	1.019	1.138	0.984	0.884	1.904	0.945
KAN06	20160408	0	Fri	MIN	AL	4	KCA	AL	3	3	4	51	KCA	"Kauffman Stadium(Kansas City, Missouri)"	1.171	0.783	1.092	1.256	1.571	1.039
SEA03	20160408	0	Fri	OAK	AL	5	SEA	AL	4	3	2	54	OAK	"Safeco Field(Seattle, Washington)"	0.941	1.158	0.953	0.963	0.538	1.029
TOR02	20160408	0	Fri	BOS	AL	3	TOR	AL	5	8	7	54	BOS	"Rogers Centre(Toronto, Ontario)"	1.156	1.01	1.083	1.3	1.1	1.039
PHO01	20160408	0	Fri	CHN	NL	4	ARI	NL	5	2	3	53	ARI	"Chase Field(Phoenix, Arizona)"	1.225	1.292	1.139	1.145	2.032	1.042
ATL02	20160408	0	Fri	SLN	NL	4	ATL	NL	3	7	4	54	SLN	"Turner Field(Cumberland, Georgia)"	1.059	0.77	1.009	0.9	0.936	1.135
CIN09	20160408	0	Fri	PIT	NL	4	CIN	NL	4	6	5	54	PIT	"Great American Ball Park(Cincinnati, Ohio)"	0.99	1.175	0.97	0.949	0.645	1.019
DEN02	20160408	0	Fri	SDN	NL	4	COL	NL	4	13	6	54	SDN	"Coors Field(Denver, Colorado)"	1.368	1.265	1.231	1.405	1.39	1.078
MIL06	20160408	0	Fri	HOU	AL	4	MIL	NL	4	4	6	51	MIL	"Miller Park(Milwaukee, Wisconsin)"	0.972	1.126	0.961	1	1.037	0.977
NYC20	20160408	0	Fri	PHI	NL	4	NYN	NL	3	2	7	51	NYN	"Citi Field(New York, New York)"	0.988	1.09	0.887	0.838	0.455	1.168
SFO03	20160408	0	Fri	LAN	NL	5	SFN	NL	5	2	3	57	SFN	"AT&T Park(San Francisco, California)"	1.012	0.704	1.084	1.101	1.526	1.076
ANA01	20160409	0	Sat	TEX	AL	6	ANA	AL	5	4	1	54	TEX	"Angel Stadium of Anaheim(Anaheim, California)"	0.91	1.056	0.936	0.828	0.6	0.958
CHI12	20160409	0	Sat	CLE	AL	4	CHA	AL	6	3	7	51	CHA	"Guaranteed Rate Field(Chicago, Illinois)"	0.927	1.101	0.96	0.89	1.071	0.933
DET05	20160409	0	Sat	NYA	AL	5	DET	AL	4	8	4	54	NYA	"Comerica Park(Detroit, Michigan)"	1.019	1.138	0.984	0.884	1.904	0.945
KAN06	20160409	0	Sat	MIN	AL	5	KCA	AL	4	0	7	51	KCA	"Kauffman Stadium(Kansas City, Missouri)"	1.171	0.783	1.092	1.256	1.571	1.039
SEA03	20160409	0	Sat	OAK	AL	6	SEA	AL	5	6	1	54	OAK	"Safeco Field(Seattle, Washington)"	0.941	1.158	0.953	0.963	0.538	1.029
TOR02	20160409	0	Sat	BOS	AL	4	TOR	AL	6	8	4	54	BOS	"Rogers Centre(Toronto, Ontario)"	1.156	1.01	1.083	1.3	1.1	1.039
PHO01	20160409	0	Sat	CHN	NL	5	ARI	NL	6	4	2	54	CHN	"Chase Field(Phoenix, Arizona)"	1.225	1.292	1.139	1.145	2.032	1.042
ATL02	20160409	0	Sat	SLN	NL	5	ATL	NL	4	12	2	54	SLN	"Turner Field(Cumberland, Georgia)"	1.059	0.77	1.009	0.9	0.936	1.135
CIN09	20160409	0	Sat	PIT	NL	5	CIN	NL	5	1	5	51	CIN	"Great American Ball Park(Cincinnati, Ohio)"	0.99	1.175	0.97	0.949	0.645	1.019
DEN02	20160409	0	Sat	SDN	NL	5	COL	NL	5	16	3	54	SDN	"Coors Field(Denver, Colorado)"	1.368	1.265	1.231	1.405	1.39	1.078
MIL06	20160409	0	Sat	HOU	AL	5	MIL	NL	5	6	4	54	HOU	"Miller Park(Milwaukee, Wisconsin)"	0.972	1.126	0.961	1	1.037	0.977
NYC20	20160409	0	Sat	PHI	NL	5	NYN	NL	4	1	0	54	PHI	"Citi Field(New York, New York)"	0.988	1.09	0.887	0.838	0.455	1.168
SFO03	20160409	0	Sat	LAN	NL	6	SFN	NL	6	3	2	60	LAN	"AT&T Park(San Francisco, California)"	1.012	0.704	1.084	1.101	1.526	1.076
ANA01	20160410	0	Sun	TEX	AL	7	ANA	AL	6	1	3	51	ANA	"Angel Stadium of Anaheim(Anaheim, California)"	0.91	1.056	0.936	0.828	0.6	0.958
BAL12	20160410	0	Sun	TBA	AL	6	BAL	AL	5	3	5	51	BAL	"Oriole Park at Camden Yards(Baltimore, Maryland)"	0.953	1.009	0.967	0.834	0.846	0.975
KAN06	20160410	0	Sun	MIN	AL	6	KCA	AL	5	3	4	59	KCA	"Kauffman Stadium(Kansas City, Missouri)"	1.171	0.783	1.092	1.256	1.571	1.039
SEA03	20160410	0	Sun	OAK	AL	7	SEA	AL	6	2	1	60	OAK	"Safeco Field(Seattle, Washington)"	0.941	1.158	0.953	0.963	0.538	1.029
TOR02	20160410	0	Sun	BOS	AL	5	TOR	AL	7	0	3	51	TOR	"Rogers Centre(Toronto, Ontario)"	1.156	1.01	1.083	1.3	1.1	1.039
PHO01	20160410	0	Sun	CHN	NL	6	ARI	NL	7	7	3	54	CHN	"Chase Field(Phoenix, Arizona)"	1.225	1.292	1.139	1.145	2.032	1.042
ATL02	20160410	0	Sun	SLN	NL	6	ATL	NL	5	12	7	54	SLN	"Turner Field(Cumberland, Georgia)"	1.059	0.77	1.009	0.9	0.936	1.135
CIN09	20160410	0	Sun	PIT	NL	6	CIN	NL	6	1	2	52	CIN	"Great American Ball Park(Cincinnati, Ohio)"	0.99	1.175	0.97	0.949	0.645	1.019
DEN02	20160410	0	Sun	SDN	NL	6	COL	NL	6	3	6	51	COL	"Coors Field(Denver, Colorado)"	1.368	1.265	1.231	1.405	1.39	1.078
MIL06	20160410	0	Sun	HOU	AL	6	MIL	NL	6	2	3	51	MIL	"Miller Park(Milwaukee, Wisconsin)"	0.972	1.126	0.961	1	1.037	0.977
NYC20	20160410	0	Sun	PHI	NL	6	NYN	NL	5	5	2	54	PHI	"Citi Field(New York, New York)"	0.988	1.09	0.887	0.838	0.455	1.168
SFO03	20160410	0	Sun	LAN	NL	7	SFN	NL	7	6	9	51	SFN	"AT&T Park(San Francisco, California)"	1.012	0.704	1.084	1.101	1.526	1.076
WAS11	20160410	0	Sun	MIA	NL	4	WAS	NL	4	2	4	51	WAS	"Nationals Park(Washington, D.C.)"	0.956	1.023	0.974	0.891	0.806	0.972
BOS07	20160411	0	Mon	BAL	AL	6	BOS	AL	6	9	7	54	BAL	"Fenway Park(Boston, Massachusetts)"	1.199	1.065	1.161	1.424	1.667	0.977
DET05	20160411	0	Mon	PIT	NL	7	DET	AL	5	7	4	54	PIT	"Comerica Park(Detroit, Michigan)"	1.019	1.138	0.984	0.884	1.904	0.945
HOU03	20160411	0	Mon	KCA	AL	6	HOU	AL	7	2	8	51	HOU	"Minute Maid Park(Houston, Texas)"	0.808	0.822	0.926	0.886	1.152	0.918
MIN04	20160411	0	Mon	CHA	AL	7	MIN	AL	7	4	1	54	CHA	"Target Field(Minneapolis, Minnesota)"	1.044	1.014	1.064	1.081	1.031	0.875
OAK01	20160411	0	Mon	ANA	AL	7	OAK	AL	8	4	1	54	ANA	"Oakland Coliseum(Oakland, California)"	0.829	0.727	0.921	0.954	1.043	0.872
SEA03	20160411	0	Mon	TEX	AL	8	SEA	AL	7	7	3	54	TEX	"Safeco Field(Seattle, Washington)"	0.941	1.158	0.953	0.963	0.538	1.029
CHI11	20160411	0	Mon	CIN	NL	7	CHN	NL	7	3	5	51	CHN	"Wrigley Field(Chicago, Illinois)"	0.874	0.819	0.928	0.93	1.045	1.066
NYC20	20160411	0	Mon	MIA	NL	5	NYN	NL	6	10	3	54	MIA	"Citi Field(New York, New York)"	0.988	1.09	0.887	0.838	0.455	1.168
PHI13	20160411	0	Mon	SDN	NL	7	PHI	NL	7	4	3	54	SDN	"Citizens Bank Park(Philadelphia, Pennsylvania)"	0.84	1.149	0.924	0.821	0.889	0.969
STL10	20160411	0	Mon	MIL	NL	7	SLN	NL	7	1	10	51	SLN	"Busch Stadium(St. Louis, Missouri)"	0.921	0.901	0.972	0.914	0.543	0.914
WAS11	20160411	0	Mon	ATL	NL	6	WAS	NL	5	4	6	51	WAS	"Nationals Park(Washington, D.C.)"	0.956	1.023	0.974	0.891	0.806	0.972
BOS07	20160412	0	Tue	BAL	AL	7	BOS	AL	7	9	5	54	BAL	"Fenway Park(Boston, Massachusetts)"	1.199	1.065	1.161	1.424	1.667	0.977
DET05	20160412	0	Tue	PIT	NL	8	DET	AL	6	2	8	51	DET	"Comerica Park(Detroit, Michigan)"	1.019	1.138	0.984	0.884	1.904	0.945
HOU03	20160412	0	Tue	KCA	AL	7	HOU	AL	8	3	2	54	KCA	"Minute Maid Park(Houston, Texas)"	0.808	0.822	0.926	0.886	1.152	0.918
OAK01	20160412	0	Tue	ANA	AL	8	OAK	AL	9	5	4	54	ANA	"Oakland Coliseum(Oakland, California)"	0.829	0.727	0.921	0.954	1.043	0.872
SEA03	20160412	0	Tue	TEX	AL	9	SEA	AL	8	8	0	54	TEX	"Safeco Field(Seattle, Washington)"	0.941	1.158	0.953	0.963	0.538	1.029
STP01	20160412	0	Tue	CLE	AL	5	TBA	AL	7	1	5	51	TBA	"Tropicana Field(St. Petersburg, Florida)"	0.889	0.877	0.901	0.861	0.952	1.048
TOR02	20160412	0	Tue	NYA	AL	6	TOR	AL	8	3	2	54	NYA	"Rogers Centre(Toronto, Ontario)"	1.156	1.01	1.083	1.3	1.1	1.039
DEN02	20160412	0	Tue	SFN	NL	8	COL	NL	7	7	2	54	SFN	"Coors Field(Denver, Colorado)"	1.368	1.265	1.231	1.405	1.39	1.078
LOS03	20160412	0	Tue	ARI	NL	8	LAN	NL	8	4	2	54	ARI	"Dodger Stadium(Los Angeles, California)"	0.813	0.914	0.908	0.919	0.382	0.895
NYC20	20160412	0	Tue	MIA	NL	6	NYN	NL	7	2	1	54	MIA	"Citi Field(New York, New York)"	0.988	1.09	0.887	0.838	0.455	1.168
PHI13	20160412	0	Tue	SDN	NL	8	PHI	NL	8	0	3	51	PHI	"Citizens Bank Park(Philadelphia, Pennsylvania)"	0.84	1.149	0.924	0.821	0.889	0.969
WAS11	20160412	0	Tue	ATL	NL	7	WAS	NL	6	1	2	51	WAS	"Nationals Park(Washington, D.C.)"	0.956	1.023	0.974	0.891	0.806	0.972
BOS07	20160413	0	Wed	BAL	AL	8	BOS	AL	8	2	4	51	BOS	"Fenway Park(Boston, Massachusetts)"	1.199	1.065	1.161	1.424	1.667	0.977
HOU03	20160413	0	Wed	KCA	AL	8	HOU	AL	9	4	2	54	KCA	"Minute Maid Park(Houston, Texas)"	0.808	0.822	0.926	0.886	1.152	0.918
MIN04	20160413	0	Wed	CHA	AL	8	MIN	AL	8	3	0	54	CHA	"Target Field(Minneapolis, Minnesota)"	1.044	1.014	1.064	1.081	1.031	0.875
OAK01	20160413	0	Wed	ANA	AL	9	OAK	AL	10	5	1	54	ANA	"Oakland Coliseum(Oakland, California)"	0.829	0.727	0.921	0.954	1.043	0.872
SEA03	20160413	0	Wed	TEX	AL	10	SEA	AL	9	2	4	59	SEA	"Safeco Field(Seattle, Washington)"	0.941	1.158	0.953	0.963	0.538	1.029
STP01	20160413	0	Wed	CLE	AL	6	TBA	AL	8	4	1	54	CLE	"Tropicana Field(St. Petersburg, Florida)"	0.889	0.877	0.901	0.861	0.952	1.048
TOR02	20160413	0	Wed	NYA	AL	7	TOR	AL	9	2	7	51	TOR	"Rogers Centre(Toronto, Ontario)"	1.156	1.01	1.083	1.3	1.1	1.039
CHI11	20160413	0	Wed	CIN	NL	8	CHN	NL	8	2	9	51	CHN	"Wrigley Field(Chicago, Illinois)"	0.874	0.819	0.928	0.93	1.045	1.066
DEN02	20160413	0	Wed	SFN	NL	9	COL	NL	8	6	10	51	COL	"Coors Field(Denver, Colorado)"	1.368	1.265	1.231	1.405	1.39	1.078
LOS03	20160413	0	Wed	ARI	NL	9	LAN	NL	9	1	3	51	LAN	"Dodger Stadium(Los Angeles, California)"	0.813	0.914	0.908	0.919	0.382	0.895
NYC20	20160413	0	Wed	MIA	NL	7	NYN	NL	8	1	2	51	NYN	"Citi Field(New York, New York)"	0.988	1.09	0.887	0.838	0.455	1.168
PHI13	20160413	0	Wed	SDN	NL	9	PHI	NL	9	1	2	51	PHI	"Citizens Bank Park(Philadelphia, Pennsylvania)"	0.84	1.149	0.924	0.821	0.889	0.969
PIT08	20160413	0	Wed	DET	AL	7	PIT	NL	9	7	3	54	DET	"PNC Park(Pittsburgh, Pennsylvania)"	1.007	0.8	1.013	1.034	1.769	1.007
STL10	20160413	0	Wed	MIL	NL	8	SLN	NL	8	6	4	54	MIL	"Busch Stadium(St. Louis, Missouri)"	0.921	0.901	0.972	0.914	0.543	0.914
WAS11	20160413	0	Wed	ATL	NL	8	WAS	NL	7	0	3	51	WAS	"Nationals Park(Washington, D.C.)"	0.956	1.023	0.974	0.891	0.806	0.972
HOU03	20160414	0	Thu	KCA	AL	9	HOU	AL	10	6	2	54	KCA	"Minute Maid Park(Houston, Texas)"	0.808	0.822	0.926	0.886	1.152	0.918
MIN04	20160414	0	Thu	CHA	AL	9	MIN	AL	9	3	1	54	CHA	"Target Field(Minneapolis, Minnesota)"	1.044	1.014	1.064	1.081	1.031	0.875
STP01	20160414	0	Thu	CLE	AL	7	TBA	AL	9	6	0	54	CLE	"Tropicana Field(St. Petersburg, Florida)"	0.889	0.877	0.901	0.861	0.952	1.048
ARL02	20160414	0	Thu	BAL	AL	9	TEX	AL	11	3	6	51	TEX	"Globe Life Park in Arlington(Arlington, Texas)"	1.156	1.049	1.1	1.052	1.813	1.029
TOR02	20160414	0	Thu	NYA	AL	8	TOR	AL	10	2	4	51	TOR	"Rogers Centre(Toronto, Ontario)"	1.156	1.01	1.083	1.3	1.1	1.039
CHI11	20160414	0	Thu	CIN	NL	9	CHN	NL	9	1	8	51	CHN	"Wrigley Field(Chicago, Illinois)"	0.874	0.819	0.928	0.93	1.045	1.066
DEN02	20160414	0	Thu	SFN	NL	10	COL	NL	9	6	11	51	COL	"Coors Field(Denver, Colorado)"	1.368	1.265	1.231	1.405	1.39	1.078
LOS03	20160414	0	Thu	ARI	NL	10	LAN	NL	10	2	5	51	LAN	"Dodger Stadium(Los Angeles, California)"	0.813	0.914	0.908	0.919	0.382	0.895
PHI13	20160414	0	Thu	SDN	NL	10	PHI	NL	10	0	3	51	PHI	"Citizens Bank Park(Philadelphia, Pennsylvania)"	0.84	1.149	0.924	0.821	0.889	0.969
PIT08	20160414	0	Thu	DET	AL	8	PIT	NL	10	7	4	54	DET	"PNC Park(Pittsburgh, Pennsylvania)"	1.007	0.8	1.013	1.034	1.769	1.007
STL10	20160414	0	Thu	MIL	NL	9	SLN	NL	9	0	7	51	SLN	"Busch Stadium(St. Louis, Missouri)"	0.921	0.901	0.972	0.914	0.543	0.914
WAS11	20160414	0	Thu	ATL	NL	9	WAS	NL	8	2	6	51	WAS	"Nationals Park(Washington, D.C.)"	0.956	1.023	0.974	0.891	0.806	0.972
BOS07	20160415	0	Fri	TOR	AL	11	BOS	AL	9	3	5	51	BOS	"Fenway Park(Boston, Massachusetts)"	1.199	1.065	1.161	1.424	1.667	0.977
CLE08	20160415	0	Fri	NYN	NL	9	CLE	AL	8	6	5	54	NYN	"Progressive Field(Cleveland, Ohio)"	1.207	1.168	1.115	1.299	0.507	1.119
HOU03	20160415	0	Fri	DET	AL	9	HOU	AL	11	0	1	51	HOU	"Minute Maid Park(Houston, Texas)"	0.808	0.822	0.926	0.886	1.152	0.918
MIN04	20160415	0	Fri	ANA	AL	10	MIN	AL	10	4	5	51	MIN	"Target Field(Minneapolis, Minnesota)"	1.044	1.014	1.064	1.081	1.031	0.875
NYC21	20160415	0	Fri	SEA	AL	10	NYA	AL	9	7	1	54	SEA	"Yankee Stadium(New York, New York)"	1.035	1.377	0.982	0.871	0.5	1.033
OAK01	20160415	0	Fri	KCA	AL	10	OAK	AL	11	4	2	54	KCA	"Oakland Coliseum(Oakland, California)"	0.829	0.727	0.921	0.954	1.043	0.872
STP01	20160415	0	Fri	CHA	AL	10	TBA	AL	10	1	0	54	CHA	"Tropicana Field(St. Petersburg, Florida)"	0.889	0.877	0.901	0.861	0.952	1.048
ARL02	20160415	0	Fri	BAL	AL	10	TEX	AL	12	11	5	54	BAL	"Globe Life Park in Arlington(Arlington, Texas)"	1.156	1.049	1.1	1.052	1.813	1.029
CHI11	20160415	0	Fri	COL	NL	10	CHN	NL	10	6	1	54	COL	"Wrigley Field(Chicago, Illinois)"	0.874	0.819	0.928	0.93	1.045	1.066
LOS03	20160415	0	Fri	SFN	NL	11	LAN	NL	11	3	7	51	LAN	"Dodger Stadium(Los Angeles, California)"	0.813	0.914	0.908	0.919	0.382	0.895
MIA02	20160415	0	Fri	ATL	NL	10	MIA	NL	8	6	3	54	ATL	"Marlins Park(Miami, Florida)"	0.834	0.793	0.868	0.963	0.667	0.967
PHI13	20160415	0	Fri	WAS	NL	9	PHI	NL	11	9	1	54	WAS	"Citizens Bank Park(Philadelphia, Pennsylvania)"	0.84	1.149	0.924	0.821	0.889	0.969
PIT08	20160415	0	Fri	MIL	NL	10	PIT	NL	11	8	4	54	MIL	"PNC Park(Pittsburgh, Pennsylvania)"	1.007	0.8	1.013	1.034	1.769	1.007
SAN02	20160415	0	Fri	ARI	NL	11	SDN	NL	11	3	2	54	ARI	"Petco Park(San Diego, California)"	1.014	0.957	1.042	1.062	0.75	0.977
STL10	20160415	0	Fri	CIN	NL	10	SLN	NL	10	3	14	51	SLN	"Busch Stadium(St. Louis, Missouri)"	0.921	0.901	0.972	0.914	0.543	0.914
BOS07	20160416	0	Sat	TOR	AL	12	BOS	AL	10	2	4	51	BOS	"Fenway Park(Boston, Massachusetts)"	1.199	1.065	1.161	1.424	1.667	0.977
CLE08	20160416	0	Sat	NYN	NL	10	CLE	AL	9	5	7	51	CLE	"Progressive Field(Cleveland, Ohio)"	1.207	1.168	1.115	1.299	0.507	1.119
HOU03	20160416	0	Sat	DET	AL	10	HOU	AL	12	5	3	54	DET	"Minute Maid Park(Houston, Texas)"	0.808	0.822	0.926	0.886	1.152	0.918
MIN04	20160416	0	Sat	ANA	AL	11	MIN	AL	11	4	6	51	MIN	"Target Field(Minneapolis, Minnesota)"	1.044	1.014	1.064	1.081	1.031	0.875
NYC21	20160416	0	Sat	SEA	AL	11	NYA	AL	10	3	2	54	SEA	"Yankee Stadium(New York, New York)"	1.035	1.377	0.982	0.871	0.5	1.033
OAK01	20160416	0	Sat	KCA	AL	11	OAK	AL	12	3	5	51	OAK	"Oakland Coliseum(Oakland, California)"	0.829	0.727	0.921	0.954	1.043	0.872
STP01	20160416	0	Sat	CHA	AL	11	TBA	AL	11	2	7	51	TBA	"Tropicana Field(St. Petersburg, Florida)"	0.889	0.877	0.901	0.861	0.952	1.048
