ParkCode	Date	Type#	Day	VisitTeam	VisitLeague	VisitGame#	HomeTeam	HomeLeague	HomeGame#	VisitScore	HomeScore	GameLength	Winner	Home/Away	PARK NAME	RUNS	HR	H	2B	3B	BB
PIT08	20160626	0	Sun	LAN	NL	77	PIT	NL	76	3	4	51	PIT	Home	"PNC Park?(Pittsburgh, Pennsylvania)"	1.007	0.8	1.013	1.034	1.769	1.007
SFO03	20160626	0	Sun	PHI	NL	77	SFN	NL	77	7	8	52	SFN	Home	"AT&T Park?(San Francisco, California)"	1.012	0.704	1.084	1.101	1.526	1.076
ANA01	20160627	0	Mon	HOU	AL	77	ANA	AL	77	4	2	54	HOU	Visit	"Angel Stadium of Anaheim?(Anaheim, California)"	0.91	1.056	0.936	0.828	0.6	0.958
KAN06	20160627	0	Mon	SLN	NL	75	KCA	AL	75	2	6	51	KCA	Home	"Kauffman Stadium?(Kansas City, Missouri)"	1.171	0.783	1.092	1.256	1.571	1.039
NYC21	20160627	0	Mon	TEX	AL	77	NYA	AL	75	9	6	54	TEX	Visit	"Yankee Stadium?(New York, New York)"	1.035	1.377	0.982	0.871	0.5	1.033
STP01	20160627	0	Mon	BOS	AL	76	TBA	AL	75	7	13	51	TBA	Home	"Tropicana Field?(St. Petersburg, Florida)"	0.889	0.877	0.901	0.861	0.952	1.048
PHO01	20160627	0	Mon	PHI	NL	78	ARI	NL	79	8	0	54	PHI	Visit	"Chase Field?(Phoenix, Arizona)"	1.225	1.292	1.139	1.145	2.032	1.042
ATL02	20160627	0	Mon	CLE	AL	75	ATL	NL	76	8	3	54	CLE	Visit	"Turner Field?(Cumberland, Georgia)"	1.059	0.77	1.009	0.9	0.936	1.135
CIN09	20160627	0	Mon	CHN	NL	75	CIN	NL	77	11	8	54	CHN	Visit	"Great American Ball Park?(Cincinnati, Ohio)"	0.99	1.175	0.97	0.949	0.645	1.019
DEN02	20160627	0	Mon	TOR	AL	78	COL	NL	76	5	9	51	COL	Home	"Coors Field?(Denver, Colorado)"	1.368	1.265	1.231	1.405	1.39	1.078
PIT08	20160627	0	Mon	LAN	NL	78	PIT	NL	77	5	4	54	LAN	Visit	"PNC Park?(Pittsburgh, Pennsylvania)"	1.007	0.8	1.013	1.034	1.769	1.007
SFO03	20160627	0	Mon	OAK	AL	76	SFN	NL	78	8	3	54	OAK	Visit	"AT&T Park?(San Francisco, California)"	1.012	0.704	1.084	1.101	1.526	1.076
WAS11	20160627	0	Mon	NYN	NL	75	WAS	NL	77	4	11	51	WAS	Home	"Nationals Park?(Washington, D.C.)"	0.956	1.023	0.974	0.891	0.806	0.972
ANA01	20160628	0	Tue	HOU	AL	78	ANA	AL	78	7	1	54	HOU	Visit	"Angel Stadium of Anaheim?(Anaheim, California)"	0.91	1.056	0.936	0.828	0.6	0.958
CHI12	20160628	0	Tue	MIN	AL	76	CHA	AL	77	4	0	54	MIN	Visit	"Guaranteed Rate Field?(Chicago, Illinois)"	0.927	1.101	0.96	0.89	1.071	0.933
DET05	20160628	0	Tue	MIA	NL	77	DET	AL	77	5	7	51	DET	Home	"Comerica Park?(Detroit, Michigan)"	1.019	1.138	0.984	0.884	1.904	0.945
KAN06	20160628	0	Tue	SLN	NL	76	KCA	AL	76	8	4	54	SLN	Visit	"Kauffman Stadium?(Kansas City, Missouri)"	1.171	0.783	1.092	1.256	1.571	1.039
NYC21	20160628	0	Tue	TEX	AL	78	NYA	AL	76	7	1	54	TEX	Visit	"Yankee Stadium?(New York, New York)"	1.035	1.377	0.982	0.871	0.5	1.033
SEA03	20160628	0	Tue	PIT	NL	78	SEA	AL	77	2	5	51	SEA	Home	"Safeco Field?(Seattle, Washington)"	0.941	1.158	0.953	0.963	0.538	1.029
STP01	20160628	0	Tue	BOS	AL	77	TBA	AL	76	8	2	54	BOS	Visit	"Tropicana Field?(St. Petersburg, Florida)"	0.889	0.877	0.901	0.861	0.952	1.048
PHO01	20160628	0	Tue	PHI	NL	79	ARI	NL	80	4	3	54	PHI	Visit	"Chase Field?(Phoenix, Arizona)"	1.225	1.292	1.139	1.145	2.032	1.042
ATL02	20160628	0	Tue	CLE	AL	76	ATL	NL	77	5	3	54	CLE	Visit	"Turner Field?(Cumberland, Georgia)"	1.059	0.77	1.009	0.9	0.936	1.135
CIN09	20160628	0	Tue	CHN	NL	76	CIN	NL	78	7	2	90	CHN	Visit	"Great American Ball Park?(Cincinnati, Ohio)"	0.99	1.175	0.97	0.949	0.645	1.019
DEN02	20160628	0	Tue	TOR	AL	79	COL	NL	77	14	9	54	TOR	Visit	"Coors Field?(Denver, Colorado)"	1.368	1.265	1.231	1.405	1.39	1.078
MIL06	20160628	0	Tue	LAN	NL	79	MIL	NL	76	6	5	54	LAN	Visit	"Miller Park?(Milwaukee, Wisconsin)"	0.972	1.126	0.961	1	1.037	0.977
SAN02	20160628	0	Tue	BAL	AL	76	SDN	NL	78	11	7	54	BAL	Visit	"Petco Park?(San Diego, California)"	1.014	0.957	1.042	1.062	0.75	0.977
SFO03	20160628	0	Tue	OAK	AL	77	SFN	NL	79	13	11	54	OAK	Visit	"AT&T Park?(San Francisco, California)"	1.012	0.704	1.084	1.101	1.526	1.076
WAS11	20160628	0	Tue	NYN	NL	76	WAS	NL	78	0	5	51	WAS	Home	"Nationals Park?(Washington, D.C.)"	0.956	1.023	0.974	0.891	0.806	0.972
ANA01	20160629	0	Wed	HOU	AL	79	ANA	AL	79	10	4	54	HOU	Visit	"Angel Stadium of Anaheim?(Anaheim, California)"	0.91	1.056	0.936	0.828	0.6	0.958
CHI12	20160629	0	Wed	MIN	AL	77	CHA	AL	78	6	9	51	CHA	Home	"Guaranteed Rate Field?(Chicago, Illinois)"	0.927	1.101	0.96	0.89	1.071	0.933
DET05	20160629	0	Wed	MIA	NL	78	DET	AL	78	3	10	51	DET	Home	"Comerica Park?(Detroit, Michigan)"	1.019	1.138	0.984	0.884	1.904	0.945
NYC21	20160629	0	Wed	TEX	AL	79	NYA	AL	77	7	9	52	NYA	Home	"Yankee Stadium?(New York, New York)"	1.035	1.377	0.982	0.871	0.5	1.033
OAK01	20160629	0	Wed	SFN	NL	80	OAK	AL	78	1	7	51	OAK	Home	"Oakland Coliseum?(Oakland, California)"	0.829	0.727	0.921	0.954	1.043	0.872
SEA03	20160629	0	Wed	PIT	NL	79	SEA	AL	78	8	1	54	PIT	Visit	"Safeco Field?(Seattle, Washington)"	0.941	1.158	0.953	0.963	0.538	1.029
STP01	20160629	0	Wed	BOS	AL	78	TBA	AL	77	0	4	51	TBA	Home	"Tropicana Field?(St. Petersburg, Florida)"	0.889	0.877	0.901	0.861	0.952	1.048
PHO01	20160629	0	Wed	PHI	NL	80	ARI	NL	81	9	8	60	PHI	Visit	"Chase Field?(Phoenix, Arizona)"	1.225	1.292	1.139	1.145	2.032	1.042
ATL02	20160629	0	Wed	CLE	AL	77	ATL	NL	78	3	0	54	CLE	Visit	"Turner Field?(Cumberland, Georgia)"	1.059	0.77	1.009	0.9	0.936	1.135
CIN09	20160629	0	Wed	CHN	NL	77	CIN	NL	79	9	2	54	CHN	Visit	"Great American Ball Park?(Cincinnati, Ohio)"	0.99	1.175	0.97	0.949	0.645	1.019
DEN02	20160629	0	Wed	TOR	AL	80	COL	NL	78	5	3	54	TOR	Visit	"Coors Field?(Denver, Colorado)"	1.368	1.265	1.231	1.405	1.39	1.078
MIL06	20160629	0	Wed	LAN	NL	80	MIL	NL	77	0	7	51	MIL	Home	"Miller Park?(Milwaukee, Wisconsin)"	0.972	1.126	0.961	1	1.037	0.977
SAN02	20160629	0	Wed	BAL	AL	77	SDN	NL	79	12	6	54	BAL	Visit	"Petco Park?(San Diego, California)"	1.014	0.957	1.042	1.062	0.75	0.977
STL10	20160629	0	Wed	KCA	AL	77	SLN	NL	77	3	2	72	KCA	Visit	"Busch Stadium?(St. Louis, Missouri)"	0.921	0.901	0.972	0.914	0.543	0.914
WAS11	20160629	0	Wed	NYN	NL	77	WAS	NL	79	2	4	51	WAS	Home	"Nationals Park?(Washington, D.C.)"	0.956	1.023	0.974	0.891	0.806	0.972
CHI12	20160630	0	Thu	MIN	AL	78	CHA	AL	79	5	6	51	CHA	Home	"Guaranteed Rate Field?(Chicago, Illinois)"	0.927	1.101	0.96	0.89	1.071	0.933
NYC21	20160630	0	Thu	TEX	AL	80	NYA	AL	78	1	2	53	NYA	Home	"Yankee Stadium?(New York, New York)"	1.035	1.377	0.982	0.871	0.5	1.033
OAK01	20160630	0	Thu	SFN	NL	81	OAK	AL	79	12	6	54	SFN	Visit	"Oakland Coliseum?(Oakland, California)"	0.829	0.727	0.921	0.954	1.043	0.872
SEA03	20160630	0	Thu	BAL	AL	78	SEA	AL	79	3	5	51	SEA	Home	"Safeco Field?(Seattle, Washington)"	0.941	1.158	0.953	0.963	0.538	1.029
STP01	20160630	0	Thu	DET	AL	79	TBA	AL	78	10	7	54	DET	Visit	"Tropicana Field?(St. Petersburg, Florida)"	0.889	0.877	0.901	0.861	0.952	1.048
TOR02	20160630	0	Thu	CLE	AL	78	TOR	AL	81	4	1	54	CLE	Visit	"Rogers Centre?(Toronto, Ontario)"	1.156	1.01	1.083	1.3	1.1	1.039
ATL02	20160630	0	Thu	MIA	NL	79	ATL	NL	79	5	8	51	ATL	Home	"Turner Field?(Cumberland, Georgia)"	1.059	0.77	1.009	0.9	0.936	1.135
MIL06	20160630	0	Thu	LAN	NL	81	MIL	NL	78	8	1	54	LAN	Visit	"Miller Park?(Milwaukee, Wisconsin)"	0.972	1.126	0.961	1	1.037	0.977
NYC20	20160630	0	Thu	CHN	NL	78	NYN	NL	78	3	4	51	NYN	Home	"Citi Field?(New York, New York)"	0.988	1.09	0.887	0.838	0.455	1.168
STL10	20160630	0	Thu	KCA	AL	78	SLN	NL	78	4	2	54	KCA	Visit	"Busch Stadium?(St. Louis, Missouri)"	0.921	0.901	0.972	0.914	0.543	0.914
WAS11	20160630	0	Thu	CIN	NL	80	WAS	NL	80	4	13	51	WAS	Home	"Nationals Park?(Washington, D.C.)"	0.956	1.023	0.974	0.891	0.806	0.972
BOS07	20160701	0	Fri	ANA	AL	80	BOS	AL	79	4	5	51	BOS	Home	"Fenway Park?(Boston, Massachusetts)"	1.199	1.065	1.161	1.424	1.667	0.977
HOU03	20160701	0	Fri	CHA	AL	80	HOU	AL	80	0	5	51	HOU	Home	"Minute Maid Park?(Houston, Texas)"	0.808	0.822	0.926	0.886	1.152	0.918
MIN04	20160701	0	Fri	TEX	AL	81	MIN	AL	79	3	2	60	TEX	Visit	"Target Field?(Minneapolis, Minnesota)"	1.044	1.014	1.064	1.081	1.031	0.875
OAK01	20160701	0	Fri	PIT	NL	80	OAK	AL	80	7	3	54	PIT	Visit	"Oakland Coliseum?(Oakland, California)"	0.829	0.727	0.921	0.954	1.043	0.872
SEA03	20160701	0	Fri	BAL	AL	79	SEA	AL	80	2	5	51	SEA	Home	"Safeco Field?(Seattle, Washington)"	0.941	1.158	0.953	0.963	0.538	1.029
STP01	20160701	0	Fri	DET	AL	80	TBA	AL	79	10	2	54	DET	Visit	"Tropicana Field?(St. Petersburg, Florida)"	0.889	0.877	0.901	0.861	0.952	1.048
TOR02	20160701	0	Fri	CLE	AL	79	TOR	AL	82	2	1	114	CLE	Visit	"Rogers Centre?(Toronto, Ontario)"	1.156	1.01	1.083	1.3	1.1	1.039
PHO01	20160701	0	Fri	SFN	NL	82	ARI	NL	82	6	4	54	SFN	Visit	"Chase Field?(Phoenix, Arizona)"	1.225	1.292	1.139	1.145	2.032	1.042
ATL02	20160701	0	Fri	MIA	NL	80	ATL	NL	80	7	5	72	MIA	Visit	"Turner Field?(Cumberland, Georgia)"	1.059	0.77	1.009	0.9	0.936	1.135
LOS03	20160701	0	Fri	COL	NL	79	LAN	NL	82	0	5	51	LAN	Home	"Dodger Stadium?(Los Angeles, California)"	0.813	0.914	0.908	0.919	0.382	0.895
NYC20	20160701	0	Fri	CHN	NL	79	NYN	NL	79	2	10	51	NYN	Home	"Citi Field?(New York, New York)"	0.988	1.09	0.887	0.838	0.455	1.168
PHI13	20160701	0	Fri	KCA	AL	79	PHI	NL	81	3	4	51	PHI	Home	"Citizens Bank Park?(Philadelphia, Pennsylvania)"	0.84	1.149	0.924	0.821	0.889	0.969
SAN02	20160701	0	Fri	NYA	AL	79	SDN	NL	80	6	7	51	SDN	Home	"Petco Park?(San Diego, California)"	1.014	0.957	1.042	1.062	0.75	0.977
STL10	20160701	0	Fri	MIL	NL	79	SLN	NL	79	1	7	51	SLN	Home	"Busch Stadium?(St. Louis, Missouri)"	0.921	0.901	0.972	0.914	0.543	0.914
WAS11	20160701	0	Fri	CIN	NL	81	WAS	NL	81	2	3	83	WAS	Home	"Nationals Park?(Washington, D.C.)"	0.956	1.023	0.974	0.891	0.806	0.972
BOS07	20160702	0	Sat	ANA	AL	81	BOS	AL	80	21	2	54	ANA	Visit	"Fenway Park?(Boston, Massachusetts)"	1.199	1.065	1.161	1.424	1.667	0.977
HOU03	20160702	0	Sat	CHA	AL	81	HOU	AL	81	7	6	54	CHA	Visit	"Minute Maid Park?(Houston, Texas)"	0.808	0.822	0.926	0.886	1.152	0.918
MIN04	20160702	0	Sat	TEX	AL	82	MIN	AL	80	5	17	51	MIN	Home	"Target Field?(Minneapolis, Minnesota)"	1.044	1.014	1.064	1.081	1.031	0.875
OAK01	20160702	0	Sat	PIT	NL	81	OAK	AL	81	4	2	60	PIT	Visit	"Oakland Coliseum?(Oakland, California)"	0.829	0.727	0.921	0.954	1.043	0.872
SEA03	20160702	0	Sat	BAL	AL	80	SEA	AL	81	6	12	51	SEA	Home	"Safeco Field?(Seattle, Washington)"	0.941	1.158	0.953	0.963	0.538	1.029
STP01	20160702	0	Sat	DET	AL	81	TBA	AL	80	3	2	54	DET	Visit	"Tropicana Field?(St. Petersburg, Florida)"	0.889	0.877	0.901	0.861	0.952	1.048
TOR02	20160702	0	Sat	CLE	AL	80	TOR	AL	83	6	9	51	TOR	Home	"Rogers Centre?(Toronto, Ontario)"	1.156	1.01	1.083	1.3	1.1	1.039
PHO01	20160702	0	Sat	SFN	NL	83	ARI	NL	83	5	6	51	ARI	Home	"Chase Field?(Phoenix, Arizona)"	1.225	1.292	1.139	1.145	2.032	1.042
ATL02	20160702	0	Sat	MIA	NL	81	ATL	NL	81	1	9	51	ATL	Home	"Turner Field?(Cumberland, Georgia)"	1.059	0.77	1.009	0.9	0.936	1.135
LOS03	20160702	0	Sat	COL	NL	80	LAN	NL	83	1	6	51	LAN	Home	"Dodger Stadium?(Los Angeles, California)"	0.813	0.914	0.908	0.919	0.382	0.895
NYC20	20160702	0	Sat	CHN	NL	80	NYN	NL	80	3	4	51	NYN	Home	"Citi Field?(New York, New York)"	0.988	1.09	0.887	0.838	0.455	1.168
PHI13	20160702	0	Sat	KCA	AL	80	PHI	NL	82	6	2	54	KCA	Visit	"Citizens Bank Park?(Philadelphia, Pennsylvania)"	0.84	1.149	0.924	0.821	0.889	0.969
SAN02	20160702	0	Sat	NYA	AL	80	SDN	NL	81	1	2	51	SDN	Home	"Petco Park?(San Diego, California)"	1.014	0.957	1.042	1.062	0.75	0.977
STL10	20160702	0	Sat	MIL	NL	80	SLN	NL	80	0	3	51	SLN	Home	"Busch Stadium?(St. Louis, Missouri)"	0.921	0.901	0.972	0.914	0.543	0.914
WAS11	20160702	0	Sat	CIN	NL	82	WAS	NL	82	9	4	60	CIN	Visit	"Nationals Park?(Washington, D.C.)"	0.956	1.023	0.974	0.891	0.806	0.972
BOS07	20160703	0	Sun	ANA	AL	82	BOS	AL	81	5	10	51	BOS	Home	"Fenway Park?(Boston, Massachusetts)"	1.199	1.065	1.161	1.424	1.667	0.977
HOU03	20160703	0	Sun	CHA	AL	82	HOU	AL	82	4	1	54	CHA	Visit	"Minute Maid Park?(Houston, Texas)"	0.808	0.822	0.926	0.886	1.152	0.918
MIN04	20160703	0	Sun	TEX	AL	83	MIN	AL	81	4	5	51	MIN	Home	"Target Field?(Minneapolis, Minnesota)"	1.044	1.014	1.064	1.081	1.031	0.875
OAK01	20160703	0	Sun	PIT	NL	82	OAK	AL	82	6	3	54	PIT	Visit	"Oakland Coliseum?(Oakland, California)"	0.829	0.727	0.921	0.954	1.043	0.872
SEA03	20160703	0	Sun	BAL	AL	81	SEA	AL	82	4	9	51	SEA	Home	"Safeco Field?(Seattle, Washington)"	0.941	1.158	0.953	0.963	0.538	1.029
STP01	20160703	0	Sun	DET	AL	82	TBA	AL	81	5	1	54	DET	Visit	"Tropicana Field?(St. Petersburg, Florida)"	0.889	0.877	0.901	0.861	0.952	1.048
TOR02	20160703	0	Sun	CLE	AL	81	TOR	AL	84	1	17	51	TOR	Home	"Rogers Centre?(Toronto, Ontario)"	1.156	1.01	1.083	1.3	1.1	1.039
PHO01	20160703	0	Sun	SFN	NL	84	ARI	NL	84	5	4	66	SFN	Visit	"Chase Field?(Phoenix, Arizona)"	1.225	1.292	1.139	1.145	2.032	1.042
LOS03	20160703	0	Sun	COL	NL	81	LAN	NL	84	1	4	51	LAN	Home	"Dodger Stadium?(Los Angeles, California)"	0.813	0.914	0.908	0.919	0.382	0.895
NYC20	20160703	0	Sun	CHN	NL	81	NYN	NL	81	3	14	51	NYN	Home	"Citi Field?(New York, New York)"	0.988	1.09	0.887	0.838	0.455	1.168
PHI13	20160703	0	Sun	KCA	AL	81	PHI	NL	83	2	7	51	PHI	Home	"Citizens Bank Park?(Philadelphia, Pennsylvania)"	0.84	1.149	0.924	0.821	0.889	0.969
SAN02	20160703	0	Sun	NYA	AL	81	SDN	NL	82	6	3	54	NYA	Visit	"Petco Park?(San Diego, California)"	1.014	0.957	1.042	1.062	0.75	0.977
STL10	20160703	0	Sun	MIL	NL	81	SLN	NL	81	8	9	51	SLN	Home	"Busch Stadium?(St. Louis, Missouri)"	0.921	0.901	0.972	0.914	0.543	0.914
WAS11	20160703	0	Sun	CIN	NL	83	WAS	NL	83	1	12	51	WAS	Home	"Nationals Park?(Washington, D.C.)"	0.956	1.023	0.974	0.891	0.806	0.972
BOS07	20160704	0	Mon	TEX	AL	84	BOS	AL	82	5	12	51	BOS	Home	"Fenway Park?(Boston, Massachusetts)"	1.199	1.065	1.161	1.424	1.667	0.977
CHI12	20160704	0	Mon	NYA	AL	82	CHA	AL	83	2	8	51	CHA	Home	"Guaranteed Rate Field?(Chicago, Illinois)"	0.927	1.101	0.96	0.89	1.071	0.933
CLE08	20160704	0	Mon	DET	AL	83	CLE	AL	82	3	5	51	CLE	Home	"Progressive Field?(Cleveland, Ohio)"	1.207	1.168	1.115	1.299	0.507	1.119
HOU03	20160704	0	Mon	SEA	AL	83	HOU	AL	83	1	2	51	HOU	Home	"Minute Maid Park?(Houston, Texas)"	0.808	0.822	0.926	0.886	1.152	0.918
MIN04	20160704	0	Mon	OAK	AL	83	MIN	AL	82	3	1	54	OAK	Visit	"Target Field?(Minneapolis, Minnesota)"	1.044	1.014	1.064	1.081	1.031	0.875
STP01	20160704	0	Mon	ANA	AL	83	TBA	AL	82	2	4	51	TBA	Home	"Tropicana Field?(St. Petersburg, Florida)"	0.889	0.877	0.901	0.861	0.952	1.048
TOR02	20160704	0	Mon	KCA	AL	82	TOR	AL	85	2	6	51	TOR	Home	"Rogers Centre?(Toronto, Ontario)"	1.156	1.01	1.083	1.3	1.1	1.039
PHO01	20160704	0	Mon	SDN	NL	83	ARI	NL	85	8	4	54	SDN	Visit	"Chase Field?(Phoenix, Arizona)"	1.225	1.292	1.139	1.145	2.032	1.042
CHI11	20160704	0	Mon	CIN	NL	84	CHN	NL	82	4	10	51	CHN	Home	"Wrigley Field?(Chicago, Illinois)"	0.874	0.819	0.928	0.93	1.045	1.066
LOS03	20160704	0	Mon	BAL	AL	82	LAN	NL	85	5	7	51	LAN	Home	"Dodger Stadium?(Los Angeles, California)"	0.813	0.914	0.908	0.919	0.382	0.895
NYC20	20160704	0	Mon	MIA	NL	83	NYN	NL	82	6	8	51	NYN	Home	"Citi Field?(New York, New York)"	0.988	1.09	0.887	0.838	0.455	1.168
PHI13	20160704	0	Mon	ATL	NL	83	PHI	NL	84	2	8	51	PHI	Home	"Citizens Bank Park?(Philadelphia, Pennsylvania)"	0.84	1.149	0.924	0.821	0.889	0.969
SFO03	20160704	0	Mon	COL	NL	82	SFN	NL	85	1	3	51	SFN	Home	"AT&T Park?(San Francisco, California)"	1.012	0.704	1.084	1.101	1.526	1.076
STL10	20160704	0	Mon	PIT	NL	83	SLN	NL	82	4	2	54	PIT	Visit	"Busch Stadium?(St. Louis, Missouri)"	0.921	0.901	0.972	0.914	0.543	0.914
WAS11	20160704	0	Mon	MIL	NL	82	WAS	NL	84	1	0	54	MIL	Visit	"Nationals Park?(Washington, D.C.)"	0.956	1.023	0.974	0.891	0.806	0.972
BOS07	20160705	0	Tue	TEX	AL	85	BOS	AL	83	7	2	54	TEX	Visit	"Fenway Park?(Boston, Massachusetts)"	1.199	1.065	1.161	1.424	1.667	0.977
CHI12	20160705	0	Tue	NYA	AL	83	CHA	AL	84	9	0	54	NYA	Visit	"Guaranteed Rate Field?(Chicago, Illinois)"	0.927	1.101	0.96	0.89	1.071	0.933
CLE08	20160705	0	Tue	DET	AL	84	CLE	AL	83	1	12	51	CLE	Home	"Progressive Field?(Cleveland, Ohio)"	1.207	1.168	1.115	1.299	0.507	1.119
HOU03	20160705	0	Tue	SEA	AL	84	HOU	AL	84	2	5	51	HOU	Home	"Minute Maid Park?(Houston, Texas)"	0.808	0.822	0.926	0.886	1.152	0.918
MIN04	20160705	0	Tue	OAK	AL	84	MIN	AL	83	4	11	51	MIN	Home	"Target Field?(Minneapolis, Minnesota)"	1.044	1.014	1.064	1.081	1.031	0.875
STP01	20160705	0	Tue	ANA	AL	84	TBA	AL	83	13	5	54	ANA	Visit	"Tropicana Field?(St. Petersburg, Florida)"	0.889	0.877	0.901	0.861	0.952	1.048
TOR02	20160705	0	Tue	KCA	AL	83	TOR	AL	86	3	8	51	TOR	Home	"Rogers Centre?(Toronto, Ontario)"	1.156	1.01	1.083	1.3	1.1	1.039
PHO01	20160705	0	Tue	SDN	NL	84	ARI	NL	86	5	7	51	ARI	Home	"Chase Field?(Phoenix, Arizona)"	1.225	1.292	1.139	1.145	2.032	1.042
CHI11	20160705	0	Tue	CIN	NL	85	CHN	NL	83	9	5	54	CIN	Visit	"Wrigley Field?(Chicago, Illinois)"	0.874	0.819	0.928	0.93	1.045	1.066
LOS03	20160705	0	Tue	BAL	AL	83	LAN	NL	86	4	1	54	BAL	Visit	"Dodger Stadium?(Los Angeles, California)"	0.813	0.914	0.908	0.919	0.382	0.895
NYC20	20160705	0	Tue	MIA	NL	84	NYN	NL	83	5	2	54	MIA	Visit	"Citi Field?(New York, New York)"	0.988	1.09	0.887	0.838	0.455	1.168
PHI13	20160705	0	Tue	ATL	NL	84	PHI	NL	85	1	5	51	PHI	Home	"Citizens Bank Park?(Philadelphia, Pennsylvania)"	0.84	1.149	0.924	0.821	0.889	0.969
SFO03	20160705	0	Tue	COL	NL	83	SFN	NL	86	7	3	54	COL	Visit	"AT&T Park?(San Francisco, California)"	1.012	0.704	1.084	1.101	1.526	1.076
STL10	20160705	0	Tue	PIT	NL	84	SLN	NL	83	5	2	54	PIT	Visit	"Busch Stadium?(St. Louis, Missouri)"	0.921	0.901	0.972	0.914	0.543	0.914
WAS11	20160705	0	Tue	MIL	NL	83	WAS	NL	85	5	2	54	MIL	Visit	"Nationals Park?(Washington, D.C.)"	0.956	1.023	0.974	0.891	0.806	0.972
BOS07	20160706	0	Wed	TEX	AL	86	BOS	AL	84	6	11	51	BOS	Home	"Fenway Park?(Boston, Massachusetts)"	1.199	1.065	1.161	1.424	1.667	0.977
CHI12	20160706	0	Wed	NYA	AL	84	CHA	AL	85	0	5	51	CHA	Home	"Guaranteed Rate Field?(Chicago, Illinois)"	0.927	1.101	0.96	0.89	1.071	0.933
CLE08	20160706	0	Wed	DET	AL	85	CLE	AL	84	12	2	54	DET	Visit	"Progressive Field?(Cleveland, Ohio)"	1.207	1.168	1.115	1.299	0.507	1.119
HOU03	20160706	0	Wed	SEA	AL	85	HOU	AL	85	8	9	51	HOU	Home	"Minute Maid Park?(Houston, Texas)"	0.808	0.822	0.926	0.886	1.152	0.918
MIN04	20160706	0	Wed	OAK	AL	85	MIN	AL	84	0	4	51	MIN	Home	"Target Field?(Minneapolis, Minnesota)"	1.044	1.014	1.064	1.081	1.031	0.875
STP01	20160706	0	Wed	ANA	AL	85	TBA	AL	84	7	2	54	ANA	Visit	"Tropicana Field?(St. Petersburg, Florida)"	0.889	0.877	0.901	0.861	0.952	1.048
TOR02	20160706	0	Wed	KCA	AL	84	TOR	AL	87	2	4	51	TOR	Home	"Rogers Centre?(Toronto, Ontario)"	1.156	1.01	1.083	1.3	1.1	1.039
PHO01	20160706	0	Wed	SDN	NL	85	ARI	NL	87	13	6	54	SDN	Visit	"Chase Field?(Phoenix, Arizona)"	1.225	1.292	1.139	1.145	2.032	1.042
CHI11	20160706	0	Wed	CIN	NL	86	CHN	NL	84	5	3	54	CIN	Visit	"Wrigley Field?(Chicago, Illinois)"	0.874	0.819	0.928	0.93	1.045	1.066
LOS03	20160706	0	Wed	BAL	AL	84	LAN	NL	87	6	4	84	BAL	Visit	"Dodger Stadium?(Los Angeles, California)"	0.813	0.914	0.908	0.919	0.382	0.895
NYC20	20160706	0	Wed	MIA	NL	85	NYN	NL	84	2	4	51	NYN	Home	"Citi Field?(New York, New York)"	0.988	1.09	0.887	0.838	0.455	1.168
PHI13	20160706	0	Wed	ATL	NL	85	PHI	NL	86	3	4	51	PHI	Home	"Citizens Bank Park?(Philadelphia, Pennsylvania)"	0.84	1.149	0.924	0.821	0.889	0.969
SFO03	20160706	0	Wed	COL	NL	84	SFN	NL	87	1	5	51	SFN	Home	"AT&T Park?(San Francisco, California)"	1.012	0.704	1.084	1.101	1.526	1.076
STL10	20160706	0	Wed	PIT	NL	85	SLN	NL	84	7	5	54	PIT	Visit	"Busch Stadium?(St. Louis, Missouri)"	0.921	0.901	0.972	0.914	0.543	0.914
WAS11	20160706	0	Wed	MIL	NL	84	WAS	NL	86	4	7	51	WAS	Home	"Nationals Park?(Washington, D.C.)"	0.956	1.023	0.974	0.891	0.806	0.972
CLE08	20160707	0	Thu	NYA	AL	85	CLE	AL	85	5	4	54	NYA	Visit	"Progressive Field?(Cleveland, Ohio)"	1.207	1.168	1.115	1.299	0.507	1.119
HOU03	20160707	0	Thu	OAK	AL	86	HOU	AL	86	3	1	54	OAK	Visit	"Minute Maid Park?(Houston, Texas)"	0.808	0.822	0.926	0.886	1.152	0.918
KAN06	20160707	0	Thu	SEA	AL	86	KCA	AL	85	3	4	52	KCA	Home	"Kauffman Stadium?(Kansas City, Missouri)"	1.171	0.783	1.092	1.256	1.571	1.039
STP01	20160707	0	Thu	ANA	AL	86	TBA	AL	85	5	1	54	ANA	Visit	"Tropicana Field?(St. Petersburg, Florida)"	0.889	0.877	0.901	0.861	0.952	1.048
ARL02	20160707	0	Thu	MIN	AL	85	TEX	AL	87	10	1	54	MIN	Visit	"Globe Life Park in Arlington?(Arlington, Texas)"	1.156	1.049	1.1	1.052	1.813	1.029
TOR02	20160707	0	Thu	DET	AL	86	TOR	AL	88	4	5	51	TOR	Home	"Rogers Centre?(Toronto, Ontario)"	1.156	1.01	1.083	1.3	1.1	1.039
CHI11	20160707	0	Thu	ATL	NL	86	CHN	NL	85	4	3	66	ATL	Visit	"Wrigley Field?(Chicago, Illinois)"	0.874	0.819	0.928	0.93	1.045	1.066
DEN02	20160707	0	Thu	PHI	NL	87	COL	NL	85	2	11	51	COL	Home	"Coors Field?(Denver, Colorado)"	1.368	1.265	1.231	1.405	1.39	1.078
