ParkCode	Date	Type#	Day	VisitTeam	VisitLeague	VisitGame#	HomeTeam	HomeLeague	HomeGame#	VisitScore	HomeScore	GameLength	Winner	PARK NAME	RUNS	HR	H	2B	3B	BB
OAK01	20150908	0	Tue	HOU	AL	139	OAK	AL	139	0	4	51	OAK	"Oakland Coliseum(Oakland, California)"	0.944	0.777	0.964	0.967	1.185	0.906
SEA03	20150908	0	Tue	TEX	AL	137	SEA	AL	139	9	6	54	TEX	"Safeco Field(Seattle, Washington)"	0.878	0.905	0.917	0.829	0.8	0.954
PHO01	20150908	0	Tue	SFN	NL	139	ARI	NL	139	6	2	54	SFN	"Chase Field(Phoenix, Arizona)"	1.062	0.856	1.047	1.207	1.786	1.025
CIN09	20150908	0	Tue	PIT	NL	137	CIN	NL	137	7	3	54	PIT	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
MIA02	20150908	0	Tue	MIL	NL	138	MIA	NL	139	4	6	51	MIA	"Marlins Park(Miami, Florida)"	0.95	0.74	0.99	0.94	1.226	1.078
PHI13	20150908	0	Tue	ATL	NL	139	PHI	NL	139	0	5	51	PHI	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
SAN02	20150908	0	Tue	COL	NL	138	SDN	NL	139	1	2	52	SDN	"Petco Park(San Diego, California)"	0.931	1.085	0.966	0.956	0.792	0.992
STL10	20150908	0	Tue	CHN	NL	137	SLN	NL	138	8	5	54	CHN	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
WAS11	20150908	0	Tue	NYN	NL	138	WAS	NL	138	8	7	54	NYN	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
ANA01	20150909	0	Wed	LAN	NL	139	ANA	AL	139	2	3	51	ANA	"Angel Stadium of Anaheim(Anaheim, California)"	0.861	0.921	0.939	0.863	0.739	1.025
BOS07	20150909	0	Wed	TOR	AL	139	BOS	AL	139	4	10	51	BOS	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
CHI12	20150909	0	Wed	CLE	AL	138	CHA	AL	138	6	4	54	CLE	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
DET05	20150909	0	Wed	TBA	AL	139	DET	AL	139	8	0	54	TBA	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
KAN06	20150909	0	Wed	MIN	AL	139	KCA	AL	139	3	2	72	MIN	"Kauffman Stadium(Kansas City, Missouri)"	1.019	0.793	0.995	1.221	1.455	0.892
NYC21	20150909	0	Wed	BAL	AL	139	NYA	AL	138	5	3	54	BAL	"Yankee Stadium(New York, New York)"	1.022	1.251	0.975	0.887	0.63	1
OAK01	20150909	0	Wed	HOU	AL	140	OAK	AL	140	11	5	54	HOU	"Oakland Coliseum(Oakland, California)"	0.944	0.777	0.964	0.967	1.185	0.906
SEA03	20150909	0	Wed	TEX	AL	138	SEA	AL	140	0	6	51	SEA	"Safeco Field(Seattle, Washington)"	0.878	0.905	0.917	0.829	0.8	0.954
PHO01	20150909	0	Wed	SFN	NL	140	ARI	NL	140	1	2	51	ARI	"Chase Field(Phoenix, Arizona)"	1.062	0.856	1.047	1.207	1.786	1.025
CIN09	20150909	0	Wed	PIT	NL	138	CIN	NL	138	5	4	54	PIT	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
MIA02	20150909	0	Wed	MIL	NL	139	MIA	NL	140	2	5	51	MIA	"Marlins Park(Miami, Florida)"	0.95	0.74	0.99	0.94	1.226	1.078
PHI13	20150909	0	Wed	ATL	NL	140	PHI	NL	140	8	1	54	ATL	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
SAN02	20150909	0	Wed	COL	NL	139	SDN	NL	140	4	11	51	SDN	"Petco Park(San Diego, California)"	0.931	1.085	0.966	0.956	0.792	0.992
STL10	20150909	0	Wed	CHN	NL	138	SLN	NL	139	3	4	51	SLN	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
WAS11	20150909	0	Wed	NYN	NL	139	WAS	NL	139	5	3	54	NYN	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
CLE08	20150910	0	Thu	DET	AL	140	CLE	AL	139	5	7	51	CLE	"Progressive Field(Cleveland, Ohio)"	1.261	0.986	1.169	1.44	0.774	1.115
SEA03	20150910	0	Thu	TEX	AL	139	SEA	AL	141	0	5	51	SEA	"Safeco Field(Seattle, Washington)"	0.878	0.905	0.917	0.829	0.8	0.954
ATL02	20150910	0	Thu	NYN	NL	140	ATL	NL	141	7	2	54	NYN	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CIN09	20150910	0	Thu	SLN	NL	140	CIN	NL	139	0	11	51	CIN	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
PIT08	20150910	0	Thu	MIL	NL	140	PIT	NL	139	6	4	78	MIL	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
SAN02	20150910	0	Thu	COL	NL	140	SDN	NL	141	4	3	54	COL	"Petco Park(San Diego, California)"	0.931	1.085	0.966	0.956	0.792	0.992
ANA01	20150911	0	Fri	HOU	AL	141	ANA	AL	140	2	3	51	ANA	"Angel Stadium of Anaheim(Anaheim, California)"	0.861	0.921	0.939	0.863	0.739	1.025
BAL12	20150911	0	Fri	KCA	AL	140	BAL	AL	140	8	14	51	BAL	"Oriole Park at Camden Yards(Baltimore, Maryland)"	1.228	1.415	1.121	0.978	0.775	0.936
CHI12	20150911	0	Fri	MIN	AL	140	CHA	AL	139	6	2	54	MIN	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
NYC21	20150911	0	Fri	TOR	AL	140	NYA	AL	139	11	5	54	TOR	"Yankee Stadium(New York, New York)"	1.022	1.251	0.975	0.887	0.63	1
SEA03	20150911	0	Fri	COL	NL	141	SEA	AL	142	4	2	54	COL	"Safeco Field(Seattle, Washington)"	0.878	0.905	0.917	0.829	0.8	0.954
STP01	20150911	0	Fri	BOS	AL	140	TBA	AL	140	4	8	51	TBA	"Tropicana Field(St. Petersburg, Florida)"	0.94	0.962	0.939	0.832	0.704	0.895
ARL02	20150911	0	Fri	OAK	AL	141	TEX	AL	140	0	4	51	TEX	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
PHO01	20150911	0	Fri	LAN	NL	140	ARI	NL	141	4	12	51	ARI	"Chase Field(Phoenix, Arizona)"	1.062	0.856	1.047	1.207	1.786	1.025
ATL02	20150911	0	Fri	NYN	NL	141	ATL	NL	142	5	1	54	NYN	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CIN09	20150911	0	Fri	SLN	NL	141	CIN	NL	140	2	4	51	CIN	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
MIA02	20150911	0	Fri	WAS	NL	140	MIA	NL	141	1	2	51	MIA	"Marlins Park(Miami, Florida)"	0.95	0.74	0.99	0.94	1.226	1.078
PHI13	20150911	1	Fri	CHN	NL	139	PHI	NL	141	5	1	54	CHN	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
PHI13	20150911	2	Fri	CHN	NL	140	PHI	NL	142	7	3	54	CHN	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
PIT08	20150911	0	Fri	MIL	NL	141	PIT	NL	140	3	6	51	PIT	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
SFO03	20150911	0	Fri	SDN	NL	142	SFN	NL	141	1	9	51	SFN	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
ANA01	20150912	0	Sat	HOU	AL	142	ANA	AL	141	2	3	51	ANA	"Angel Stadium of Anaheim(Anaheim, California)"	0.861	0.921	0.939	0.863	0.739	1.025
BAL12	20150912	0	Sat	KCA	AL	141	BAL	AL	141	14	6	54	KCA	"Oriole Park at Camden Yards(Baltimore, Maryland)"	1.228	1.415	1.121	0.978	0.775	0.936
CHI12	20150912	0	Sat	MIN	AL	141	CHA	AL	140	2	8	51	CHA	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
NYC21	20150912	1	Sat	TOR	AL	141	NYA	AL	140	9	5	66	TOR	"Yankee Stadium(New York, New York)"	1.022	1.251	0.975	0.887	0.63	1
NYC21	20150912	2	Sat	TOR	AL	142	NYA	AL	141	10	7	54	TOR	"Yankee Stadium(New York, New York)"	1.022	1.251	0.975	0.887	0.63	1
SEA03	20150912	0	Sat	COL	NL	142	SEA	AL	143	2	7	51	SEA	"Safeco Field(Seattle, Washington)"	0.878	0.905	0.917	0.829	0.8	0.954
STP01	20150912	0	Sat	BOS	AL	141	TBA	AL	141	10	4	54	BOS	"Tropicana Field(St. Petersburg, Florida)"	0.94	0.962	0.939	0.832	0.704	0.895
ARL02	20150912	0	Sat	OAK	AL	142	TEX	AL	141	5	3	54	OAK	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
PHO01	20150912	0	Sat	LAN	NL	141	ARI	NL	142	9	5	54	LAN	"Chase Field(Phoenix, Arizona)"	1.062	0.856	1.047	1.207	1.786	1.025
ATL02	20150912	0	Sat	NYN	NL	142	ATL	NL	143	6	4	54	NYN	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CIN09	20150912	0	Sat	SLN	NL	142	CIN	NL	141	1	5	51	CIN	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
MIA02	20150912	0	Sat	WAS	NL	141	MIA	NL	142	0	2	51	MIA	"Marlins Park(Miami, Florida)"	0.95	0.74	0.99	0.94	1.226	1.078
PHI13	20150912	0	Sat	CHN	NL	141	PHI	NL	143	5	7	53	PHI	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
PIT08	20150912	0	Sat	MIL	NL	142	PIT	NL	141	2	10	51	PIT	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
SFO03	20150912	0	Sat	SDN	NL	143	SFN	NL	142	0	8	51	SFN	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
ANA01	20150913	0	Sun	HOU	AL	143	ANA	AL	142	5	3	54	HOU	"Angel Stadium of Anaheim(Anaheim, California)"	0.861	0.921	0.939	0.863	0.739	1.025
BAL12	20150913	0	Sun	KCA	AL	142	BAL	AL	142	2	8	51	BAL	"Oriole Park at Camden Yards(Baltimore, Maryland)"	1.228	1.415	1.121	0.978	0.775	0.936
CHI12	20150913	0	Sun	MIN	AL	142	CHA	AL	141	7	0	54	MIN	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
CLE08	20150913	1	Sun	DET	AL	141	CLE	AL	140	2	7	51	CLE	"Progressive Field(Cleveland, Ohio)"	1.261	0.986	1.169	1.44	0.774	1.115
CLE08	20150913	2	Sun	DET	AL	142	CLE	AL	141	9	2	54	DET	"Progressive Field(Cleveland, Ohio)"	1.261	0.986	1.169	1.44	0.774	1.115
NYC21	20150913	0	Sun	TOR	AL	143	NYA	AL	142	0	5	51	NYA	"Yankee Stadium(New York, New York)"	1.022	1.251	0.975	0.887	0.63	1
SEA03	20150913	0	Sun	COL	NL	143	SEA	AL	144	3	2	54	COL	"Safeco Field(Seattle, Washington)"	0.878	0.905	0.917	0.829	0.8	0.954
STP01	20150913	0	Sun	BOS	AL	142	TBA	AL	142	2	0	78	BOS	"Tropicana Field(St. Petersburg, Florida)"	0.94	0.962	0.939	0.832	0.704	0.895
ARL02	20150913	0	Sun	OAK	AL	143	TEX	AL	142	4	12	51	TEX	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
PHO01	20150913	0	Sun	LAN	NL	142	ARI	NL	143	4	3	54	LAN	"Chase Field(Phoenix, Arizona)"	1.062	0.856	1.047	1.207	1.786	1.025
ATL02	20150913	0	Sun	NYN	NL	143	ATL	NL	144	10	7	60	NYN	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CIN09	20150913	0	Sun	SLN	NL	143	CIN	NL	142	9	2	54	SLN	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
MIA02	20150913	0	Sun	WAS	NL	142	MIA	NL	143	5	0	54	WAS	"Marlins Park(Miami, Florida)"	0.95	0.74	0.99	0.94	1.226	1.078
PHI13	20150913	0	Sun	CHN	NL	142	PHI	NL	144	4	7	51	PHI	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
PIT08	20150913	0	Sun	MIL	NL	143	PIT	NL	142	6	7	64	PIT	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
SFO03	20150913	0	Sun	SDN	NL	144	SFN	NL	143	3	10	51	SFN	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
BAL12	20150914	0	Mon	BOS	AL	143	BAL	AL	143	0	2	51	BAL	"Oriole Park at Camden Yards(Baltimore, Maryland)"	1.228	1.415	1.121	0.978	0.775	0.936
CHI12	20150914	0	Mon	OAK	AL	144	CHA	AL	142	7	8	83	CHA	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
CLE08	20150914	0	Mon	KCA	AL	143	CLE	AL	142	3	8	51	CLE	"Progressive Field(Cleveland, Ohio)"	1.261	0.986	1.169	1.44	0.774	1.115
MIN04	20150914	0	Mon	DET	AL	143	MIN	AL	143	1	7	51	MIN	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
SEA03	20150914	0	Mon	ANA	AL	143	SEA	AL	145	1	10	51	SEA	"Safeco Field(Seattle, Washington)"	0.878	0.905	0.917	0.829	0.8	0.954
STP01	20150914	0	Mon	NYA	AL	143	TBA	AL	143	4	1	54	NYA	"Tropicana Field(St. Petersburg, Florida)"	0.94	0.962	0.939	0.832	0.704	0.895
ARL02	20150914	0	Mon	HOU	AL	144	TEX	AL	143	3	5	51	TEX	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
PHO01	20150914	0	Mon	SDN	NL	145	ARI	NL	144	10	3	54	SDN	"Chase Field(Phoenix, Arizona)"	1.062	0.856	1.047	1.207	1.786	1.025
LOS03	20150914	0	Mon	COL	NL	144	LAN	NL	143	1	4	51	LAN	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
NYC20	20150914	0	Mon	MIA	NL	144	NYN	NL	144	3	4	51	NYN	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
PHI13	20150914	0	Mon	WAS	NL	143	PHI	NL	145	8	7	66	WAS	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
SFO03	20150914	0	Mon	CIN	NL	143	SFN	NL	144	3	5	51	SFN	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
BAL12	20150915	0	Tue	BOS	AL	144	BAL	AL	144	5	6	75	BAL	"Oriole Park at Camden Yards(Baltimore, Maryland)"	1.228	1.415	1.121	0.978	0.775	0.936
CHI12	20150915	0	Tue	OAK	AL	145	CHA	AL	143	17	6	54	OAK	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
CLE08	20150915	0	Tue	KCA	AL	144	CLE	AL	143	2	0	54	KCA	"Progressive Field(Cleveland, Ohio)"	1.261	0.986	1.169	1.44	0.774	1.115
MIN04	20150915	0	Tue	DET	AL	144	MIN	AL	144	5	4	54	DET	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
SEA03	20150915	0	Tue	ANA	AL	144	SEA	AL	146	4	3	54	ANA	"Safeco Field(Seattle, Washington)"	0.878	0.905	0.917	0.829	0.8	0.954
STP01	20150915	0	Tue	NYA	AL	144	TBA	AL	144	3	6	51	TBA	"Tropicana Field(St. Petersburg, Florida)"	0.94	0.962	0.939	0.832	0.704	0.895
ARL02	20150915	0	Tue	HOU	AL	145	TEX	AL	144	5	6	52	TEX	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
PHO01	20150915	0	Tue	SDN	NL	146	ARI	NL	145	4	6	51	ARI	"Chase Field(Phoenix, Arizona)"	1.062	0.856	1.047	1.207	1.786	1.025
ATL02	20150915	0	Tue	TOR	AL	144	ATL	NL	145	2	3	52	ATL	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
LOS03	20150915	0	Tue	COL	NL	145	LAN	NL	144	5	4	96	COL	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
MIL06	20150915	0	Tue	SLN	NL	144	MIL	NL	144	3	1	60	SLN	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
NYC20	20150915	0	Tue	MIA	NL	145	NYN	NL	145	9	3	54	MIA	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
PHI13	20150915	0	Tue	WAS	NL	144	PHI	NL	146	4	0	54	WAS	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
PIT08	20150915	1	Tue	CHN	NL	143	PIT	NL	143	4	5	51	PIT	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
PIT08	20150915	2	Tue	CHN	NL	144	PIT	NL	144	2	1	54	CHN	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
SFO03	20150915	0	Tue	CIN	NL	144	SFN	NL	145	9	8	60	CIN	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
BAL12	20150916	0	Wed	BOS	AL	145	BAL	AL	145	10	1	54	BOS	"Oriole Park at Camden Yards(Baltimore, Maryland)"	1.228	1.415	1.121	0.978	0.775	0.936
CHI12	20150916	0	Wed	OAK	AL	146	CHA	AL	144	4	9	51	CHA	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
CLE08	20150916	0	Wed	KCA	AL	145	CLE	AL	144	1	5	51	CLE	"Progressive Field(Cleveland, Ohio)"	1.261	0.986	1.169	1.44	0.774	1.115
MIN04	20150916	0	Wed	DET	AL	145	MIN	AL	145	7	4	72	DET	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
SEA03	20150916	0	Wed	ANA	AL	145	SEA	AL	147	1	3	51	SEA	"Safeco Field(Seattle, Washington)"	0.878	0.905	0.917	0.829	0.8	0.954
STP01	20150916	0	Wed	NYA	AL	145	TBA	AL	145	3	1	54	NYA	"Tropicana Field(St. Petersburg, Florida)"	0.94	0.962	0.939	0.832	0.704	0.895
ARL02	20150916	0	Wed	HOU	AL	146	TEX	AL	145	3	14	51	TEX	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
PHO01	20150916	0	Wed	SDN	NL	147	ARI	NL	146	4	3	54	SDN	"Chase Field(Phoenix, Arizona)"	1.062	0.856	1.047	1.207	1.786	1.025
ATL02	20150916	0	Wed	TOR	AL	145	ATL	NL	146	9	1	54	TOR	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
LOS03	20150916	0	Wed	COL	NL	146	LAN	NL	145	0	2	51	LAN	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
MIL06	20150916	0	Wed	SLN	NL	145	MIL	NL	145	5	4	54	SLN	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
NYC20	20150916	0	Wed	MIA	NL	146	NYN	NL	146	6	0	54	MIA	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
PHI13	20150916	0	Wed	WAS	NL	145	PHI	NL	147	12	2	54	WAS	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
PIT08	20150916	0	Wed	CHN	NL	145	PIT	NL	145	3	2	72	CHN	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
SFO03	20150916	0	Wed	CIN	NL	145	SFN	NL	146	3	5	51	SFN	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
CHI12	20150917	0	Thu	OAK	AL	147	CHA	AL	145	4	2	54	OAK	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
CLE08	20150917	0	Thu	KCA	AL	146	CLE	AL	145	8	4	54	KCA	"Progressive Field(Cleveland, Ohio)"	1.261	0.986	1.169	1.44	0.774	1.115
MIN04	20150917	0	Thu	ANA	AL	146	MIN	AL	146	11	8	54	ANA	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
STP01	20150917	0	Thu	BAL	AL	146	TBA	AL	146	4	3	54	BAL	"Tropicana Field(St. Petersburg, Florida)"	0.94	0.962	0.939	0.832	0.704	0.895
ARL02	20150917	0	Thu	HOU	AL	147	TEX	AL	146	2	8	51	TEX	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
ATL02	20150917	0	Thu	TOR	AL	146	ATL	NL	147	5	0	54	TOR	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
MIL06	20150917	0	Thu	SLN	NL	146	MIL	NL	146	6	3	54	SLN	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
PIT08	20150917	0	Thu	CHN	NL	146	PIT	NL	146	9	6	54	CHN	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
WAS11	20150917	0	Thu	MIA	NL	147	WAS	NL	146	6	4	54	MIA	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
CLE08	20150918	0	Fri	CHA	AL	146	CLE	AL	146	1	12	51	CLE	"Progressive Field(Cleveland, Ohio)"	1.261	0.986	1.169	1.44	0.774	1.115
DET05	20150918	0	Fri	KCA	AL	147	DET	AL	146	4	5	71	DET	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
HOU03	20150918	0	Fri	OAK	AL	148	HOU	AL	148	4	3	54	OAK	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
STP01	20150918	0	Fri	BAL	AL	147	TBA	AL	147	6	8	51	TBA	"Tropicana Field(St. Petersburg, Florida)"	0.94	0.962	0.939	0.832	0.704	0.895
ARL02	20150918	0	Fri	SEA	AL	148	TEX	AL	147	3	1	54	SEA	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
TOR02	20150918	0	Fri	BOS	AL	146	TOR	AL	147	1	6	51	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
ATL02	20150918	0	Fri	PHI	NL	148	ATL	NL	148	1	2	51	ATL	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CHI11	20150918	0	Fri	SLN	NL	147	CHN	NL	147	3	8	51	CHN	"Wrigley Field(Chicago, Illinois)"	0.95	1.276	0.934	0.794	1.094	1.029
DEN02	20150918	0	Fri	SDN	NL	148	COL	NL	147	4	7	51	COL	"Coors Field(Denver, Colorado)"	1.436	1.21	1.301	1.235	2	1.057
LOS03	20150918	0	Fri	PIT	NL	147	LAN	NL	146	2	6	51	LAN	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
MIL06	20150918	0	Fri	CIN	NL	146	MIL	NL	147	5	3	54	CIN	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
NYC20	20150918	0	Fri	NYA	AL	146	NYN	NL	147	1	5	51	NYN	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
SFO03	20150918	0	Fri	ARI	NL	147	SFN	NL	147	2	0	54	ARI	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
WAS11	20150918	0	Fri	MIA	NL	148	WAS	NL	147	4	5	59	WAS	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
CLE08	20150919	0	Sat	CHA	AL	147	CLE	AL	147	4	3	54	CHA	"Progressive Field(Cleveland, Ohio)"	1.261	0.986	1.169	1.44	0.774	1.115
DET05	20150919	0	Sat	KCA	AL	148	DET	AL	147	5	6	63	DET	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
HOU03	20150919	0	Sat	OAK	AL	149	HOU	AL	149	6	10	51	HOU	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
MIN04	20150919	1	Sat	ANA	AL	147	MIN	AL	147	4	3	72	ANA	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
MIN04	20150919	2	Sat	ANA	AL	148	MIN	AL	148	5	2	54	ANA	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
STP01	20150919	0	Sat	BAL	AL	148	TBA	AL	148	2	1	54	BAL	"Tropicana Field(St. Petersburg, Florida)"	0.94	0.962	0.939	0.832	0.704	0.895
ARL02	20150919	0	Sat	SEA	AL	149	TEX	AL	148	1	10	51	TEX	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
TOR02	20150919	0	Sat	BOS	AL	147	TOR	AL	148	7	6	54	BOS	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
ATL02	20150919	0	Sat	PHI	NL	149	ATL	NL	149	1	2	51	ATL	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CHI11	20150919	0	Sat	SLN	NL	148	CHN	NL	148	4	5	51	CHN	"Wrigley Field(Chicago, Illinois)"	0.95	1.276	0.934	0.794	1.094	1.029
DEN02	20150919	0	Sat	SDN	NL	149	COL	NL	148	2	10	51	COL	"Coors Field(Denver, Colorado)"	1.436	1.21	1.301	1.235	2	1.057
LOS03	20150919	0	Sat	PIT	NL	148	LAN	NL	147	3	2	54	PIT	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
MIL06	20150919	0	Sat	CIN	NL	147	MIL	NL	148	9	7	54	CIN	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
NYC20	20150919	0	Sat	NYA	AL	147	NYN	NL	148	5	0	54	NYA	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
SFO03	20150919	0	Sat	ARI	NL	148	SFN	NL	148	6	0	54	ARI	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
