ParkCode	Date	Type#	Day	VisitTeam	VisitLeague	VisitGame#	HomeTeam	HomeLeague	HomeGame#	VisitScore	HomeScore	GameLength	Winner	PARK_NAME	RUNS	HR	H	2B	3B	BB
LOS03	20170707	0	Fri	KCA	AL	85	LAN	NL	88	1	4	51	LAN	"Dodger Stadium�(Los Angeles, California)"	0.971	1.005	0.954	0.974	0.6	0.907
PHI13	20170707	0	Fri	SDN	NL	86	PHI	NL	85	4	3	54	SDN	"Citizens Bank Park�(Philadelphia, Pennsylvania)"	1.073	1.409	0.999	0.943	1.065	1.067
SFO03	20170707	0	Fri	MIA	NL	85	SFN	NL	88	6	1	54	MIA	"AT&T Park�(San Francisco, California)"	0.85	0.615	0.968	1.003	1.048	0.938
STL10	20170707	0	Fri	NYN	NL	84	SLN	NL	86	6	5	54	NYN	"Busch Stadium�(St. Louis, Missouri)"	0.889	0.849	0.974	0.957	0.967	1
WAS11	20170707	0	Fri	ATL	NL	85	WAS	NL	86	4	5	58	WAS	"Nationals Park�(Washington, D.C.)"	1.057	1.04	1.11	1.075	0.636	0.964
CLE08	20170707	0	Fri	DET	AL	85	CLE	AL	85	2	11	51	CLE	"Progressive Field�(Cleveland, Ohio)"	0.971	0.974	0.988	1.017	0.64	0.931
MIN04	20170707	0	Fri	BAL	AL	86	MIN	AL	86	6	9	51	MIN	"Target Field�(Minneapolis, Minnesota)"	1.095	1.172	1.088	1.081	1.375	1.118
NYC21	20170707	0	Fri	MIL	NL	89	NYA	AL	84	9	4	54	MIL	"Yankee Stadium�(New York, New York)"	1.019	1.279	0.935	0.811	0.75	0.979
SEA03	20170707	0	Fri	OAK	AL	87	SEA	AL	88	2	7	51	SEA	"Safeco Field�(Seattle, Washington)"	0.917	0.925	0.946	0.885	1.071	1.053
STP01	20170707	0	Fri	BOS	AL	87	TBA	AL	88	8	3	54	BOS	"Tropicana Field�(St. Petersburg, Florida)"	0.902	0.888	0.937	0.837	1.13	0.992
ARL02	20170707	0	Fri	ANA	AL	90	TEX	AL	86	0	10	51	TEX	"Globe Life Park in Arlington�(Arlington, Texas)"	1.215	1.127	1.135	1.185	1	1.184
TOR02	20170707	0	Fri	HOU	AL	87	TOR	AL	86	12	2	54	HOU	"Rogers Centre�(Toronto, Ontario)"	0.946	0.923	0.974	1.075	0.937	0.894
PHO01	20170708	0	Sat	CIN	NL	87	ARI	NL	88	7	0	54	CIN	"Chase Field�(Phoenix, Arizona)"	1.202	1.222	1.088	1.351	1.355	1.026
CHI11	20170708	0	Sat	PIT	NL	88	CHN	NL	87	4	2	54	PIT	"Wrigley Field�(Chicago, Illinois)"	1.131	1.005	1.049	1.104	1.3	1.074
DEN02	20170708	0	Sat	CHA	AL	86	COL	NL	90	5	4	54	CHA	"Coors Field�(Denver, Colorado)"	1.332	1.195	1.152	1.175	2.259	1.085
LOS03	20170708	0	Sat	KCA	AL	86	LAN	NL	89	4	5	57	LAN	"Dodger Stadium�(Los Angeles, California)"	0.971	1.005	0.954	0.974	0.6	0.907
PHI13	20170708	0	Sat	SDN	NL	87	PHI	NL	86	2	1	54	SDN	"Citizens Bank Park�(Philadelphia, Pennsylvania)"	1.073	1.409	0.999	0.943	1.065	1.067
SFO03	20170708	0	Sat	MIA	NL	86	SFN	NL	89	5	4	54	MIA	"AT&T Park�(San Francisco, California)"	0.85	0.615	0.968	1.003	1.048	0.938
STL10	20170708	0	Sat	NYN	NL	85	SLN	NL	87	1	4	51	SLN	"Busch Stadium�(St. Louis, Missouri)"	0.889	0.849	0.974	0.957	0.967	1
WAS11	20170708	0	Sat	ATL	NL	86	WAS	NL	87	13	0	54	ATL	"Nationals Park�(Washington, D.C.)"	1.057	1.04	1.11	1.075	0.636	0.964
CLE08	20170708	0	Sat	DET	AL	86	CLE	AL	86	0	4	51	CLE	"Progressive Field�(Cleveland, Ohio)"	0.971	0.974	0.988	1.017	0.64	0.931
MIN04	20170708	0	Sat	BAL	AL	87	MIN	AL	87	5	1	54	BAL	"Target Field�(Minneapolis, Minnesota)"	1.095	1.172	1.088	1.081	1.375	1.118
NYC21	20170708	0	Sat	MIL	NL	90	NYA	AL	85	3	5	52	NYA	"Yankee Stadium�(New York, New York)"	1.019	1.279	0.935	0.811	0.75	0.979
SEA03	20170708	0	Sat	OAK	AL	88	SEA	AL	89	4	3	54	OAK	"Safeco Field�(Seattle, Washington)"	0.917	0.925	0.946	0.885	1.071	1.053
STP01	20170708	0	Sat	BOS	AL	88	TBA	AL	89	0	1	51	TBA	"Tropicana Field�(St. Petersburg, Florida)"	0.902	0.888	0.937	0.837	1.13	0.992
ARL02	20170708	0	Sat	ANA	AL	91	TEX	AL	87	2	5	51	TEX	"Globe Life Park in Arlington�(Arlington, Texas)"	1.215	1.127	1.135	1.185	1	1.184
TOR02	20170708	0	Sat	HOU	AL	88	TOR	AL	87	2	7	51	TOR	"Rogers Centre�(Toronto, Ontario)"	0.946	0.923	0.974	1.075	0.937	0.894
PHO01	20170709	0	Sun	CIN	NL	88	ARI	NL	89	2	1	54	CIN	"Chase Field�(Phoenix, Arizona)"	1.202	1.222	1.088	1.351	1.355	1.026
CHI11	20170709	0	Sun	PIT	NL	89	CHN	NL	88	14	3	54	PIT	"Wrigley Field�(Chicago, Illinois)"	1.131	1.005	1.049	1.104	1.3	1.074
DEN02	20170709	0	Sun	CHA	AL	87	COL	NL	91	0	10	51	COL	"Coors Field�(Denver, Colorado)"	1.332	1.195	1.152	1.175	2.259	1.085
LOS03	20170709	0	Sun	KCA	AL	87	LAN	NL	90	2	5	51	LAN	"Dodger Stadium�(Los Angeles, California)"	0.971	1.005	0.954	0.974	0.6	0.907
PHI13	20170709	0	Sun	SDN	NL	88	PHI	NL	87	1	7	51	PHI	"Citizens Bank Park�(Philadelphia, Pennsylvania)"	1.073	1.409	0.999	0.943	1.065	1.067
SFO03	20170709	0	Sun	MIA	NL	87	SFN	NL	90	10	8	66	MIA	"AT&T Park�(San Francisco, California)"	0.85	0.615	0.968	1.003	1.048	0.938
STL10	20170709	0	Sun	NYN	NL	86	SLN	NL	88	0	6	51	SLN	"Busch Stadium�(St. Louis, Missouri)"	0.889	0.849	0.974	0.957	0.967	1
WAS11	20170709	0	Sun	ATL	NL	87	WAS	NL	88	5	10	51	WAS	"Nationals Park�(Washington, D.C.)"	1.057	1.04	1.11	1.075	0.636	0.964
CLE08	20170709	0	Sun	DET	AL	87	CLE	AL	87	5	3	54	DET	"Progressive Field�(Cleveland, Ohio)"	0.971	0.974	0.988	1.017	0.64	0.931
MIN04	20170709	0	Sun	BAL	AL	88	MIN	AL	88	11	5	54	BAL	"Target Field�(Minneapolis, Minnesota)"	1.095	1.172	1.088	1.081	1.375	1.118
NYC21	20170709	0	Sun	MIL	NL	91	NYA	AL	86	5	3	54	MIL	"Yankee Stadium�(New York, New York)"	1.019	1.279	0.935	0.811	0.75	0.979
SEA03	20170709	0	Sun	OAK	AL	89	SEA	AL	90	0	4	51	SEA	"Safeco Field�(Seattle, Washington)"	0.917	0.925	0.946	0.885	1.071	1.053
STP01	20170709	0	Sun	BOS	AL	89	TBA	AL	90	3	5	51	TBA	"Tropicana Field�(St. Petersburg, Florida)"	0.902	0.888	0.937	0.837	1.13	0.992
ARL02	20170709	0	Sun	ANA	AL	92	TEX	AL	88	3	0	54	ANA	"Globe Life Park in Arlington�(Arlington, Texas)"	1.215	1.127	1.135	1.185	1	1.184
TOR02	20170709	0	Sun	HOU	AL	89	TOR	AL	88	19	1	54	HOU	"Rogers Centre�(Toronto, Ontario)"	0.946	0.923	0.974	1.075	0.937	0.894
ATL03	20170714	0	Fri	ARI	NL	90	ATL	NL	88	3	4	51	ATL	"SunTrust Park�(Cumberland, GA)"	0.976	0.951	1.019	1.057	0.722	0.91
CIN09	20170714	0	Fri	WAS	NL	89	CIN	NL	89	5	0	54	WAS	"Great American Ball Park�(Cincinnati, Ohio)"	1.02	1.094	0.94	1.007	1.222	1.044
MIA02	20170714	0	Fri	LAN	NL	91	MIA	NL	88	6	4	54	LAN	"Marlins Park�(Miami, Florida)"	0.848	0.835	0.907	0.716	1.142	1.041
MIL06	20170714	0	Fri	PHI	NL	88	MIL	NL	92	6	9	51	MIL	"Miller Park�(Milwaukee, Wisconsin)"	1.094	1.049	1.033	1.155	0.763	1.032
NYC20	20170714	0	Fri	COL	NL	92	NYN	NL	87	2	14	51	NYN	"Citi Field�(New York, New York)"	0.858	0.798	0.88	0.899	0.7	0.986
PIT08	20170714	0	Fri	SLN	NL	89	PIT	NL	90	2	5	52	PIT	"PNC Park�(Pittsburgh, Pennsylvania)"	0.948	0.86	1.043	1.084	0.634	0.958
SAN02	20170714	0	Fri	SFN	NL	91	SDN	NL	89	5	4	54	SFN	"Petco Park�(San Diego, California)"	0.828	0.781	0.887	0.859	1	0.98
ANA01	20170714	0	Fri	TBA	AL	91	ANA	AL	93	2	1	60	TBA	"Angel Stadium of Anaheim�(Anaheim, California)"	0.949	0.971	0.998	0.876	0.722	0.815
BAL12	20170714	0	Fri	CHN	NL	89	BAL	AL	89	9	8	54	CHN	"Oriole Park at Camden Yards�(Baltimore, Maryland)"	1.026	1.236	1.034	0.918	0.706	1.097
BOS07	20170714	0	Fri	NYA	AL	87	BOS	AL	90	4	5	51	BOS	"Fenway Park�(Boston, Massachusetts)"	1.026	0.824	1.103	1.156	0.75	0.958
CHI12	20170714	0	Fri	SEA	AL	91	CHA	AL	88	4	2	54	SEA	"Guaranteed Rate Field�(Chicago, Illinois)"	1.003	1.162	0.927	0.876	0.816	1.066
DET05	20170714	0	Fri	TOR	AL	89	DET	AL	88	7	2	54	TOR	"Comerica Park�(Detroit, Michigan)"	1.169	1.154	1.119	1.129	1.333	0.987
HOU03	20170714	0	Fri	MIN	AL	89	HOU	AL	90	5	10	51	HOU	"Minute Maid Park�(Houston, Texas)"	0.826	1.009	0.9	0.81	0.654	0.927
KAN06	20170714	0	Fri	TEX	AL	89	KCA	AL	88	5	3	54	TEX	"Kauffman Stadium�(Kansas City, Missouri)"	0.926	0.809	0.966	1.078	1.207	0.98
OAK01	20170714	0	Fri	CLE	AL	88	OAK	AL	90	0	5	51	OAK	"Oakland Coliseum�(Oakland, California)"	1.103	1.056	1.023	1.108	2.308	1.06
ATL03	20170715	0	Sat	ARI	NL	91	ATL	NL	89	5	8	51	ATL	"SunTrust Park�(Cumberland, GA)"	0.976	0.951	1.019	1.057	0.722	0.91
CIN09	20170715	0	Sat	WAS	NL	90	CIN	NL	90	10	7	54	WAS	"Great American Ball Park�(Cincinnati, Ohio)"	1.02	1.094	0.94	1.007	1.222	1.044
MIA02	20170715	0	Sat	LAN	NL	92	MIA	NL	89	7	1	54	LAN	"Marlins Park�(Miami, Florida)"	0.848	0.835	0.907	0.716	1.142	1.041
MIL06	20170715	0	Sat	PHI	NL	89	MIL	NL	93	2	3	51	MIL	"Miller Park�(Milwaukee, Wisconsin)"	1.094	1.049	1.033	1.155	0.763	1.032
NYC20	20170715	0	Sat	COL	NL	93	NYN	NL	88	3	9	51	NYN	"Citi Field�(New York, New York)"	0.858	0.798	0.88	0.899	0.7	0.986
PIT08	20170715	0	Sat	SLN	NL	90	PIT	NL	91	4	0	54	SLN	"PNC Park�(Pittsburgh, Pennsylvania)"	0.948	0.86	1.043	1.084	0.634	0.958
SAN02	20170715	0	Sat	SFN	NL	92	SDN	NL	90	3	5	52	SDN	"Petco Park�(San Diego, California)"	0.828	0.781	0.887	0.859	1	0.98
ANA01	20170715	0	Sat	TBA	AL	92	ANA	AL	94	6	3	54	TBA	"Angel Stadium of Anaheim�(Anaheim, California)"	0.949	0.971	0.998	0.876	0.722	0.815
BAL12	20170715	0	Sat	CHN	NL	90	BAL	AL	90	10	3	54	CHN	"Oriole Park at Camden Yards�(Baltimore, Maryland)"	1.026	1.236	1.034	0.918	0.706	1.097
BOS07	20170715	0	Sat	NYA	AL	88	BOS	AL	91	4	1	96	NYA	"Fenway Park�(Boston, Massachusetts)"	1.026	0.824	1.103	1.156	0.75	0.958
CHI12	20170715	0	Sat	SEA	AL	92	CHA	AL	89	4	3	54	SEA	"Guaranteed Rate Field�(Chicago, Illinois)"	1.003	1.162	0.927	0.876	0.816	1.066
DET05	20170715	0	Sat	TOR	AL	90	DET	AL	89	1	11	51	DET	"Comerica Park�(Detroit, Michigan)"	1.169	1.154	1.119	1.129	1.333	0.987
HOU03	20170715	0	Sat	MIN	AL	90	HOU	AL	91	4	2	54	MIN	"Minute Maid Park�(Houston, Texas)"	0.826	1.009	0.9	0.81	0.654	0.927
KAN06	20170715	0	Sat	TEX	AL	90	KCA	AL	89	1	0	54	TEX	"Kauffman Stadium�(Kansas City, Missouri)"	0.926	0.809	0.966	1.078	1.207	0.98
OAK01	20170715	0	Sat	CLE	AL	89	OAK	AL	91	3	5	51	OAK	"Oakland Coliseum�(Oakland, California)"	1.103	1.056	1.023	1.108	2.308	1.06
ATL03	20170716	0	Sun	ARI	NL	92	ATL	NL	90	1	7	51	ATL	"SunTrust Park�(Cumberland, GA)"	0.976	0.951	1.019	1.057	0.722	0.91
CIN09	20170716	0	Sun	WAS	NL	91	CIN	NL	91	14	4	54	WAS	"Great American Ball Park�(Cincinnati, Ohio)"	1.02	1.094	0.94	1.007	1.222	1.044
MIA02	20170716	0	Sun	LAN	NL	93	MIA	NL	90	3	2	54	LAN	"Marlins Park�(Miami, Florida)"	0.848	0.835	0.907	0.716	1.142	1.041
MIL06	20170716	0	Sun	PHI	NL	90	MIL	NL	94	5	2	54	PHI	"Miller Park�(Milwaukee, Wisconsin)"	1.094	1.049	1.033	1.155	0.763	1.032
NYC20	20170716	0	Sun	COL	NL	94	NYN	NL	89	13	4	54	COL	"Citi Field�(New York, New York)"	0.858	0.798	0.88	0.899	0.7	0.986
PIT08	20170716	0	Sun	SLN	NL	91	PIT	NL	92	3	4	53	PIT	"PNC Park�(Pittsburgh, Pennsylvania)"	0.948	0.86	1.043	1.084	0.634	0.958
SAN02	20170716	0	Sun	SFN	NL	93	SDN	NL	91	1	7	51	SDN	"Petco Park�(San Diego, California)"	0.828	0.781	0.887	0.859	1	0.98
ANA01	20170716	0	Sun	TBA	AL	93	ANA	AL	95	3	4	51	ANA	"Angel Stadium of Anaheim�(Anaheim, California)"	0.949	0.971	0.998	0.876	0.722	0.815
BAL12	20170716	0	Sun	CHN	NL	91	BAL	AL	91	8	0	54	CHN	"Oriole Park at Camden Yards�(Baltimore, Maryland)"	1.026	1.236	1.034	0.918	0.706	1.097
BOS07	20170716	1	Sun	NYA	AL	89	BOS	AL	92	3	0	54	NYA	"Fenway Park�(Boston, Massachusetts)"	1.026	0.824	1.103	1.156	0.75	0.958
BOS07	20170716	2	Sun	NYA	AL	90	BOS	AL	93	0	3	51	BOS	"Fenway Park�(Boston, Massachusetts)"	1.026	0.824	1.103	1.156	0.75	0.958
CHI12	20170716	0	Sun	SEA	AL	93	CHA	AL	90	7	6	60	SEA	"Guaranteed Rate Field�(Chicago, Illinois)"	1.003	1.162	0.927	0.876	0.816	1.066
DET05	20170716	0	Sun	TOR	AL	91	DET	AL	90	5	6	65	DET	"Comerica Park�(Detroit, Michigan)"	1.169	1.154	1.119	1.129	1.333	0.987
HOU03	20170716	0	Sun	MIN	AL	91	HOU	AL	92	3	5	51	HOU	"Minute Maid Park�(Houston, Texas)"	0.826	1.009	0.9	0.81	0.654	0.927
KAN06	20170716	0	Sun	TEX	AL	91	KCA	AL	90	3	4	53	KCA	"Kauffman Stadium�(Kansas City, Missouri)"	0.926	0.809	0.966	1.078	1.207	0.98
OAK01	20170716	0	Sun	CLE	AL	90	OAK	AL	92	3	7	51	OAK	"Oakland Coliseum�(Oakland, California)"	1.103	1.056	1.023	1.108	2.308	1.06
ATL03	20170717	0	Mon	CHN	NL	92	ATL	NL	91	4	3	54	CHN	"SunTrust Park�(Cumberland, GA)"	0.976	0.951	1.019	1.057	0.722	0.91
CIN09	20170717	0	Mon	WAS	NL	92	CIN	NL	92	6	1	54	WAS	"Great American Ball Park�(Cincinnati, Ohio)"	1.02	1.094	0.94	1.007	1.222	1.044
DEN02	20170717	0	Mon	SDN	NL	92	COL	NL	95	6	9	51	COL	"Coors Field�(Denver, Colorado)"	1.332	1.195	1.152	1.175	2.259	1.085
MIA02	20170717	0	Mon	PHI	NL	91	MIA	NL	91	5	6	59	MIA	"Marlins Park�(Miami, Florida)"	0.848	0.835	0.907	0.716	1.142	1.041
NYC20	20170717	0	Mon	SLN	NL	92	NYN	NL	90	6	3	54	SLN	"Citi Field�(New York, New York)"	0.858	0.798	0.88	0.899	0.7	0.986
PIT08	20170717	0	Mon	MIL	NL	95	PIT	NL	93	2	4	51	PIT	"PNC Park�(Pittsburgh, Pennsylvania)"	0.948	0.86	1.043	1.084	0.634	0.958
SFO03	20170717	0	Mon	CLE	AL	91	SFN	NL	94	5	3	54	CLE	"AT&T Park�(San Francisco, California)"	0.85	0.615	0.968	1.003	1.048	0.938
BAL12	20170717	0	Mon	TEX	AL	92	BAL	AL	92	1	3	51	BAL	"Oriole Park at Camden Yards�(Baltimore, Maryland)"	1.026	1.236	1.034	0.918	0.706	1.097
BOS07	20170717	0	Mon	TOR	AL	92	BOS	AL	94	4	3	54	TOR	"Fenway Park�(Boston, Massachusetts)"	1.026	0.824	1.103	1.156	0.75	0.958
HOU03	20170717	0	Mon	SEA	AL	94	HOU	AL	93	9	7	60	SEA	"Minute Maid Park�(Houston, Texas)"	0.826	1.009	0.9	0.81	0.654	0.927
KAN06	20170717	0	Mon	DET	AL	91	KCA	AL	91	10	2	54	DET	"Kauffman Stadium�(Kansas City, Missouri)"	0.926	0.809	0.966	1.078	1.207	0.98
MIN04	20170717	0	Mon	NYA	AL	91	MIN	AL	92	2	4	51	MIN	"Target Field�(Minneapolis, Minnesota)"	1.095	1.172	1.088	1.081	1.375	1.118
OAK01	20170717	0	Mon	TBA	AL	94	OAK	AL	93	3	2	54	TBA	"Oakland Coliseum�(Oakland, California)"	1.103	1.056	1.023	1.108	2.308	1.06
ATL03	20170718	0	Tue	CHN	NL	93	ATL	NL	92	5	1	54	CHN	"SunTrust Park�(Cumberland, GA)"	0.976	0.951	1.019	1.057	0.722	0.91
CIN09	20170718	0	Tue	ARI	NL	93	CIN	NL	93	11	2	54	ARI	"Great American Ball Park�(Cincinnati, Ohio)"	1.02	1.094	0.94	1.007	1.222	1.044
DEN02	20170718	0	Tue	SDN	NL	93	COL	NL	96	7	9	51	COL	"Coors Field�(Denver, Colorado)"	1.332	1.195	1.152	1.175	2.259	1.085
MIA02	20170718	0	Tue	PHI	NL	92	MIA	NL	92	5	2	54	PHI	"Marlins Park�(Miami, Florida)"	0.848	0.835	0.907	0.716	1.142	1.041
NYC20	20170718	0	Tue	SLN	NL	93	NYN	NL	91	5	0	54	SLN	"Citi Field�(New York, New York)"	0.858	0.798	0.88	0.899	0.7	0.986
PIT08	20170718	0	Tue	MIL	NL	96	PIT	NL	94	3	4	51	PIT	"PNC Park�(Pittsburgh, Pennsylvania)"	0.948	0.86	1.043	1.084	0.634	0.958
SFO03	20170718	0	Tue	CLE	AL	92	SFN	NL	95	1	2	57	SFN	"AT&T Park�(San Francisco, California)"	0.85	0.615	0.968	1.003	1.048	0.938
ANA01	20170718	0	Tue	WAS	NL	93	ANA	AL	96	4	3	54	WAS	"Angel Stadium of Anaheim�(Anaheim, California)"	0.949	0.971	0.998	0.876	0.722	0.815
BAL12	20170718	0	Tue	TEX	AL	93	BAL	AL	93	1	12	51	BAL	"Oriole Park at Camden Yards�(Baltimore, Maryland)"	1.026	1.236	1.034	0.918	0.706	1.097
BOS07	20170718	0	Tue	TOR	AL	93	BOS	AL	95	4	5	88	BOS	"Fenway Park�(Boston, Massachusetts)"	1.026	0.824	1.103	1.156	0.75	0.958
CHI12	20170718	0	Tue	LAN	NL	94	CHA	AL	91	1	0	54	LAN	"Guaranteed Rate Field�(Chicago, Illinois)"	1.003	1.162	0.927	0.876	0.816	1.066
HOU03	20170718	0	Tue	SEA	AL	95	HOU	AL	94	2	6	51	HOU	"Minute Maid Park�(Houston, Texas)"	0.826	1.009	0.9	0.81	0.654	0.927
KAN06	20170718	0	Tue	DET	AL	92	KCA	AL	92	9	3	54	DET	"Kauffman Stadium�(Kansas City, Missouri)"	0.926	0.809	0.966	1.078	1.207	0.98
MIN04	20170718	0	Tue	NYA	AL	92	MIN	AL	93	6	3	54	NYA	"Target Field�(Minneapolis, Minnesota)"	1.095	1.172	1.088	1.081	1.375	1.118
OAK01	20170718	0	Tue	TBA	AL	95	OAK	AL	94	4	3	54	TBA	"Oakland Coliseum�(Oakland, California)"	1.103	1.056	1.023	1.108	2.308	1.06
ATL03	20170719	0	Wed	CHN	NL	94	ATL	NL	93	8	2	54	CHN	"SunTrust Park�(Cumberland, GA)"	0.976	0.951	1.019	1.057	0.722	0.91
CIN09	20170719	0	Wed	ARI	NL	94	CIN	NL	94	3	4	64	CIN	"Great American Ball Park�(Cincinnati, Ohio)"	1.02	1.094	0.94	1.007	1.222	1.044
DEN02	20170719	0	Wed	SDN	NL	94	COL	NL	97	4	18	51	COL	"Coors Field�(Denver, Colorado)"	1.332	1.195	1.152	1.175	2.259	1.085
MIA02	20170719	0	Wed	PHI	NL	93	MIA	NL	93	10	3	54	PHI	"Marlins Park�(Miami, Florida)"	0.848	0.835	0.907	0.716	1.142	1.041
NYC20	20170719	0	Wed	SLN	NL	94	NYN	NL	92	3	7	51	NYN	"Citi Field�(New York, New York)"	0.858	0.798	0.88	0.899	0.7	0.986
PIT08	20170719	0	Wed	MIL	NL	97	PIT	NL	95	2	3	59	PIT	"PNC Park�(Pittsburgh, Pennsylvania)"	0.948	0.86	1.043	1.084	0.634	0.958
SFO03	20170719	0	Wed	CLE	AL	93	SFN	NL	96	4	5	51	SFN	"AT&T Park�(San Francisco, California)"	0.85	0.615	0.968	1.003	1.048	0.938
ANA01	20170719	0	Wed	WAS	NL	94	ANA	AL	97	0	7	51	ANA	"Angel Stadium of Anaheim�(Anaheim, California)"	0.949	0.971	0.998	0.876	0.722	0.815
BAL12	20170719	0	Wed	TEX	AL	94	BAL	AL	94	2	10	51	BAL	"Oriole Park at Camden Yards�(Baltimore, Maryland)"	1.026	1.236	1.034	0.918	0.706	1.097
BOS07	20170719	0	Wed	TOR	AL	94	BOS	AL	96	1	5	51	BOS	"Fenway Park�(Boston, Massachusetts)"	1.026	0.824	1.103	1.156	0.75	0.958
CHI12	20170719	0	Wed	LAN	NL	95	CHA	AL	92	9	1	44	LAN	"Guaranteed Rate Field�(Chicago, Illinois)"	1.003	1.162	0.927	0.876	0.816	1.066
HOU03	20170719	0	Wed	SEA	AL	96	HOU	AL	95	4	1	54	SEA	"Minute Maid Park�(Houston, Texas)"	0.826	1.009	0.9	0.81	0.654	0.927
KAN06	20170719	0	Wed	DET	AL	93	KCA	AL	93	3	4	53	KCA	"Kauffman Stadium�(Kansas City, Missouri)"	0.926	0.809	0.966	1.078	1.207	0.98
MIN04	20170719	0	Wed	NYA	AL	93	MIN	AL	94	1	6	51	MIN	"Target Field�(Minneapolis, Minnesota)"	1.095	1.172	1.088	1.081	1.375	1.118
OAK01	20170719	0	Wed	TBA	AL	96	OAK	AL	95	2	7	51	OAK	"Oakland Coliseum�(Oakland, California)"	1.103	1.056	1.023	1.108	2.308	1.06
CIN09	20170720	0	Thu	ARI	NL	95	CIN	NL	95	12	2	54	ARI	"Great American Ball Park�(Cincinnati, Ohio)"	1.02	1.094	0.94	1.007	1.222	1.044
LOS03	20170720	0	Thu	ATL	NL	94	LAN	NL	96	6	3	54	ATL	"Dodger Stadium�(Los Angeles, California)"	0.971	1.005	0.954	0.974	0.6	0.907
NYC20	20170720	0	Thu	SLN	NL	95	NYN	NL	93	2	3	53	NYN	"Citi Field�(New York, New York)"	0.858	0.798	0.88	0.899	0.7	0.986
PIT08	20170720	0	Thu	MIL	NL	98	PIT	NL	96	2	4	51	PIT	"PNC Park�(Pittsburgh, Pennsylvania)"	0.948	0.86	1.043	1.084	0.634	0.958
SFO03	20170720	0	Thu	SDN	NL	95	SFN	NL	97	5	2	54	SDN	"AT&T Park�(San Francisco, California)"	0.85	0.615	0.968	1.003	1.048	0.938
BAL12	20170720	0	Thu	TEX	AL	95	BAL	AL	95	7	9	51	BAL	"Oriole Park at Camden Yards�(Baltimore, Maryland)"	1.026	1.236	1.034	0.918	0.706	1.097
BOS07	20170720	0	Thu	TOR	AL	95	BOS	AL	97	8	6	54	TOR	"Fenway Park�(Boston, Massachusetts)"	1.026	0.824	1.103	1.156	0.75	0.958
KAN06	20170720	0	Thu	DET	AL	94	KCA	AL	94	4	16	51	KCA	"Kauffman Stadium�(Kansas City, Missouri)"	0.926	0.809	0.966	1.078	1.207	0.98
SEA03	20170720	0	Thu	NYA	AL	94	SEA	AL	97	4	1	54	NYA	"Safeco Field�(Seattle, Washington)"	0.917	0.925	0.946	0.885	1.071	1.053
PHO01	20170721	0	Fri	WAS	NL	95	ARI	NL	96	5	6	52	ARI	"Chase Field�(Phoenix, Arizona)"	1.202	1.222	1.088	1.351	1.355	1.026
CHI11	20170721	0	Fri	SLN	NL	96	CHN	NL	95	11	4	54	SLN	"Wrigley Field�(Chicago, Illinois)"	1.131	1.005	1.049	1.104	1.3	1.074
CIN09	20170721	0	Fri	MIA	NL	94	CIN	NL	96	3	1	54	MIA	"Great American Ball Park�(Cincinnati, Ohio)"	1.02	1.094	0.94	1.007	1.222	1.044
DEN02	20170721	0	Fri	PIT	NL	97	COL	NL	98	13	5	54	PIT	"Coors Field�(Denver, Colorado)"	1.332	1.195	1.152	1.175	2.259	1.085
LOS03	20170721	0	Fri	ATL	NL	95	LAN	NL	97	12	3	54	ATL	"Dodger Stadium�(Los Angeles, California)"	0.971	1.005	0.954	0.974	0.6	0.907
NYC20	20170721	0	Fri	OAK	AL	96	NYN	NL	94	5	7	51	NYN	"Citi Field�(New York, New York)"	0.858	0.798	0.88	0.899	0.7	0.986
PHI13	20170721	0	Fri	MIL	NL	99	PHI	NL	94	1	6	51	PHI	"Citizens Bank Park�(Philadelphia, Pennsylvania)"	1.073	1.409	0.999	0.943	1.065	1.067
SFO03	20170721	0	Fri	SDN	NL	96	SFN	NL	98	12	9	66	SDN	"AT&T Park�(San Francisco, California)"	0.85	0.615	0.968	1.003	1.048	0.938
ANA01	20170721	0	Fri	BOS	AL	98	ANA	AL	98	6	2	54	BOS	"Angel Stadium of Anaheim�(Anaheim, California)"	0.949	0.971	0.998	0.876	0.722	0.815
BAL12	20170721	0	Fri	HOU	AL	96	BAL	AL	96	8	7	54	HOU	"Oriole Park at Camden Yards�(Baltimore, Maryland)"	1.026	1.236	1.034	0.918	0.706	1.097
CLE08	20170721	0	Fri	TOR	AL	96	CLE	AL	94	3	13	51	CLE	"Progressive Field�(Cleveland, Ohio)"	0.971	0.974	0.988	1.017	0.64	0.931
KAN06	20170721	0	Fri	CHA	AL	93	KCA	AL	95	6	7	58	KCA	"Kauffman Stadium�(Kansas City, Missouri)"	0.926	0.809	0.966	1.078	1.207	0.98
MIN04	20170721	0	Fri	DET	AL	95	MIN	AL	95	6	3	54	DET	"Target Field�(Minneapolis, Minnesota)"	1.095	1.172	1.088	1.081	1.375	1.118
SEA03	20170721	0	Fri	NYA	AL	95	SEA	AL	98	5	1	54	NYA	"Safeco Field�(Seattle, Washington)"	0.917	0.925	0.946	0.885	1.071	1.053
STP01	20170721	0	Fri	TEX	AL	96	TBA	AL	97	4	3	60	TEX	"Tropicana Field�(St. Petersburg, Florida)"	0.902	0.888	0.937	0.837	1.13	0.992
PHO01	20170722	0	Sat	WAS	NL	96	ARI	NL	97	4	3	54	WAS	"Chase Field�(Phoenix, Arizona)"	1.202	1.222	1.088	1.351	1.355	1.026
