index,Date,Visiting_Team,Visiting_League,Visiting_Team_Game,Home_Team,Home_League,Home_Team_Game,Visiting_Score,Home_Score,Length_in_Outs,Park_Code,Visit_Bats,Visit_Hits,Visit_Doubles,Visit_Triples,Visit_Homeruns,Visit_RBI,Visit_Putouts,Visit_Assist,Visit_Errors,Visit_Passed_Balls,Visit_Double_Plays,Visit_Tripple_Plays,Home_bats,Home_Hits,Home_Doubles,Home_Triples,Home_Homeruns,Home_RBI,Home_Putouts,Home_Assist,Home_Errors,Home_Passed_Balls,Home_Double_Plays,Home_Triple_Plays,bln_home_win,diff_hr,diff_hits,diff_doubles,diff_triples,diff_rbi,diff_putouts,diff_errors,diff_assist,diff_at_bats
569,20170516,MIL,NL,40,SDN,NL,41,6.0,2.0,54,SAN02,38,12,4,0,0,6,27,11,0,0,1,0,33,8,3,1,1,2,27,10,1,0,1,0,0,-4,-4,-1,1,-4,0,1,-1,-5
570,20170516,LAN,NL,40,SFN,NL,41,1.0,2.0,51,SFO03,32,7,1,0,1,1,24,8,0,0,1,0,31,11,0,0,1,2,27,10,0,0,2,0,1,1,4,-1,0,1,3,0,2,-1
571,20170516,BOS,AL,38,SLN,NL,37,6.0,3.0,54,STL10,31,6,0,0,2,5,27,7,0,0,0,0,30,6,1,0,0,3,27,14,3,0,2,0,0,-3,0,1,0,-2,0,3,7,-1
572,20170516,CHA,AL,37,ANA,AL,42,6.0,7.0,64,ANA01,42,11,3,0,2,6,31,11,0,2,1,0,42,13,3,0,0,7,33,14,0,0,0,0,1,1,2,0,0,1,2,0,3,0
573,20170516,TBA,AL,42,CLE,AL,38,6.0,4.0,54,CLE08,36,10,1,0,5,6,27,11,0,1,1,0,34,8,2,0,1,4,27,11,0,0,1,0,0,-2,-2,1,0,-2,0,0,0,-2
574,20170516,BAL,AL,37,DET,AL,37,13.0,11.0,78,DET05,59,20,4,0,4,13,39,19,0,0,2,0,55,18,4,0,3,11,39,15,1,0,1,0,0,-2,-2,0,0,-2,0,1,-4,-4
575,20170516,NYA,AL,36,KCA,AL,38,7.0,1.0,54,KAN06,40,13,1,0,2,7,27,6,0,0,0,0,34,8,1,0,0,1,27,10,0,0,0,0,0,-6,-5,0,0,-6,0,0,4,-6
576,20170516,COL,NL,40,MIN,AL,35,7.0,3.0,54,MIN04,36,10,2,0,2,6,27,11,0,0,1,0,31,6,3,0,1,3,27,8,1,0,0,0,0,-4,-4,1,0,-3,0,1,-3,-5
577,20170516,OAK,AL,39,SEA,AL,40,9.0,6.0,54,SEA03,37,11,2,0,3,9,27,10,1,0,2,0,33,9,0,0,2,5,27,5,0,0,0,0,0,-3,-2,-2,0,-4,0,-1,-5,-4
578,20170516,PHI,NL,36,TEX,AL,40,1.0,5.0,51,ARL02,31,4,1,0,0,1,24,7,2,0,0,0,32,8,2,0,2,5,27,9,1,0,1,0,1,4,4,1,0,4,3,-1,2,1
579,20170516,ATL,NL,36,TOR,AL,40,9.0,5.0,54,TOR02,40,15,3,0,2,9,27,16,0,0,2,0,32,7,3,0,1,5,27,8,1,0,1,0,0,-4,-8,0,0,-4,0,1,-8,-8
580,20170517,NYN,NL,39,ARI,NL,42,4.0,5.0,63,PHO01,42,11,2,0,2,4,30,11,0,0,0,0,38,8,3,1,2,5,33,17,0,0,1,0,1,1,-3,1,1,1,3,0,6,-4
581,20170517,TOR,AL,41,ATL,NL,37,4.0,8.0,51,ATL03,32,7,1,0,2,3,24,9,3,0,0,0,30,6,2,0,1,8,27,14,1,0,2,0,1,4,-1,1,0,5,3,-2,5,-2
582,20170517,CIN,NL,39,CHN,NL,39,5.0,7.0,51,CHI11,35,9,1,0,1,5,24,11,1,0,1,0,29,6,1,0,0,7,27,12,0,0,0,0,1,2,-3,0,0,2,3,-1,1,-6
583,20170517,HOU,AL,41,MIA,NL,39,3.0,0.0,54,MIA02,36,8,3,2,0,3,27,12,0,0,0,0,30,3,1,0,0,0,27,6,1,0,0,0,0,-3,-5,-2,-2,-3,0,1,-6,-6
584,20170517,WAS,NL,39,PIT,NL,40,1.0,6.0,51,PIT08,29,3,1,0,0,1,24,17,1,0,2,0,29,8,0,0,1,6,27,10,0,0,0,0,1,5,5,-1,0,5,3,-1,-7,0
585,20170517,MIL,NL,41,SDN,NL,42,3.0,1.0,54,SAN02,34,7,1,0,0,3,27,9,0,0,0,0,33,6,1,1,0,1,27,11,0,0,0,0,0,-2,-1,0,1,-2,0,0,2,-1
586,20170517,LAN,NL,41,SFN,NL,42,6.0,1.0,54,SFO03,35,9,4,0,0,5,27,11,0,0,1,0,30,4,0,0,1,1,27,8,0,0,0,0,0,-5,-5,-4,0,-4,0,0,-3,-5
587,20170517,BOS,AL,39,SLN,NL,38,5.0,4.0,78,STL10,48,11,1,2,1,5,39,16,0,0,3,0,47,12,3,0,1,4,39,14,2,0,1,0,0,-1,1,2,-2,-1,0,2,-2,-1
588,20170517,CHA,AL,38,ANA,AL,43,8.0,12.0,51,ANA01,40,15,2,1,1,7,24,11,2,0,2,0,35,13,2,1,1,11,27,6,1,0,1,0,1,4,-2,0,0,4,3,-1,-5,-5
589,20170517,TBA,AL,43,CLE,AL,39,7.0,4.0,54,CLE08,38,12,2,0,3,7,27,6,0,0,0,0,34,7,3,0,1,4,27,12,0,0,1,0,0,-3,-5,1,0,-3,0,0,6,-4
590,20170517,BAL,AL,38,DET,AL,38,4.0,5.0,51,DET05,37,11,3,0,0,4,24,10,0,0,0,0,32,10,3,0,2,5,27,8,1,0,1,0,1,1,-1,0,0,1,3,1,-2,-5
591,20170517,NYA,AL,37,KCA,AL,39,11.0,7.0,54,KAN06,40,16,2,1,1,11,27,13,2,0,2,0,36,11,0,0,2,7,27,8,0,0,1,0,0,-4,-5,-2,-1,-4,0,-2,-5,-4
592,20170517,OAK,AL,40,SEA,AL,41,0.0,4.0,51,SEA03,29,2,0,0,0,0,24,10,1,0,0,0,29,6,0,1,0,4,27,3,0,0,0,0,1,4,4,0,1,4,3,-1,-7,0
593,20170517,PHI,NL,37,TEX,AL,41,3.0,9.0,51,ARL02,32,9,1,0,1,3,24,9,1,0,4,0,34,17,3,0,1,8,27,12,0,0,4,0,1,6,8,2,0,5,3,-1,3,2
594,20170518,TOR,AL,42,ATL,NL,38,9.0,0.0,54,ATL03,38,12,4,0,3,9,27,13,0,0,0,0,34,7,1,0,0,0,27,12,0,0,1,0,0,-9,-5,-3,0,-9,0,0,-1,-4
595,20170518,CIN,NL,40,CHN,NL,40,5.0,9.0,51,CHI11,39,12,3,0,0,5,24,8,2,0,3,0,31,9,1,0,2,9,27,11,1,1,0,0,1,4,-3,-2,0,4,3,-1,3,-8
596,20170518,MIA,NL,40,LAN,NL,42,2.0,7.0,51,LOS03,32,7,2,0,2,2,24,14,0,0,4,0,28,11,1,0,1,7,27,7,0,0,1,0,1,5,4,-1,0,5,3,0,-7,-4
597,20170518,WAS,NL,40,PIT,NL,41,4.0,10.0,51,PIT08,33,6,2,0,1,2,24,8,2,0,0,0,35,13,2,0,2,10,27,9,1,0,1,0,1,6,7,0,0,8,3,-1,1,2
598,20170518,MIL,NL,42,SDN,NL,43,4.0,2.0,54,SAN02,32,9,1,0,0,4,27,9,0,0,2,0,30,5,0,0,1,1,27,15,2,1,3,0,0,-2,-4,-1,0,-3,0,2,6,-2
599,20170518,BAL,AL,39,DET,AL,39,5.0,6.0,51,DET05,35,8,1,0,3,5,24,11,0,0,2,0,28,8,3,0,2,6,27,10,0,0,0,0,1,1,0,2,0,1,3,0,-1,-7
600,20170518,NYA,AL,38,KCA,AL,40,1.0,5.0,51,KAN06,34,7,2,0,0,1,24,8,0,0,1,0,28,5,0,0,1,5,27,4,2,0,1,0,1,4,-2,-2,0,4,3,2,-4,-6
601,20170518,COL,NL,41,MIN,AL,36,5.0,1.0,54,MIN04,30,6,1,0,1,5,27,7,0,0,1,0,33,8,1,1,0,1,27,7,1,0,0,0,0,-4,2,0,1,-4,0,1,0,3
602,20170518,COL,NL,42,MIN,AL,37,0.0,2.0,51,MIN04,28,3,0,0,0,0,24,9,0,0,1,0,31,8,3,0,0,2,27,7,0,0,1,0,1,2,5,3,0,2,3,0,-2,3
603,20170518,BOS,AL,40,OAK,AL,41,3.0,8.0,51,OAK01,31,6,0,0,1,3,24,10,0,1,1,0,34,13,3,0,3,8,27,10,0,0,1,0,1,5,7,3,0,5,3,0,0,3
604,20170518,CHA,AL,39,SEA,AL,42,4.0,5.0,53,SEA03,36,9,2,1,3,4,26,15,0,0,1,0,33,8,0,0,2,5,27,9,0,0,0,0,1,1,-1,-2,-1,1,1,0,-6,-3
605,20170518,PHI,NL,38,TEX,AL,42,4.0,8.0,51,ARL02,34,8,2,1,2,4,24,7,0,0,1,0,32,9,2,0,1,8,27,7,0,0,0,0,1,4,1,0,-1,4,3,0,0,-2
606,20170519,WAS,NL,41,ATL,NL,39,4.0,7.0,51,ATL03,34,9,4,0,1,4,24,10,0,0,1,0,34,12,2,0,3,7,27,13,0,0,1,0,1,3,3,-2,0,3,3,0,3,0
607,20170519,MIL,NL,43,CHN,NL,41,6.0,3.0,54,CHI11,35,9,1,0,0,6,27,7,1,0,0,0,33,6,1,0,0,3,27,13,3,0,1,0,0,-3,-3,0,0,-3,0,2,6,-2
608,20170519,COL,NL,43,CIN,NL,41,12.0,6.0,54,CIN09,40,16,4,0,2,12,27,13,1,0,1,0,36,10,3,0,2,5,27,11,0,0,1,0,0,-6,-6,-1,0,-7,0,-1,-2,-4
609,20170519,MIA,NL,41,LAN,NL,43,2.0,7.0,51,LOS03,32,9,2,0,1,2,24,9,0,0,1,0,31,8,2,0,3,7,27,16,1,0,4,0,1,5,-1,0,0,5,3,1,7,-1
610,20170519,ANA,AL,44,NYN,NL,40,0.0,3.0,51,NYC20,32,6,1,0,0,0,24,10,2,2,0,0,30,6,1,0,1,3,27,6,0,0,0,0,1,3,0,0,0,3,3,-2,-4,-2
611,20170519,PHI,NL,39,PIT,NL,42,7.0,2.0,54,PIT08,35,9,3,0,1,7,27,9,1,0,0,0,31,3,1,0,0,1,27,16,1,0,0,0,0,-5,-6,-2,0,-6,0,0,7,-4
612,20170519,ARI,NL,43,SDN,NL,44,10.0,1.0,54,SAN02,42,16,3,0,4,10,27,8,0,0,1,0,30,4,0,0,0,1,27,9,0,0,0,0,0,-9,-12,-3,0,-9,0,0,1,-12
613,20170519,SFN,NL,43,SLN,NL,39,6.0,5.0,54,STL10,37,13,2,0,0,6,27,8,0,0,2,0,32,8,1,2,1,5,27,14,1,0,1,0,0,-1,-5,-1,2,-1,0,1,6,-5
614,20170519,TOR,AL,43,BAL,AL,40,3.0,5.0,59,BAL12,35,7,1,0,0,3,29,5,0,0,0,0,38,9,0,0,2,5,30,16,1,0,1,0,1,2,2,-1,0,2,1,1,11,3
615,20170519,TEX,AL,43,DET,AL,40,5.0,3.0,54,DET05,31,8,1,0,2,5,27,5,2,0,0,0,34,7,1,0,0,2,27,9,0,1,0,0,0,-2,-1,0,0,-3,0,-2,4,3
616,20170519,CLE,AL,40,HOU,AL,42,5.0,3.0,54,HOU03,34,9,3,1,3,5,27,5,0,0,0,0,32,5,1,0,2,3,27,9,1,0,0,0,0,-2,-4,-2,-1,-2,0,1,4,-2
617,20170519,KCA,AL,41,MIN,AL,38,3.0,4.0,58,MIN04,40,11,0,0,1,3,28,5,0,0,0,0,36,10,1,0,2,4,30,12,1,0,2,0,1,1,-1,1,0,1,2,1,7,-4
618,20170519,BOS,AL,41,OAK,AL,42,2.0,3.0,57,OAK01,38,10,3,0,1,2,27,5,0,0,1,0,34,8,2,1,1,3,30,13,1,0,2,0,1,1,-2,-1,1,1,3,1,8,-4
619,20170519,CHA,AL,40,SEA,AL,43,2.0,1.0,60,SEA03,35,7,1,0,1,2,30,11,2,0,0,0,31,1,0,1,0,1,30,7,0,0,0,0,0,-1,-6,-1,1,-1,0,-2,-4,-4
620,20170519,NYA,AL,39,TBA,AL,44,4.0,5.0,51,STP01,32,8,2,0,1,4,24,5,0,0,0,0,34,11,4,0,0,5,27,10,1,0,3,0,1,1,3,2,0,1,3,1,5,2
621,20170520,WAS,NL,42,ATL,NL,40,2.0,5.0,51,ATL03,34,7,0,0,0,2,24,4,0,0,1,0,32,9,1,0,3,5,27,9,1,0,0,0,1,3,2,1,0,3,3,1,5,-2
622,20170520,COL,NL,44,CIN,NL,42,8.0,12.0,51,CIN09,37,11,3,0,0,8,24,10,1,0,1,0,33,12,0,0,3,12,27,6,1,0,0,0,1,4,1,-3,0,4,3,0,-4,-4
623,20170520,MIA,NL,42,LAN,NL,44,10.0,6.0,54,LOS03,39,14,4,1,1,10,27,7,0,0,0,0,34,7,2,0,3,5,27,8,2,0,1,0,0,-4,-7,-2,-1,-5,0,2,1,-5
624,20170520,ANA,AL,45,NYN,NL,41,5.0,7.0,51,NYC20,32,8,0,0,0,5,24,8,2,0,0,0,30,7,3,0,0,7,27,9,0,0,2,0,1,2,-1,3,0,2,3,-2,1,-2
625,20170520,PHI,NL,40,PIT,NL,43,3.0,6.0,51,PIT08,35,9,2,0,0,3,24,7,2,0,0,0,34,10,0,0,1,6,27,18,1,0,2,0,1,3,1,-2,0,3,3,-1,11,-1
626,20170520,ARI,NL,44,SDN,NL,45,9.0,1.0,54,SAN02,40,14,3,0,1,8,27,3,0,0,0,0,31,4,0,0,0,1,27,13,0,0,1,0,0,-8,-10,-3,0,-7,0,0,10,-9
627,20170520,SFN,NL,44,SLN,NL,40,3.0,1.0,78,STL10,43,7,1,0,0,3,39,10,0,0,0,0,46,10,2,0,0,1,39,17,0,0,2,0,0,-2,3,1,0,-2,0,0,7,3
628,20170520,TOR,AL,44,BAL,AL,41,5.0,7.0,51,BAL12,36,11,1,0,2,4,24,10,0,0,2,0,33,11,0,0,3,7,27,10,1,0,3,0,1,2,0,-1,0,3,3,1,0,-3
629,20170520,TEX,AL,44,DET,AL,41,3.0,9.0,51,DET05,32,4,1,0,1,3,24,5,1,0,1,0,34,10,1,0,4,9,27,4,1,0,0,0,1,6,6,0,0,6,3,0,-1,2
630,20170520,CLE,AL,41,HOU,AL,43,3.0,0.0,54,HOU03,34,8,1,0,1,3,27,9,1,0,2,0,28,3,0,0,0,0,27,6,0,1,0,0,0,-3,-5,-1,0,-3,0,-1,-3,-6
631,20170520,BOS,AL,42,OAK,AL,43,3.0,8.0,51,OAK01,35,7,1,0,1,3,24,6,1,0,0,0,35,11,0,0,4,7,27,5,1,1,0,0,1,5,4,-1,0,4,3,0,-1,0
632,20170520,CHA,AL,41,SEA,AL,44,16.0,1.0,54,SEA03,43,19,3,0,4,16,27,14,0,0,4,0,28,5,1,0,0,1,27,12,1,0,1,0,0,-15,-14,-2,0,-15,0,1,-2,-15
633,20170520,NYA,AL,40,TBA,AL,45,5.0,9.0,51,STP01,34,7,3,0,2,5,24,4,0,0,0,0,36,12,2,0,3,9,27,9,0,0,0,0,1,4,5,-1,0,4,3,0,5,2
634,20170521,WAS,NL,43,ATL,NL,41,3.0,2.0,54,ATL03,34,7,0,1,1,2,27,7,0,0,1,0,32,6,4,0,0,2,27,12,2,0,1,0,0,-1,-1,4,-1,0,0,2,5,-2
635,20170521,MIL,NL,44,CHN,NL,42,6.0,13.0,51,CHI11,40,13,3,0,1,6,24,9,1,1,2,0,35,14,6,0,4,10,27,12,1,1,1,0,1,7,1,3,0,4,3,0,3,-5
636,20170521,COL,NL,45,CIN,NL,43,6.0,4.0,54,CIN09,37,11,3,0,4,6,27,13,0,0,1,0,34,9,1,1,2,4,27,8,1,0,0,0,0,-2,-2,-2,1,-2,0,1,-5,-3
637,20170521,MIA,NL,43,LAN,NL,45,3.0,6.0,51,LOS03,33,7,2,0,1,3,24,12,0,0,1,0,34,12,6,0,1,6,27,12,0,0,1,0,1,3,5,4,0,3,3,0,0,1
638,20170521,ANA,AL,46,NYN,NL,42,12.0,5.0,54,NYC20,36,12,3,0,4,12,27,9,0,0,1,0,33,7,2,0,3,5,27,8,1,0,1,0,0,-7,-5,-1,0,-7,0,1,-1,-3
639,20170521,PHI,NL,41,PIT,NL,44,0.0,1.0,51,PIT08,31,3,1,0,0,0,24,11,0,0,1,0,27,5,0,0,0,1,27,10,1,0,0,0,1,1,2,-1,0,1,3,1,-1,-4
640,20170521,ARI,NL,45,SDN,NL,46,1.0,5.0,51,SAN02,32,5,0,0,1,1,24,13,2,0,1,0,30,9,2,0,1,4,27,9,0,0,0,0,1,4,4,2,0,3,3,-2,-4,-2
641,20170521,SFN,NL,45,SLN,NL,41,3.0,8.0,51,STL10,34,7,2,0,2,3,24,11,0,0,2,0,32,12,5,0,1,8,27,5,0,0,0,0,1,5,5,3,0,5,3,0,-6,-2
642,20170521,TOR,AL,45,BAL,AL,42,3.0,1.0,54,BAL12,32,6,0,0,1,3,27,4,0,0,1,0,33,7,1,0,1,1,27,14,3,0,2,0,0,-2,1,1,0,-2,0,3,10,1
643,20170521,TEX,AL,45,DET,AL,42,5.0,2.0,54,DET05,40,15,2,1,2,5,27,7,0,0,0,0,34,7,2,0,1,2,27,12,0,0,2,0,0,-3,-8,0,-1,-3,0,0,5,-6
644,20170521,CLE,AL,42,HOU,AL,44,8.0,6.0,54,HOU03,36,10,3,0,1,8,27,7,0,0,1,0,32,6,1,0,4,6,27,11,0,0,0,0,0,-2,-4,-2,0,-2,0,0,4,-4
645,20170521,KCA,AL,42,MIN,AL,39,6.0,4.0,54,MIN04,36,11,0,0,4,6,27,6,1,0,1,0,35,9,2,0,0,4,27,7,0,0,1,0,0,-2,-2,2,0,-2,0,-1,1,-1
646,20170521,KCA,AL,43,MIN,AL,40,4.0,8.0,51,MIN04,32,7,1,0,3,4,24,4,0,0,1,0,34,11,2,0,3,8,27,15,1,0,2,0,1,4,4,1,0,4,3,1,11,2
647,20170521,BOS,AL,43,OAK,AL,44,12.0,3.0,54,OAK01,39,15,3,0,1,11,27,2,0,0,0,0,33,6,1,0,1,3,27,11,3,0,2,0,0,-9,-9,-2,0,-8,0,3,9,-6
648,20170521,CHA,AL,42,SEA,AL,45,8.0,1.0,54,SEA03,36,10,1,0,1,7,27,12,0,0,4,0,29,6,0,0,1,1,27,11,1,0,1,0,0,-7,-4,-1,0,-6,0,1,-1,-7
649,20170521,NYA,AL,41,TBA,AL,46,3.0,2.0,54,STP01,35,7,1,0,1,3,27,10,1,0,1,0,30,4,0,0,1,1,27,6,2,0,1,0,0,-1,-3,-1,0,-2,0,1,-4,-5
650,20170522,CHA,AL,43,ARI,NL,46,1.0,5.0,51,PHO01,30,4,1,0,1,1,24,12,2,0,2,0,30,7,0,1,2,4,27,13,0,0,1,0,1,4,3,-1,1,3,3,-2,1,0
651,20170522,PIT,NL,45,ATL,NL,42,2.0,5.0,51,ATL03,33,8,1,0,0,1,24,12,1,0,2,0,35,13,1,0,2,4,27,8,1,0,1,0,1,3,5,0,0,3,3,0,-4,2
652,20170522,SFN,NL,46,CHN,NL,43,6.0,4.0,54,CHI11,35,9,4,0,3,6,27,16,0,0,1,0,35,11,0,2,2,4,27,14,0,0,1,0,0,-2,2,-4,2,-2,0,0,-2,0
653,20170522,CLE,AL,43,CIN,NL,44,1.0,5.0,51,CIN09,33,7,3,0,1,1,24,5,1,0,1,0,33,10,2,0,1,5,27,11,0,0,1,0,1,4,3,-1,0,4,3,-1,6,0
654,20170522,COL,NL,46,PHI,NL,42,8.0,1.0,54,PHI13,37,13,2,0,1,7,27,6,0,0,0,0,30,3,2,0,0,1,27,10,1,0,1,0,0,-7,-10,0,0,-6,0,1,4,-7
655,20170522,MIN,AL,41,BAL,AL,43,14.0,7.0,54,BAL12,47,21,6,0,2,13,27,13,0,0,1,0,37,11,4,0,1,7,27,6,1,0,0,0,0,-7,-10,-2,0,-6,0,1,-7,-10
656,20170522,DET,AL,43,HOU,AL,45,0.0,1.0,51,HOU03,26,1,0,0,0,0,24,11,0,0,1,0,32,9,3,0,0,1,27,8,0,0,1,0,1,1,8,3,0,1,3,0,-3,6
657,20170522,KCA,AL,44,NYA,AL,42,2.0,4.0,51,NYC21,34,7,2,0,1,2,24,5,1,0,1,0,29,6,1,0,3,4,27,14,0,0,0,0,1,2,-1,-1,0,2,3,-1,9,-5
658,20170522,ANA,AL,47,TBA,AL,47,3.0,2.0,54,STP01,29,5,1,0,1,2,27,15,0,0,2,0,32,7,0,0,2,2,27,10,1,0,1,0,0,-1,2,-1,0,0,0,1,-5,3
659,20170523,CHA,AL,44,ARI,NL,47,4.0,5.0,51,PHO01,36,10,1,0,3,4,24,7,0,0,2,0,31,9,1,1,2,5,27,12,0,0,1,0,1,1,-1,0,1,1,3,0,5,-5
660,20170523,PIT,NL,46,ATL,NL,43,5.0,6.0,53,ATL03,40,15,2,0,1,5,26,14,0,1,3,0,38,15,4,0,1,6,27,13,0,0,2,0,1,1,0,2,0,1,1,0,-1,-2
661,20170523,SFN,NL,47,CHN,NL,44,1.0,4.0,51,CHI11,29,4,2,0,0,1,24,8,0,0,0,0,28,5,0,0,3,4,27,10,0,0,1,0,1,3,1,-2,0,3,3,0,2,-1
662,20170523,CLE,AL,44,CIN,NL,45,8.0,7.0,54,CIN09,36,7,1,1,4,7,27,9,0,0,0,0,36,11,4,0,1,7,27,12,2,0,0,0,0,-1,4,3,-1,0,0,2,3,0
663,20170523,SLN,NL,42,LAN,NL,46,1.0,2.0,77,LOS03,42,4,1,0,0,0,38,10,1,0,0,0,41,3,1,0,1,2,39,16,0,0,0,0,1,1,-1,0,0,2,1,-1,6,-1
664,20170523,TOR,AL,46,MIL,NL,45,4.0,3.0,54,MIL06,34,9,2,0,1,4,27,10,0,0,1,0,31,5,0,0,0,3,27,12,0,0,2,0,0,-1,-4,-2,0,-1,0,0,2,-3
665,20170523,SDN,NL,47,NYN,NL,43,3.0,9.0,51,NYC20,33,7,2,0,1,3,24,5,0,0,0,0,36,14,1,0,2,9,27,4,0,0,0,0,1,6,7,-1,0,6,3,0,-1,3
666,20170523,COL,NL,47,PHI,NL,43,8.0,2.0,54,PHI13,33,10,1,0,3,8,27,4,0,0,1,0,34,8,1,0,1,2,27,16,0,0,3,0,0,-6,-2,0,0,-6,0,0,12,1
667,20170523,SEA,AL,46,WAS,NL,44,1.0,10.0,51,WAS11,30,5,0,0,1,1,24,5,0,0,2,0,36,15,1,1,4,10,27,11,0,0,2,0,1,9,10,1,1,9,3,0,6,6
668,20170523,MIN,AL,42,BAL,AL,44,2.0,0.0,54,BAL12,32,6,3,0,1,2,27,8,0,0,0,0,29,2,0,0,0,0,27,11,0,0,0,0,0,-2,-4,-3,0,-2,0,0,3,-3
669,20170523,TEX,AL,46,BOS,AL,44,6.0,11.0,51,BOS07,36,13,4,0,1,4,24,11,0,0,1,0,34,12,3,0,0,8,27,13,1,0,2,0,1,5,-1,-1,0,4,3,1,2,-2
670,20170523,DET,AL,44,HOU,AL,46,2.0,6.0,51,HOU03,30,4,0,0,1,2,24,8,3,0,1,0,32,8,1,0,2,4,27,8,0,1,1,0,1,4,4,1,0,2,3,-3,0,2
671,20170523,KCA,AL,45,NYA,AL,43,6.0,2.0,54,NYC21,33,6,0,0,4,6,27,6,0,0,2,0,33,8,1,0,2,2,27,5,0,0,0,0,0,-4,2,1,0,-4,0,0,-1,0
672,20170523,MIA,NL,44,OAK,AL,45,11.0,9.0,54,OAK01,45,19,3,1,1,11,27,4,1,0,1,0,35,8,3,0,3,9,27,10,1,0,1,0,0,-2,-11,0,-1,-2,0,0,6,-10
673,20170523,ANA,AL,48,TBA,AL,48,4.0,0.0,54,STP01,32,9,2,0,2,4,27,7,0,0,1,0,29,3,1,0,0,0,27,15,0,0,2,0,0,-4,-6,-1,0,-4,0,0,8,-3
674,20170524,CHA,AL,45,ARI,NL,48,6.0,8.0,51,PHO01,36,11,1,0,2,5,24,12,0,0,0,0,31,10,3,0,1,8,27,14,1,1,2,0,1,2,-1,2,0,3,3,1,2,-5
675,20170524,PIT,NL,47,ATL,NL,44,12.0,5.0,60,ATL03,43,14,1,0,4,12,30,10,1,0,0,0,41,12,3,1,0,5,30,8,1,0,0,0,0,-7,-2,2,1,-7,0,0,-2,-2
676,20170524,SFN,NL,48,CHN,NL,45,4.0,5.0,51,CHI11,35,8,1,0,2,4,24,8,1,0,2,0,28,8,1,1,2,4,27,9,1,0,0,0,1,1,0,0,1,0,3,0,1,-7
677,20170524,SLN,NL,43,LAN,NL,47,6.0,1.0,54,LOS03,33,8,1,0,1,4,27,13,0,0,1,0,29,4,2,0,0,1,27,10,1,0,0,0,0,-5,-4,1,0,-3,0,1,-3,-4
678,20170524,TOR,AL,47,MIL,NL,46,8.0,4.0,54,MIL06,36,10,2,0,4,8,27,12,0,0,2,0,30,5,2,0,2,4,27,9,0,0,0,0,0,-4,-5,0,0,-4,0,0,-3,-6
679,20170524,SDN,NL,48,NYN,NL,44,6.0,5.0,54,NYC20,36,11,3,0,1,6,27,3,1,0,1,0,35,8,2,0,0,5,27,9,0,0,0,0,0,-1,-3,-1,0,-1,0,-1,6,-1
680,20170524,COL,NL,48,PHI,NL,44,7.0,2.0,54,PHI13,35,12,2,1,1,7,27,10,0,0,1,0,28,3,1,0,1,2,27,12,1,0,2,0,0,-5,-9,-1,-1,-5,0,1,2,-7
681,20170524,SEA,AL,47,WAS,NL,45,1.0,5.0,51,WAS11,35,9,2,0,0,1,24,9,1,0,1,0,29,7,1,0,1,5,27,12,0,0,1,0,1,4,-2,-1,0,4,3,-1,3,-6
682,20170524,MIN,AL,43,BAL,AL,45,4.0,3.0,54,BAL12,37,10,3,0,0,4,27,8,1,0,2,0,32,6,0,0,3,3,27,7,1,0,0,0,0,-1,-4,-3,0,-1,0,0,-1,-5
683,20170524,TEX,AL,47,BOS,AL,45,4.0,9.0,51,BOS07,33,7,2,0,1,4,24,8,3,0,2,0,33,12,1,0,0,8,27,8,1,1,0,0,1,5,5,-1,0,4,3,-2,0,0
684,20170524,CIN,NL,46,CLE,AL,45,4.0,3.0,54,CLE08,34,7,0,0,1,4,27,14,0,0,0,0,33,10,3,0,1,3,27,10,1,0,0,0,0,-1,3,3,0,-1,0,1,-4,-1
685,20170524,DET,AL,45,HOU,AL,47,6.0,3.0,54,HOU03,33,8,2,1,1,4,27,9,1,0,0,0,31,6,2,0,1,3,27,15,0,0,2,0,0,-3,-2,0,-1,-1,0,-1,6,-2
686,20170524,KCA,AL,46,NYA,AL,44,0.0,3.0,51,NYC21,30,4,1,0,0,0,24,5,1,0,0,0,30,7,2,0,1,3,27,7,0,0,1,0,1,3,3,1,0,3,3,-1,2,0
687,20170524,MIA,NL,45,OAK,AL,46,1.0,4.0,51,OAK01,32,4,1,0,0,0,24,13,0,0,0,0,33,11,4,0,1,4,27,12,3,0,0,0,1,3,7,3,0,4,3,3,-1,1
688,20170524,ANA,AL,49,TBA,AL,49,2.0,5.0,51,STP01,31,4,3,0,1,2,24,6,0,0,0,0,29,7,3,0,3,5,27,11,0,0,0,0,1,3,3,0,0,3,3,0,5,-2
689,20170525,PIT,NL,48,ATL,NL,45,9.0,4.0,54,ATL03,38,13,4,0,1,8,27,11,0,0,1,0,37,11,4,0,0,4,27,13,2,0,1,0,0,-5,-2,0,0,-4,0,2,2,-1
690,20170525,SFN,NL,49,CHN,NL,46,1.0,5.0,51,CHI11,30,5,3,0,0,1,24,6,1,0,1,0,32,9,1,0,3,3,27,14,0,0,1,0,1,4,4,-2,0,2,3,-1,8,2
691,20170525,SLN,NL,44,LAN,NL,48,3.0,7.0,51,LOS03,33,9,2,0,0,3,24,10,0,0,1,0,33,11,3,0,1,6,27,13,0,0,2,0,1,4,2,1,0,3,3,0,3,0
