Date	Visiting Team	Visiting League	Visiting Team Game	Home Team	Home League	Home Team Game	Visiting Score	Home Score	Length in Outs	Park Code	Visit Bats	Visit Hits	Visit Doubles	Visit Triples	Visit Homeruns	Visit RBI	Visit Putouts	Visit Assist	Visit Errors	Visit Passed Balls	Visit Double Plays	Visit Tripple Plays	Home bats	Home Hits	Home Doubles	Home Triples	Home Homeruns	Home RBI	Home Putouts	Home Assist	Home Errors	Home Passed Balls	Home Double Plays	Home Triple Plays
20150520	CIN	NL	40	KCA	AL	40	1	7	51	KAN06	36	9	2	0	0	1	24	9	0	0	2	0	31	10	2	0	0	6	27	3	0	0	0	0
20150520	ANA	AL	40	TOR	AL	42	4	3	54	TOR02	35	8	3	0	1	4	27	11	0	0	1	0	31	5	2	0	0	3	27	13	1	0	0	0
20150520	TBA	AL	41	ATL	NL	39	1	2	51	ATL02	33	8	1	0	0	1	24	11	0	0	0	0	29	5	3	0	0	2	27	11	0	0	1	0
20150520	PHI	NL	42	COL	NL	37	4	2	54	DEN02	37	9	3	0	1	3	27	13	0	0	2	0	31	7	1	0	0	2	27	16	2	0	0	0
20150520	ARI	NL	39	MIA	NL	41	6	1	54	MIA02	37	11	1	0	0	5	27	16	0	0	2	0	29	4	1	0	0	0	27	10	1	0	0	0
20150520	SLN	NL	40	NYN	NL	41	9	0	54	NYC20	41	14	2	1	2	9	27	8	1	0	2	0	30	4	0	0	0	0	27	9	1	0	0	0
20150520	MIN	AL	40	PIT	NL	40	4	3	78	PIT08	47	10	3	0	1	4	39	16	0	0	2	0	46	10	2	0	1	3	39	20	0	0	1	0
20150520	CHN	NL	39	SDN	NL	41	3	2	54	SAN02	29	5	1	1	0	3	27	10	0	0	1	0	30	6	1	0	1	2	27	12	0	0	1	0
20150520	LAN	NL	39	SFN	NL	40	0	4	51	SFO03	33	6	2	0	0	0	24	11	0	0	0	0	32	8	1	0	1	4	27	8	0	0	0	0
20150520	NYA	AL	41	WAS	NL	41	2	3	51	WAS11	32	6	1	0	0	2	24	10	1	0	0	0	28	5	0	0	2	3	27	10	0	0	0	0
20150521	SEA	AL	40	BAL	AL	38	4	5	51	BAL12	36	10	0	0	0	4	24	8	1	0	0	0	31	6	0	0	1	5	27	5	1	0	1	0
20150521	TEX	AL	41	BOS	AL	41	3	1	54	BOS07	31	7	1	0	1	2	27	12	0	0	1	0	31	6	2	0	0	1	27	13	2	0	3	0
20150521	CLE	AL	40	CHA	AL	38	5	2	54	CHI12	36	11	2	0	2	4	27	7	1	0	2	0	33	7	2	0	1	2	27	11	2	0	1	0
20150521	HOU	AL	42	DET	AL	42	5	6	63	DET05	42	9	2	1	1	4	30	14	1	0	3	0	41	13	2	0	2	6	33	5	2	0	0	0
20150521	OAK	AL	43	TBA	AL	42	0	3	51	STP01	32	6	0	1	0	0	24	5	1	1	0	0	32	7	1	0	1	3	27	5	0	0	0	0
20150521	ANA	AL	41	TOR	AL	43	4	8	51	TOR02	31	5	2	0	2	4	24	8	1	0	0	0	33	10	3	0	2	7	27	14	0	0	1	0
20150521	MIL	NL	42	ATL	NL	40	1	10	51	ATL02	27	2	0	0	0	1	24	9	1	0	0	0	36	11	3	0	0	8	27	6	0	0	1	0
20150521	PHI	NL	43	COL	NL	38	3	7	51	DEN02	32	8	1	1	1	3	24	8	3	0	1	0	34	11	1	0	1	7	27	10	0	0	2	0
20150521	ARI	NL	40	MIA	NL	42	7	6	54	MIA02	35	11	4	0	0	7	27	14	1	1	1	0	36	12	0	1	0	5	27	8	0	1	1	0
20150521	SLN	NL	41	NYN	NL	42	0	5	51	NYC20	29	2	0	0	0	0	24	14	0	0	4	0	27	9	0	0	2	5	27	9	0	0	0	0
20150521	CHN	NL	40	SDN	NL	42	3	0	54	SAN02	34	7	2	0	2	3	27	11	0	0	2	0	30	5	0	0	0	0	27	10	0	0	0	0
20150521	LAN	NL	40	SFN	NL	41	0	4	51	SFO03	34	9	2	0	0	0	24	12	0	0	1	0	31	9	1	0	1	4	27	12	1	0	2	0
20150522	ANA	AL	42	BOS	AL	42	12	5	54	BOS07	38	12	3	0	3	11	27	14	2	0	2	0	36	11	1	0	1	5	27	9	3	0	0	0
20150522	MIN	AL	41	CHA	AL	39	2	3	51	CHI12	28	3	1	0	0	2	24	9	0	1	1	0	31	9	1	0	0	3	27	6	0	0	0	0
20150522	CIN	NL	41	CLE	AL	41	3	7	51	CLE08	32	6	3	0	0	2	24	11	0	0	1	0	34	11	2	1	1	7	27	9	1	0	0	0
20150522	HOU	AL	43	DET	AL	43	2	6	51	DET05	31	4	2	0	0	1	24	12	0	0	2	0	34	13	3	0	1	6	27	6	1	0	0	0
20150522	SLN	NL	42	KCA	AL	41	0	5	51	KAN06	34	8	1	0	0	0	24	7	0	0	1	0	34	11	1	0	2	5	27	9	0	0	1	0
20150522	TEX	AL	42	NYA	AL	42	10	9	54	NYC21	37	12	1	0	3	9	27	7	1	0	0	0	39	12	3	0	3	9	27	11	2	0	1	0
20150522	OAK	AL	44	TBA	AL	43	2	5	51	STP01	36	9	0	0	1	2	24	12	1	1	2	0	33	12	1	1	3	5	27	5	0	0	0	0
20150522	SEA	AL	41	TOR	AL	44	4	3	54	TOR02	32	6	2	1	1	4	27	15	0	0	3	0	31	7	1	0	2	3	27	10	0	0	0	0
20150522	CHN	NL	41	ARI	NL	41	4	5	76	PHO01	49	11	3	0	1	4	37	17	1	0	0	0	48	12	2	1	2	5	39	12	1	0	1	0
20150522	MIL	NL	43	ATL	NL	41	11	0	54	ATL02	36	12	5	0	1	10	27	7	1	0	0	0	31	3	0	0	0	0	27	10	1	0	1	0
20150522	SFN	NL	42	COL	NL	39	11	8	54	DEN02	40	14	4	0	2	11	27	8	1	0	2	0	39	13	3	0	1	8	27	9	0	0	0	0
20150522	SDN	NL	43	LAN	NL	41	1	2	51	LOS03	33	6	2	0	0	1	24	8	1	0	1	0	29	6	1	0	1	2	27	8	0	0	0	0
20150522	BAL	AL	39	MIA	NL	43	8	5	54	MIA02	36	11	2	0	0	7	27	15	1	1	0	0	43	14	1	0	1	5	27	13	1	0	1	0
20150522	NYN	NL	43	PIT	NL	41	1	4	51	PIT08	28	6	0	0	0	0	24	10	2	1	0	0	30	6	3	0	0	3	27	13	1	0	4	0
20150522	PHI	NL	44	WAS	NL	42	1	2	51	WAS11	33	6	3	0	0	1	24	9	0	0	1	0	28	6	1	0	1	2	27	7	0	0	0	0
20150523	ANA	AL	43	BOS	AL	43	3	8	51	BOS07	33	6	3	0	0	3	24	9	1	0	2	0	35	12	0	0	2	8	27	6	0	0	0	0
20150523	MIN	AL	42	CHA	AL	40	4	3	54	CHI12	31	6	1	0	2	4	27	8	1	0	0	0	33	6	1	1	0	3	27	14	1	0	2	0
20150523	CIN	NL	42	CLE	AL	42	1	2	51	CLE08	33	9	3	0	0	1	24	5	0	0	1	0	27	4	2	0	0	2	27	12	0	0	1	0
20150523	HOU	AL	44	DET	AL	44	3	2	54	DET05	32	8	1	0	0	3	27	8	2	0	1	1	32	6	2	0	0	2	27	11	1	0	1	0
20150523	SLN	NL	43	KCA	AL	42	2	3	33	KAN06	21	4	1	0	0	2	15	5	0	0	0	0	21	6	2	0	1	3	18	8	1	0	1	0
20150523	TEX	AL	43	NYA	AL	43	15	4	54	NYC21	40	15	2	0	2	13	27	11	2	0	0	0	35	7	0	1	2	4	27	3	1	0	0	0
20150523	OAK	AL	45	TBA	AL	44	5	0	54	STP01	35	10	0	0	0	4	27	9	0	0	0	0	32	6	1	0	0	0	27	10	2	1	1	0
20150523	SEA	AL	42	TOR	AL	45	3	2	54	TOR02	31	6	2	0	1	3	27	11	0	0	1	0	28	4	1	0	1	2	27	7	0	0	1	0
20150523	CHN	NL	42	ARI	NL	42	9	6	54	PHO01	36	8	2	0	1	9	27	13	2	0	0	0	34	7	2	0	1	6	27	9	1	0	1	0
20150523	MIL	NL	44	ATL	NL	42	2	3	65	ATL02	39	10	2	0	0	2	32	15	0	0	1	0	41	11	5	0	0	3	33	14	0	0	2	0
20150523	SFN	NL	43	COL	NL	40	10	8	54	DEN02	40	14	3	1	0	9	27	14	1	0	1	0	38	13	1	0	3	8	27	11	2	0	1	0
20150523	SFN	NL	44	COL	NL	41	3	5	51	DEN02	34	10	2	0	0	1	24	10	0	0	0	0	32	9	1	0	1	5	27	12	1	0	1	0
20150523	SDN	NL	44	LAN	NL	42	0	2	51	LOS03	27	1	0	0	0	0	24	5	0	0	0	0	30	6	1	0	1	2	27	11	0	0	1	0
20150523	BAL	AL	40	MIA	NL	44	0	1	77	MIA02	45	9	2	0	0	0	38	14	1	0	0	0	43	7	0	0	0	1	39	12	0	0	1	0
20150523	NYN	NL	44	PIT	NL	42	2	8	51	PIT08	33	7	0	0	1	2	24	12	1	0	0	0	33	10	3	0	2	7	27	10	0	0	1	0
20150523	PHI	NL	45	WAS	NL	43	8	1	54	WAS11	39	11	3	0	2	7	27	7	0	0	0	0	31	5	2	0	0	1	27	11	4	0	0	0
20150524	ANA	AL	44	BOS	AL	44	1	6	51	BOS07	30	4	1	0	0	1	24	6	0	0	0	0	32	12	3	0	1	6	27	11	0	0	1	0
20150524	MIN	AL	43	CHA	AL	41	8	1	54	CHI12	37	9	2	0	2	7	27	14	0	0	1	0	30	4	0	0	1	1	27	10	1	0	0	0
20150524	CIN	NL	43	CLE	AL	43	2	5	51	CLE08	34	6	3	0	1	2	24	7	3	0	0	0	35	8	5	0	0	3	27	13	1	0	0	0
20150524	HOU	AL	45	DET	AL	45	10	8	54	DET05	39	13	1	1	2	9	27	11	0	0	1	0	38	14	6	0	1	8	27	2	0	0	0	0
20150524	SLN	NL	44	KCA	AL	43	6	1	54	KAN06	36	10	3	0	1	6	27	10	1	0	2	0	32	6	0	0	0	1	27	13	0	0	0	0
20150524	TEX	AL	44	NYA	AL	44	5	2	54	NYC21	38	13	4	1	1	5	27	13	2	0	1	0	33	6	0	0	0	2	27	10	1	0	0	0
20150524	OAK	AL	46	TBA	AL	45	7	2	54	STP01	32	8	1	0	3	7	27	13	0	0	0	0	36	10	1	0	0	2	27	7	1	0	1	0
20150524	SEA	AL	43	TOR	AL	46	2	8	51	TOR02	31	8	1	0	1	2	24	7	0	0	0	0	34	10	2	0	2	8	27	11	0	0	3	0
20150524	CHN	NL	43	ARI	NL	43	3	4	51	PHO01	31	5	1	0	2	3	24	9	2	0	2	0	29	6	0	1	1	4	27	13	0	0	1	0
20150524	MIL	NL	45	ATL	NL	43	1	2	51	ATL02	29	3	0	0	0	1	24	9	1	0	2	0	27	6	1	0	0	2	27	4	0	0	0	0
20150524	SFN	NL	45	COL	NL	42	2	11	51	DEN02	32	6	2	0	0	2	24	10	1	0	0	0	36	11	2	1	1	11	27	10	0	0	1	0
20150524	SDN	NL	45	LAN	NL	43	11	3	54	LOS03	44	20	4	0	2	11	27	10	0	0	2	0	32	7	0	0	1	2	27	12	0	1	1	0
20150524	BAL	AL	41	MIA	NL	45	2	5	51	MIA02	31	6	2	0	0	2	24	9	0	0	1	0	33	11	1	0	1	5	27	10	0	0	1	0
20150524	NYN	NL	45	PIT	NL	43	1	9	51	PIT08	34	7	1	0	0	1	24	8	0	0	0	0	35	12	2	0	2	9	27	8	0	0	0	0
20150524	PHI	NL	46	WAS	NL	44	1	4	51	WAS11	33	8	3	0	0	1	24	12	0	0	0	0	32	10	4	1	0	4	27	10	1	0	2	0
20150525	SDN	NL	46	ANA	AL	45	3	4	53	ANA01	34	9	1	0	0	3	26	8	0	1	1	0	36	12	3	0	0	3	27	7	0	0	0	0
20150525	HOU	AL	46	BAL	AL	42	3	4	51	BAL12	37	11	2	0	1	3	24	13	0	0	3	0	27	6	0	0	2	4	27	7	0	0	1	0
20150525	TEX	AL	45	CLE	AL	44	10	8	54	CLE08	37	9	2	0	3	9	27	11	1	0	1	0	34	8	4	0	2	8	27	9	2	0	0	0
20150525	BOS	AL	45	MIN	AL	44	2	7	51	MIN04	34	8	1	0	0	2	24	9	0	0	1	0	37	16	3	0	1	7	27	10	0	0	1	0
20150525	KCA	AL	44	NYA	AL	45	1	14	51	NYC21	33	8	1	0	0	1	24	11	1	0	1	0	37	14	2	0	5	14	27	12	0	0	1	0
20150525	DET	AL	46	OAK	AL	47	0	4	51	OAK01	32	4	0	0	0	0	24	8	1	0	0	0	33	9	2	1	0	4	27	14	3	0	3	0
20150525	SEA	AL	44	TBA	AL	46	4	1	54	STP01	35	9	3	0	1	4	27	11	0	0	0	0	35	8	3	0	1	1	27	7	1	0	1	0
20150525	CHA	AL	42	TOR	AL	47	0	6	51	TOR02	29	4	0	0	0	0	24	15	0	0	1	0	30	7	1	0	2	6	27	10	0	0	2	0
20150525	WAS	NL	45	CHN	NL	44	2	1	54	CHI11	30	5	1	0	2	2	27	8	0	0	1	0	30	5	1	0	1	1	27	10	1	0	1	0
20150525	COL	NL	43	CIN	NL	44	5	4	54	CIN09	36	11	1	0	1	5	27	7	0	0	0	0	37	11	3	0	2	4	27	10	1	0	0	0
20150525	ATL	NL	44	LAN	NL	44	3	6	51	LOS03	34	9	1	0	0	3	24	8	0	0	1	0	34	11	1	0	3	6	27	16	0	0	1	0
20150525	SFN	NL	46	MIL	NL	46	8	4	54	MIL06	38	13	1	0	1	7	27	11	0	0	0	0	32	5	1	0	3	4	27	8	2	0	2	0
20150525	PHI	NL	47	NYN	NL	46	3	6	51	NYC20	33	6	1	0	0	3	24	6	0	0	2	0	30	8	0	0	3	6	27	4	0	0	0	0
20150525	MIA	NL	46	PIT	NL	44	2	4	51	PIT08	34	9	1	0	1	2	24	13	0	0	2	0	30	10	1	0	2	4	27	22	0	0	2	0
20150525	ARI	NL	44	SLN	NL	45	2	3	57	STL10	37	9	0	0	1	2	27	8	0	0	1	0	39	15	1	0	1	3	30	14	0	0	1	0
20150526	SDN	NL	47	ANA	AL	46	4	0	60	ANA01	37	9	1	0	0	4	30	7	1	0	1	0	34	5	0	0	0	0	30	7	1	0	0	0
20150526	HOU	AL	47	BAL	AL	43	4	1	54	BAL12	33	8	4	0	0	4	27	12	1	0	3	0	29	5	1	0	0	1	27	12	0	0	1	0
20150526	TEX	AL	46	CLE	AL	45	4	3	54	CLE08	34	8	2	0	2	4	27	9	1	0	0	0	32	5	2	0	2	3	27	11	0	0	0	0
20150526	BOS	AL	46	MIN	AL	45	1	2	51	MIN04	32	7	1	0	0	1	24	10	1	0	2	0	30	7	3	0	0	2	27	13	0	0	2	0
20150526	KCA	AL	45	NYA	AL	46	1	5	51	NYC21	32	4	0	0	1	1	24	4	2	0	0	0	31	7	1	0	1	5	27	7	1	0	0	0
20150526	DET	AL	47	OAK	AL	48	1	0	54	OAK01	28	6	0	0	0	1	27	10	1	1	0	0	35	7	2	0	0	0	27	10	1	0	1	0
20150526	SEA	AL	45	TBA	AL	47	7	6	60	STP01	41	12	0	0	2	7	30	9	0	0	0	0	42	12	4	0	0	6	30	10	2	0	1	0
20150526	CHA	AL	43	TOR	AL	48	9	10	51	TOR02	41	14	3	0	1	9	24	7	1	0	0	0	37	13	8	0	2	10	27	9	2	1	0	0
20150526	WAS	NL	46	CHN	NL	45	2	3	53	CHI11	28	6	1	0	2	2	26	12	1	0	1	0	33	9	3	0	2	3	27	16	0	0	2	0
20150526	COL	NL	44	CIN	NL	45	1	2	52	CIN09	28	4	0	0	1	1	25	11	0	0	0	0	28	5	2	0	0	2	27	12	0	0	2	0
20150526	ATL	NL	45	LAN	NL	45	0	8	51	LOS03	33	5	1	0	0	0	24	16	0	0	3	0	30	11	4	0	1	8	27	7	1	0	0	0
20150526	SFN	NL	47	MIL	NL	47	6	3	54	MIL06	35	10	3	0	3	6	27	6	0	0	0	0	34	8	1	0	1	3	27	10	0	0	0	0
20150526	PHI	NL	48	NYN	NL	47	4	5	59	NYC20	38	11	0	1	0	4	29	13	0	0	3	0	34	9	1	0	0	5	30	14	0	0	2	0
20150526	MIA	NL	47	PIT	NL	45	1	5	51	PIT08	33	6	2	0	0	1	24	11	0	0	2	0	32	10	3	0	1	5	27	8	0	1	0	0
20150526	ARI	NL	45	SLN	NL	46	4	6	51	STL10	37	11	4	0	1	4	24	8	0	0	0	0	31	8	3	0	1	6	27	14	3	0	1	0
20150527	SDN	NL	48	ANA	AL	47	5	4	54	ANA01	35	8	2	0	1	5	27	10	0	0	2	0	34	11	3	0	1	4	27	13	3	0	0	0
20150527	HOU	AL	48	BAL	AL	44	4	5	51	BAL12	38	11	5	0	1	4	24	8	0	0	1	0	33	10	1	0	3	4	27	10	0	0	0	0
20150527	TEX	AL	47	CLE	AL	46	3	12	51	CLE08	33	8	1	0	2	3	24	10	1	0	0	0	40	17	3	1	3	12	27	12	0	0	1	0
20150527	BOS	AL	47	MIN	AL	46	4	6	51	MIN04	34	7	1	0	2	4	24	12	0	0	2	0	29	8	0	0	2	6	27	10	0	0	0	0
20150527	KCA	AL	46	NYA	AL	47	2	4	51	NYC21	35	8	1	0	1	1	24	5	0	0	0	0	33	9	2	0	2	4	27	8	1	0	0	0
20150527	DET	AL	48	OAK	AL	49	3	2	54	OAK01	34	9	1	0	1	3	27	13	0	0	2	0	29	6	1	2	0	2	27	10	0	0	1	0
20150527	SEA	AL	46	TBA	AL	48	3	0	54	STP01	30	3	1	0	1	3	27	11	0	0	4	0	26	4	0	0	0	0	27	4	0	0	0	0
20150527	CHA	AL	44	TOR	AL	49	5	3	60	TOR02	43	14	2	1	0	5	30	11	0	1	0	0	42	13	1	0	1	3	30	9	1	0	0	0
20150527	WAS	NL	47	CHN	NL	46	3	0	54	CHI11	37	9	2	0	2	2	27	4	0	0	0	0	33	7	2	0	0	0	27	9	3	0	1	0
20150527	COL	NL	45	CIN	NL	46	6	4	54	CIN09	36	10	1	0	2	6	27	8	0	0	0	0	33	6	1	0	2	4	27	11	0	0	0	0
20150527	ATL	NL	46	LAN	NL	46	3	2	54	LOS03	31	5	1	0	1	2	27	10	0	0	1	0	34	9	0	0	1	2	27	10	0	0	1	0
20150527	SFN	NL	48	MIL	NL	48	3	1	54	MIL06	35	9	2	0	1	3	27	7	0	0	1	0	32	6	0	2	0	1	27	8	0	0	0	0
20150527	PHI	NL	49	NYN	NL	48	0	7	51	NYC20	33	8	1	0	0	0	24	11	1	0	2	0	34	12	1	0	4	7	27	11	0	0	2	0
20150527	MIA	NL	48	PIT	NL	46	2	5	51	PIT08	36	9	0	0	2	2	24	7	0	0	0	0	35	11	2	1	0	5	27	13	1	0	1	0
20150527	ARI	NL	46	SLN	NL	47	3	4	53	STL10	34	7	0	0	1	2	26	9	1	0	0	0	36	10	2	0	2	3	27	9	1	0	0	0
20150528	DET	AL	49	ANA	AL	48	2	12	51	ANA01	31	5	1	0	0	2	24	18	0	0	1	0	34	13	3	1	3	11	27	8	0	0	1	0
20150528	CHA	AL	45	BAL	AL	45	3	2	54	BAL12	34	9	3	0	0	3	27	4	0	0	0	0	33	6	0	0	1	2	27	15	0	0	1	0
20150528	CHA	AL	46	BAL	AL	46	3	6	51	BAL12	32	6	1	0	2	3	24	9	2	0	1	0	34	13	3	1	0	6	27	10	0	0	1	0
20150528	NYA	AL	48	OAK	AL	50	4	5	51	OAK01	34	8	1	0	1	4	24	6	0	0	0	0	32	9	1	0	2	5	27	7	1	0	0	0
20150528	CLE	AL	47	SEA	AL	47	5	3	54	SEA03	37	10	1	0	1	5	27	5	0	0	0	0	34	7	0	0	2	3	27	9	1	0	0	0
20150528	BOS	AL	48	TEX	AL	48	5	1	54	ARL02	34	13	1	1	1	5	27	10	0	0	0	0	32	5	2	0	0	1	27	16	1	1	5	0
20150528	PIT	NL	47	SDN	NL	49	11	5	54	SAN02	40	15	3	0	3	9	27	8	2	0	2	0	36	9	1	0	0	3	27	9	1	0	0	0
20150528	ATL	NL	47	SFN	NL	49	0	7	51	SFO03	31	4	0	0	0	0	24	10	0	0	0	0	35	12	4	1	1	6	27	14	0	0	0	0
20150529	DET	AL	50	ANA	AL	49	0	2	51	ANA01	30	4	0	0	0	0	24	8	1	0	1	0	30	7	2	0	1	2	27	6	0	0	0	0
20150529	TBA	AL	49	BAL	AL	47	1	2	53	BAL12	32	5	0	0	1	1	26	8	0	0	0	0	31	6	0	0	1	2	27	7	0	0	0	0
20150529	CHA	AL	47	HOU	AL	49	6	3	66	HOU03	41	9	2	0	1	5	33	13	2	1	1	0	40	10	3	0	0	2	33	8	1	0	0	0
20150529	TOR	AL	50	MIN	AL	47	6	4	54	MIN04	36	11	3	0	2	6	27	11	1	0	1	0	31	6	2	0	0	4	27	13	0	0	1	0
20150529	NYA	AL	49	OAK	AL	51	2	6	51	OAK01	32	6	1	0	1	2	24	8	1	0	0	0	35	10	4	0	1	6	27	14	0	0	1	0
20150529	CLE	AL	48	SEA	AL	48	1	2	51	SEA03	29	3	0	1	0	1	24	5	0	0	1	0	28	6	0	0	1	2	27	10	0	0	1	0
20150529	BOS	AL	49	TEX	AL	49	4	7	51	ARL02	31	6	0	0	1	4	24	12	0	0	1	0	32	12	3	1	2	6	27	10	1	0	2	0
20150529	KCA	AL	47	CHN	NL	47	8	4	54	CHI11	37	11	2	0	3	6	27	9	0	0	0	0	35	8	2	0	2	4	27	17	2	0	2	0
20150529	WAS	NL	48	CIN	NL	47	2	5	51	CIN09	36	10	2	0	0	2	24	7	0	0	1	0	33	11	1	0	2	5	27	12	0	0	1	0
20150529	ARI	NL	47	MIL	NL	49	7	5	54	MIL06	38	11	4	0	4	7	27	10	0	0	0	0	38	11	3	0	2	5	27	11	1	1	1	0
20150529	MIA	NL	49	NYN	NL	49	4	3	54	NYC20	32	6	0	0	1	4	27	13	0	0	1	0	32	6	2	0	2	3	27	8	0	0	0	0
20150529	COL	NL	46	PHI	NL	50	4	1	54	PHI13	32	7	0	0	3	4	27	9	2	0	0	0	32	2	0	0	0	0	27	9	0	0	1	0
20150529	PIT	NL	48	SDN	NL	50	2	6	53	SAN02	33	6	1	0	0	2	26	12	1	1	1	0	31	7	2	0	1	6	27	8	0	0	0	0
20150529	ATL	NL	48	SFN	NL	50	2	4	51	SFO03	32	6	0	0	1	2	24	10	0	0	1	0	32	7	1	0	1	4	27	12	0	0	1	0
20150529	LAN	NL	47	SLN	NL	48	0	3	51	STL10	32	6	1	0	0	0	24	12	1	0	1	0	33	10	5	0	0	2	27	7	0	0	1	0
20150530	DET	AL	51	ANA	AL	50	6	8	51	ANA01	37	13	4	0	2	6	24	10	0	0	0	0	33	9	2	0	5	8	27	11	1	0	1	0
20150530	TBA	AL	50	BAL	AL	48	3	0	54	BAL12	32	8	2	0	2	3	27	13	0	0	0	0	29	3	0	0	0	0	27	10	0	0	2	0
20150530	CHA	AL	48	HOU	AL	50	0	3	51	HOU03	31	4	0	0	0	0	24	10	0	0	0	0	29	8	0	0	2	3	27	10	2	1	2	0
20150530	TOR	AL	51	MIN	AL	48	2	3	51	MIN04	33	9	2	0	1	1	24	10	0	0	1	0	29	9	2	1	1	3	27	10	2	0	3	0
20150530	NYA	AL	50	OAK	AL	52	5	3	54	OAK01	37	10	0	0	1	5	27	7	0	0	0	0	37	12	0	0	0	3	27	13	1	0	1	0
20150530	CLE	AL	49	SEA	AL	49	4	3	54	SEA03	30	6	1	0	1	4	27	8	0	0	1	0	35	11	3	0	1	3	27	10	0	0	1	0
20150530	BOS	AL	50	TEX	AL	50	0	8	51	ARL02	31	5	2	0	0	0	24	12	3	0	1	0	38	13	3	0	0	8	27	15	0	0	1	0
20150530	WAS	NL	49	CIN	NL	48	5	8	51	CIN09	36	10	1	0	1	5	24	6	0	1	2	0	33	11	3	0	1	8	27	10	0	0	1	0
20150530	ARI	NL	48	MIL	NL	50	7	3	54	MIL06	41	13	2	0	2	6	27	11	0	0	0	0	33	8	1	0	0	3	27	6	3	0	0	0
20150530	MIA	NL	50	NYN	NL	50	9	5	54	NYC20	41	14	4	0	4	9	27	12	2	0	1	0	36	9	2	0	0	5	27	11	2	0	0	0
20150530	COL	NL	47	PHI	NL	51	5	2	54	PHI13	36	10	2	0	3	5	27	14	1	0	1	0	35	8	2	0	1	2	27	8	0	0	0	0
20150530	PIT	NL	49	SDN	NL	51	5	2	54	SAN02	37	10	2	0	0	5	27	15	1	0	1	0	31	4	1	0	0	1	27	8	1	0	1	0
20150530	ATL	NL	49	SFN	NL	51	8	0	54	SFO03	40	14	2	1	1	8	27	12	1	0	1	0	34	8	0	0	0	0	27	11	1	0	1	0
20150530	LAN	NL	48	SLN	NL	49	5	1	54	STL10	35	9	1	0	1	5	27	10	2	0	3	0	30	6	0	0	0	1	27	4	0	0	1	0
20150531	DET	AL	52	ANA	AL	51	2	4	51	ANA01	29	5	1	0	0	1	24	4	1	0	0	0	32	8	1	0	0	4	27	10	1	1	0	0
20150531	TBA	AL	51	BAL	AL	49	9	5	54	BAL12	39	15	6	0	2	8	27	8	0	0	0	0	37	10	1	0	4	5	27	8	1	0	0	0
20150531	CHA	AL	49	HOU	AL	51	6	0	54	HOU03	38	10	2	0	1	6	27	16	0	0	3	0	32	10	4	1	0	0	27	11	1	0	0	0
20150531	TOR	AL	52	MIN	AL	49	5	6	51	MIN04	35	13	2	0	1	5	24	10	2	0	2	0	32	9	3	0	1	6	27	13	2	0	1	0
20150531	NYA	AL	51	OAK	AL	53	0	3	51	OAK01	33	8	0	0	0	0	24	7	1	0	2	0	29	8	0	0	1	3	27	9	0	0	2	0
20150531	CLE	AL	50	SEA	AL	50	6	3	72	SEA03	50	18	4	0	1	6	36	11	1	0	0	0	40	5	2	0	0	2	36	17	0	1	3	0
20150531	BOS	AL	51	TEX	AL	51	3	4	53	ARL02	38	11	0	0	0	2	26	15	3	0	0	0	36	8	1	0	0	4	27	11	1	0	1	0
20150531	KCA	AL	48	CHN	NL	48	1	2	64	CHI11	37	4	1	0	0	1	31	13	0	0	0	0	36	7	1	1	0	2	33	11	0	0	0	0
20150531	WAS	NL	50	CIN	NL	49	2	8	51	CIN09	27	2	1	0	0	2	24	12	0	0	1	0	33	10	2	0	2	8	27	11	0	0	1	0
20150531	ARI	NL	49	MIL	NL	51	6	7	100	MIL06	61	16	2	1	2	5	49	18	1	0	1	0	65	16	4	1	1	6	51	24	0	0	1	0
20150531	MIA	NL	51	NYN	NL	51	3	4	51	NYC20	35	9	1	0	1	3	24	5	1	0	0	0	31	6	2	0	1	3	27	11	0	0	0	0
20150531	COL	NL	48	PHI	NL	52	4	1	54	PHI13	34	9	1	0	2	4	27	11	0	1	0	0	34	7	2	0	0	1	27	9	0	0	1	0
20150531	PIT	NL	50	SDN	NL	52	1	7	51	SAN02	34	8	1	0	1	1	24	9	2	0	1	0	36	13	0	0	1	6	27	11	1	0	0	0
20150531	ATL	NL	50	SFN	NL	52	7	5	54	SFO03	37	9	0	1	2	7	27	11	1	0	0	0	33	7	2	0	3	5	27	15	1	1	0	0
20150531	LAN	NL	49	SLN	NL	50	1	3	51	STL10	29	2	0	0	1	1	24	15	0	0	2	0	27	8	0	0	1	3	27	10	0	0	0	0
20150601	TBA	AL	52	ANA	AL	52	3	7	51	ANA01	32	6	1	0	1	3	24	8	1	0	0	0	34	11	0	0	4	7	27	10	0	0	1	0
20150601	BAL	AL	50	HOU	AL	52	2	5	51	HOU03	32	7	1	1	0	2	24	7	0	0	0	0	29	9	1	0	1	5	27	15	0	0	1	0
20150601	NYA	AL	52	SEA	AL	51	7	2	54	SEA03	32	7	1	0	1	5	27	8	1	0	2	0	33	8	1	1	0	2	27	13	0	0	1	0
20150601	ATL	NL	51	ARI	NL	50	8	1	54	PHO01	38	13	3	0	1	8	27	5	0	0	2	0	32	7	2	0	0	1	27	10	2	0	2	0
20150601	LAN	NL	50	COL	NL	49	11	4	54	DEN02	44	18	3	1	4	11	27	11	0	0	0	0	35	9	0	0	1	4	27	10	1	0	1	0
